    ccyy   conc_dhi_dhi   conc_dhi_hmc   conc_dhi_hmc_medianized_predict   conc_dhi_hmc_wor   conc_dhi_hmc_wor_pred   conc_dhi_inc_5_ours   conc_dhi_inc_5_ours_pred   conc_dhi_inc_5_ours_wor   conc_dhi_inc_5_ours_wor_pred   conc_dhi_tax_eff_ours   conc_dhi_tax_eff_ours_pred   conc_dhi_tax_eff_ours_wor   conc_dhi_tax_eff_ours_wor_pred   gini_dhi_scope_hmc   gini_inc1   gini_inc2   gini_inc3   gini_inc4   gini_inc_5_ours   gini_inc_5_ours_pred   gini_inc_5_ours_wor   gini_inc_5_ours_wor_pred   mean_dhi   mean_hchous   mean_hitp   mean_hmc   mean_hmc_pred_scaled   mean_hmc_scaled   mean_hmc_wor_pred_scaled   mean_hmc_wor_scaled   mean_hmchous   mean_inc1   mean_inc2   mean_inc3   mean_inc4   mean_scope  
    au81       .2806993              .                          .1578798                  .                       .                     .                   .2951364                         .                              .                       .                     .1578798                           .                                .                    .           .           .           .    .2812441                 .               .2951414                     .                          .   9810.939             0     13.3462          0               7541.802                 0                          0                     0              0           0           0           0    9756.727     .9983251  
    au85       .2915426              .                          .1630591                  .                       .                     .                   .3097419                         .                              .                       .                     .1630591                           .                                .                    .           .           .           .    .2936599                 .                .309748                     .                          .    13353.7             0     34.9305          0               10614.03                 0                          0                     0              0           0           0           0    13281.35     .9979807  
    au89       .3024854              .                          .1694866                  .                .1704835                     .                   .3199964                         .                       .3195618                       .                     .1694866                           .                         .1704835                    .           .           .           .    .3028251                 .               .3200018                     .                   .3196245   18798.42      6057.038    52.16582          0               15275.31                 0                   14445.29                     0       2363.814           0           0           0    18764.26     .9979368  
    au95       .3043028              .                          .1702539                  .                .1786754                     .                    .322605                         .                       .3211618                       .                     .1702539                           .                         .1786754                    .           .           .           .    .3049238                 .               .3226115                     .                   .3212234   21207.11      1416.435    119.8809          0                18228.4                 0                    17285.6                     0       1416.407           0           0           0    21097.89     .9904961  
    au01       .3141239              .                           .175336                  .                .1832938                     .                   .3347784                         .                       .3334302                       .                      .175336                           .                         .1832938                    .           .           .           .    .3146903                 .               .3347865                     .                   .3335036   27418.53      1820.453    188.1917          0               23842.95                 0                   22628.32                     0       1820.434           0           0           0       27386     .9914727  
    au03       .3098915              .                          .1738335                  .                .1806588                     .                   .3314406                         .                       .3302022                       .                     .1738335                           .                         .1806588                    .    .4835178    .4137664    .3647899    .3105161                 .                .331449                     .                    .330273   29554.82      2059.311    219.0015          0               26438.74                 0                   25167.76                     0       2059.293    33524.25    36530.58    38699.15    29495.79     .9912635  
    au08       .3332253              .                          .1828024                  .                .1909941                     .                   .3517247                         .                       .3505558                       .                     .1828024                           .                         .1909941                    .    .4886345    .4241046    .3827727    .3332824                 .               .3517299                     .                   .3506053   47415.62      10360.25    761.3362          0               38119.43                 0                   36203.25                     0       2975.538    52442.39    57042.71     59977.3    47412.06     .9964684  
    au10       .3307087              .                          .1828757                  .                       .                     .                   .3485055                         .                              .                       .                     .1828757                           .                                .             .3308726    .4897411    .4173017    .3706866    .3273645                 .               .3485106                     .                          .   49767.94             0    738.6381          0               39877.02                 0                          0                     0              0    53172.87    58361.59    61747.46    49982.56     .9894075  
    at87       .2272546              .                          .1286049                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .           .                 .                      .                     .                          .   172301.5             0           0          0                      0                 0                          0                     0              0           0           0           0           0            1  
    at97       .2655513              .                          .1477459                  .                       .                     .                   .2917737                         .                              .                       .                     .1477459                           .                                .                    .           .           .           .           .                 .               .2917943                     .                          .   241983.7             0    3184.322          0               202202.7                 0                          0                     0              0           0           0           0           0     .9010766  
    at00       .2562159              .                          .1428444                  .                 .147556                     .                   .2809432                         .                       .2797866                       .                     .1428444                           .                          .147556                    .           .           .           .           .                 .               .2809628                     .                   .2798896   263713.9      12453.82    3418.961          0               220529.7                 0                   213721.8                     0       12453.43           0           0           0           0     .9076501  
    at04       .2684039              .                          .1481237                  .                .1522237                     .                   .2950859                         .                       .2940341                       .                     .1481237                           .                         .1522237                    .    .4578143    .3368939    .3101777    .2686187                 .               .2951041                     .                   .2940629   22561.14      5805.177    181.0898          0               19212.13                 0                   18610.85                     0       2787.795    27525.01    33867.86    35750.75    22549.44     .9995477  
    at07       .2842349              .                           .158129                  .                       .                     .                   .3099281                         .                              .                       .                      .158129                           .                                .                    .     .483887    .3677845    .3380315    .2844316                 .               .3099414                     .                          .   24575.44             0    238.8732          0               20210.93                 0                          0                     0              0    31037.16    36969.54    39148.21    24506.15     .9996731  
    at10       .2792102              .                          .1565186                  .                .1618679                     .                   .3046088                         .                       .3033174                       .                     .1565186                           .                         .1618679                    .           .           .           .    .2792113                 .               .3046232                     .                    .303343   27366.04      5921.444    263.4007          0               23179.08                 0                   22318.97                     0       3491.274           0           0           0    27313.22     .9991698  
    at13       .2804496              .                           .155979                  .                .1620129                     .                   .3077205                         .                       .3061904                       .                      .155979                           .                         .1620129                    .     .498194    .3676159    .3341645    .2810524                 .                .307736                     .                    .306221   29111.97      5923.832    272.5468          0               25290.42                 0                      24301                     0       3756.719    35554.74    43479.55    46178.41    29078.79     .9996824  
    be85       .2264945              .                          .1283424                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .           .                 .                      .                     .                          .     395384             0    1300.301          0                      0                 0                          0                     0              0           0           0           0           0     .9981444  
    be88        .232142              .                          .1306796                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .           .                 .                      .                     .                          .   432344.6             0    1369.518          0                      0                 0                          0                     0              0           0           0           0           0     .9960505  
    be92       .2224754              .                          .1267465                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .2226235                 .                      .                     .                          .   515853.7       1726.52    2732.714          0                      0                 0                          0                     0       1726.097           0           0           0    514776.7     .9916937  
    be97       .2496077              .                          .1416012                  .                .1412528                     .                   .2701052                         .                       .2699129                       .                     .1416012                           .                         .1412528                    .           .           .           .    .2496077                 .               .2701158                     .                   .2699628   646403.4      109852.7    3086.913          0               524301.2                 0                   497057.3                     0       8280.255           0           0           0    646403.4     .9975922  
    br06       .5021761              .                          .2763906                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .5021751                 .                      .                     .                          .   10596.18             0    66.96161          0                      0                 0                          0                     0              0           0           0           0    10596.19     .9714159  
    br09       .4783285              .                           .262297                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .4783275                 .                      .                     .                          .   13462.18             0    51.51075          0                      0                 0                          0                     0              0           0           0           0     13462.2     .9676905  
    br11       .4693674              .                          .2570417                  .                       .                     .                   .5276824                         .                              .                       .                     .2570417                           .                                .                    .           .           .           .     .469367                 .               .5277107                     .                          .          .             .           .          .                      .                 .                          .                     .              .           .           .           .           .     .9448823  
    br13        .460147              .                          .2504672                  .                       .                     .                   .5142524                         .                              .                       .                     .2504672                           .                                .                    .           .           .           .    .4601468                 .               .5142784                     .                          .   19519.09             0     41.3748          0               17668.57                 0                          0                     0              0           0           0           0    19519.09     .9448287  
    ca71       .3151157              .                          .1772774                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .           .                 .                      .                     .                          .   4330.802             0           0          0                      0                 0                          0                     0              0           0           0           0           0     .9882671  
    ca75       .2880325              .                          .1613297                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .           .                 .                      .                     .                          .   7433.257             0           0          0                      0                 0                          0                     0              0           0           0           0           0     .9929141  
    ca81       .2830675              .                          .1588878                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .           .                 .                      .                     .                          .   13848.72             0           0          0                      0                 0                          0                     0              0           0           0           0           0     .9961444  
    ca87       .2821398              .                           .157415                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .           .                 .                      .                     .                          .   19785.42             0           0          0                      0                 0                          0                     0              0           0           0           0           0     .9982343  
    ca91         .28056              .                          .1567865                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .           .                 .                      .                     .                          .   23927.44             0           0          0                      0                 0                          0                     0              0           0           0           0           0     .9975114  
    ca94       .2835518              .                          .1586653                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .           .                 .                      .                     .                          .   24793.41             0           0          0                      0                 0                          0                     0              0           0           0           0           0     .9976541  
    ca97       .2911792              .                          .1629727                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .           .                 .                      .                     .                          .   26064.89             0           0          0                      0                 0                          0                     0              0           0           0           0           0     .9986725  
