    ccyy   agecat      hmc_q      dhi_q   hmchous_q   hmc_medianized_predict_q   hmc_wor_pred_scaled_q  
    es04       30          .   14621.31    1626.033                   1.187378                13524.64  
    es04       50          .   16051.74    1205.939                   1.197971                13717.53  
    es04       65          .   11535.09     1046.86                   1.002507                11473.08  
    es07        1          .   15993.97    2367.135                   1.114561                15935.38  
    es07       30          .    16829.2    1536.597                   1.126439                16299.21  
    es07       50          .   18967.34      1381.5                   1.173247                17026.15  
    es07       65          .   14221.76     1314.33                   1.028488                14901.99  
    es10        1          .   14243.77    2817.341                   1.049428                13485.83  
    es10       30          .   16079.51    1840.269                   1.125924                14735.31  
    es10       50          .   18536.68     1719.55                   1.184313                15548.16  
    es10       65          .   14569.09    1624.045                   1.049333                13753.45  
    es13        1          .   13645.76    2974.576                   1.003947                13853.36  
    es13       30          .   16144.12    1953.255                   1.085451                15305.19  
    es13       50          .   19784.03    1763.134                   1.186352                16824.21  
    es13       65          .    18011.3    1738.647                   1.146874                 16255.5  
    es80        1     493518   370886.2    86052.74                   1.253874                       .  
    es80       30   479919.6   345441.3    84279.93                   1.211363                       .  
    es80       50     493258   374149.6    87835.41                    1.23733                       .  
    es80       65   369508.4   286588.1    83501.03                   1.053847                       .  
    es85        1   684690.5   618149.9    68597.66                   1.156596                       .  
    es85       30   709312.4   588433.2    58502.43                   1.191702                       .  
    es85       50     705873   631421.8    57138.39                   1.203916                       .  
    es85       65   568153.1   555763.6    61920.55                   1.123321                       .  
    es90        1    1175385   997091.7    155485.7                   1.109733                       .  
    es90       30    1122713    1011489    126940.7                   1.183446                       .  
    es90       50    1159235    1144959    122515.6                   1.246724                       .  
    es90       65   788078.5   946524.5    126917.2                   1.112027                       .  
    fi91        1          .   78276.51    12684.47                    1.01565                       .  
    fi91       30          .    93653.3    9609.707                   1.123315                       .  
    fi91       50          .   96145.03    5619.412                   1.102078                       .  
    fi91       65          .   69478.55    4715.566                   .9088517                       .  
    fr00        1   106980.6   88845.58     21782.4                   1.248943                87814.96  
    fr00       30   102419.5   112164.4    11154.74                   1.210377                90465.32  
    fr00       50   102995.4   131999.6    3644.768                   1.274497                99621.03  
    fr00       65   68323.57   106120.5   -2465.745                   1.092239                88385.33  
    fr05        1   17045.28   15229.95    4233.186                   1.029034                13874.75  
    fr05       30   16120.95   18780.31    2645.371                   1.099876                15348.76  
    fr05       50   17126.85   22275.03    2756.984                   1.220163                17076.43  
    fr05       65   12121.24   19948.25      2808.5                   1.153092                16081.69  
    fr10        1   16750.88   19529.52    3351.504                   .9412362                15548.96  
    fr10       30   18408.18   24783.85    2326.301                   1.135696                19471.11  
    fr10       50   19912.81   27865.51    2387.512                   1.229085                21125.98  
    fr10       65   16468.66   23149.65    2612.477                   1.117451                19024.62  
    fr84        1   73341.55   67989.79    21444.49                   1.181459                 56484.2  
    fr84       30   84513.61   73347.99     23416.5                   1.262582                60313.84  
    fr84       50   83842.91   71932.16    19917.92                   1.146825                54916.03  
    fr84       65   61099.93    57065.8    16420.53                   .9531159                45653.21  
    fr89        1   90000.93   74773.28    26140.43                   1.122827                66291.49  
    fr89       30   103679.4   84723.46    30008.31                    1.23736                72930.66  
    fr89       50   111232.6   87892.86    26968.26                   1.172482                69256.66  
    fr89       65   80064.12   74085.31    21193.82                   .9689985                57349.07  
    fr94        1   101670.9    82493.9    26509.12                   1.067685                77424.88  
    fr94       30   120889.2   105799.6    29674.22                    1.22996                89320.05  
    fr94       50     126383     116069    25348.96                   1.148549                83756.52  
    fr94       65   100525.2   97843.02    18602.21                   .9421263                69026.86  
    gr04        1          .   13321.46    2550.213                   1.130144                 11787.3  
    gr04       30          .   13305.09    2568.274                   1.190082                12431.13  
    gr04       50          .   14962.14    2562.964                   1.238744                12957.01  
    gr04       65          .   10848.44    2230.017                   1.013579                10580.64  
    gr07        1          .   11178.81     5470.02                   1.019149                12219.63  
    gr07       30          .   14741.55    3393.013                   1.143535                14089.37  
    gr07       50          .    17024.9    3224.368                   1.214293                15013.37  
    gr07       65          .   13357.95    2718.895                    1.04853                 12972.9  
    gr10        1          .   9201.532    4316.767                   .8670581                   10657  
    gr10       30          .   13753.42    3400.656                    1.10248                13894.68  
    gr10       50          .   16693.41    3275.525                   1.204538                15253.43  
    gr10       65          .   14562.77    2975.539                    1.09668                 13888.7  
    gr13        1          .   8573.205    3883.552                   .9744307                9474.011  
    gr13       30          .   9933.368    3160.996                   1.097525                10863.24  
    gr13       50          .   11701.92    3041.218                   1.194788                11889.37  
    gr13       65          .   10309.62    2842.922                   1.107376                 11015.7  
    gt06        1   15178.91   16507.81    1902.208                   1.191886                       .  
    gt06       30   16449.94   20662.94    1825.228                   1.318114                       .  
    gt06       50   19044.93   25099.05    2094.925                   1.532592                       .  
    gt06       65    16533.3   23418.88    2029.743                   1.480186                       .  
    gt11        1          .   16074.24    683.0978                   1.197197                       .  
    gt11       30          .   22653.92    505.6231                    1.30871                       .  
    gt11       50          .   26367.81    460.7657                   1.494624                       .  
    gt11       65          .   21195.22    302.3485                   1.443414                       .  
    gt14        1   18153.81   18913.81    2514.167                   1.112193                       .  
    gt14       30   19955.38   22655.63    2442.022                   1.186154                       .  
    gt14       50   21091.38   28543.27    2613.274                   1.365224                       .  
    gt14       65   18504.31   24344.61    2569.079                   1.298025                       .  
    hu91        1   124140.4   176044.3    39250.85                   1.024959                       .  
    hu91       30   135621.8   220862.3    44084.64                   1.210945                       .  
    hu91       50   115469.4   210535.1    36907.55                   1.094508                       .  
    hu91       65   111146.5   155663.8    32838.84                   .9046341                       .  
    hu94        1   227481.2   265782.7    69953.49                   1.043695                       .  
    hu94       30   241978.2   336017.5    74680.37                   1.176926                       .  
    hu94       50   221424.2   330227.3    72442.82                   1.134921                       .  
    hu94       65   183749.8   234803.1    64174.96                   .9181703                       .  
    ie04        1          .   21054.14    3867.596                   .9712625                19329.57  
    ie04       30          .   25373.69    1937.907                   1.111261                22918.63  
    ie04       50          .   29056.01     1768.09                   1.222135                25322.53  
    ie04       65          .    17644.3    1985.349                    .991704                20370.28  
    il01        1   51519.76   54565.36    7494.281                   1.019942                       .  
    il01       30   53922.14   60410.87    5365.682                   1.113484                       .  
    il01       50   61638.83   76510.94    4896.413                   1.289585                       .  
    il01       65   46249.33   57227.14    5081.491                   1.134513                       .  
    il05        1   50384.16   50017.77     8388.53                   .9772307                       .  
    il05       30   59286.36   65818.15    6754.063                   1.138717                       .  
    il05       50   65854.82   80495.64    6197.391                   1.291994                       .  
    il05       65   48880.25   60325.45    6809.346                   1.139596                       .  
    il07        1   56155.64   57857.98     9976.02                    1.00169                       .  
    il07       30   62941.13   72094.59      7269.5                    1.14084                       .  
    il07       50   69210.78   87872.57    6735.684                   1.289126                       .  
    il07       65   54782.34   68684.97    6784.393                   1.164448                       .  
    il10        1   60602.85   65200.74    11349.98                   .9754142                       .  
    il10       30   72200.48   82396.66    8466.712                   1.122313                       .  
    il10       50   77230.13     105339    7936.656                   1.287014                       .  
    il10       65   61111.49   81023.56    7679.736                   1.152655                       .  
    il12        1   67560.78    72177.8    13966.63                   .9593911                       .  
    il12       30   75343.01   91210.81    9808.394                    1.11583                       .  
    il12       50   80379.92   110746.6     8328.84                   1.256239                       .  
    il12       65   69005.47   94436.11    8692.239                   1.189623                       .  
    il92        1   30689.89   22983.13    4606.632                   .9794703                       .  
    il92       30   37977.19   28800.63    4473.462                   1.172289                       .  
    il92       50   39180.92   31997.14    4389.333                   1.233297                       .  
    il92       65   27259.69   26873.75    4812.194                   1.122906                       .  
    il97        1   55896.98   41550.58    8339.589                   1.034785                       .  
    il97       30   63907.53   48188.89    6933.275                   1.140859                       .  
    il97       50   71023.83   57485.79    6843.693                   1.243213                       .  
    il97       65   47055.14   43648.41    7219.834                   1.109769                       .  
    in04        1   16348.64    16235.4    1702.565                   1.142045                       .  
    in04       30   19379.52   20442.18     1754.34                    1.27223                       .  
    in04       50   22416.77   26183.18    1756.332                   1.411763                       .  
    in04       65   22325.86      29352    1727.386                   1.433385                       .  
    in11        1   34793.37   37367.23    3194.733                    1.03473                       .  
    in11       30   45674.56   48273.42    3932.378                   1.227655                       .  
    in11       50   53324.54   68284.43    4128.347                   1.430705                       .  
    in11       65   51582.24   66765.73    4147.034                    1.39134                       .  
    is04        1          .    1873321    259707.3                   .9417042                 2230363  
    is04       30          .    2509252    312150.8                   1.163265                 2758041  
    is04       50          .    2846125    373926.5                   1.317122                 3115906  
    is04       65          .    2256649    293325.1                   1.090333                 2584872  
    is07        1          .    2676028    382512.3                   .8925951                 2864396  
    is07       30          .    3756634    480875.6                   1.143466                 3672307  
    is07       50          .    4432055    476077.6                   1.284569                 4145452  
    is07       65          .    3400126    385496.4                   1.080537                 3491679  
    is10        1          .    2801082    601605.5                   .8861696                 3524665  
    is10       30          .    3874791      455997                   1.092687                 4508369  
    is10       50          .    4651289    496440.9                   1.252649                 5183305  
    is10       65          .    3938293      452475                   1.130206                 4674064  
    it14        1   8903.502    13399.6    2191.378                   .9165465                       .  
    it14       30   9364.889   15502.01    1934.265                   1.079426                       .  
    it14       50   10679.22   18187.47    1995.265                   1.212255                       .  
    it14       65   10473.62   17395.51     2110.37                    1.19726                       .  
    it87        1          .   1.20e+07    773646.6                   1.088984                       .  
    it87       30          .   1.41e+07    461595.7                   1.186471                       .  
    it87       50          .   1.57e+07    318268.1                   1.279611                       .  
    it87       65          .   1.25e+07    241493.4                    1.09415                       .  
    it89        1          .   1.69e+07    869274.7                   1.145542                       .  
    it89       30          .   1.75e+07    508555.6                     1.2126                       .  
    it89       50          .   1.87e+07    358714.1                   1.262151                       .  
    it89       65          .   1.50e+07    286817.3                   1.086086                       .  
    it91        1          .   1.81e+07    733390.2                   1.124155                       .  
    it91       30          .   1.94e+07      558723                   1.178903                       .  
    it91       50          .   2.14e+07    351287.5                   1.256562                       .  
    it91       65          .   1.78e+07      310782                    1.07516                       .  
    it93        1          .   1.89e+07    916306.7                   1.135778                       .  
    it93       30          .   2.00e+07    563381.8                   1.191523                       .  
    it93       50          .   2.35e+07    382071.4                   1.305185                       .  
    it93       65          .   1.87e+07    413640.4                   1.119158                       .  
    lt10        1          .   18179.91    2960.645                   1.125713                16305.47  
    lt10       30          .   18673.79    2868.507                   1.170275                16956.31  
    lt10       50          .   20161.83    2997.167                   1.229103                17809.09  
    lt10       65          .   14136.25    2721.604                   .9967223                14434.51  
    lt13        1          .   21292.04    3039.391                   1.072439                21299.88  
    lt13       30          .   25343.69     3074.82                   1.208848                24020.43  
    lt13       50          .    26511.9     3112.19                   1.244672                24733.99  
    lt13       65          .   17098.48    3059.969                   1.023998                20332.69  
    lu00        1          .    1085688    161218.2                   1.013621                       .  
    lu00       30          .    1155307    112327.4                   1.103421                       .  
    lu00       50          .    1370698    103396.6                   1.242705                       .  
    lu00       65          .    1088707    88341.46                   1.077768                       .  
    lu07        1          .   30851.04    5219.159                   .9268504                       .  
    lu07       30          .   37724.91    3834.661                   1.100444                       .  
    lu07       50          .   45411.19    3774.064                   1.230251                       .  
    lu07       65          .   36810.45    3466.892                   1.113915                       .  
    lu10        1          .   30198.51    6144.299                   .8951663                       .  
    lu10       30          .   39071.97    4863.039                   1.088808                       .  
    lu10       50          .   44912.33    4506.113                   1.194068                       .  
    lu10       65          .   43870.45     4284.37                   1.212554                       .  
    lu13        1          .   34040.99    5452.133                   .9320002                       .  
    lu13       30          .   41301.36    4684.197                   1.072882                       .  
    lu13       50          .   46485.92    4398.508                   1.180751                       .  
    lu13       65          .   47138.81    4438.842                   1.221961                       .  
    lu91        1          .   739476.6     63544.7                   1.114861                       .  
    lu91       30          .   827163.1    51935.13                   1.151721                       .  
    lu91       50          .   900919.7     52758.8                   1.186119                       .  
    lu91       65          .   766372.8    59215.03                    1.10551                       .  
    lu94        1          .   861067.8    71274.45                   1.147596                       .  
    lu94       30          .     958679    52897.46                   1.147849                       .  
    lu94       50          .    1081977    52555.05                   1.215173                       .  
    lu94       65          .   912665.4    64059.63                   1.115068                       .  
    lu97        1          .   876496.8    132560.4                   1.283683                       .  
    lu97       30          .   999603.7    89038.58                   1.194565                       .  
    lu97       50          .    1229469    79612.49                   1.261751                       .  
    lu97       65          .    1006952    79801.83                   1.100717                       .  
    mx00        1          .   29620.83    1787.427                   1.215126                       .  
    mx00       30          .   37295.05    1406.314                   1.478783                       .  
    mx00       50          .   41653.23    1142.711                   1.630202                       .  
    mx00       65          .   29969.86    884.5085                   1.305612                       .  
    mx02        1          .   35976.74    2716.135                   1.223502                       .  
    mx02       30          .   39743.17    1590.681                   1.361178                       .  
    mx02       50          .   44646.23    1325.866                   1.510125                       .  
    mx02       65          .    39032.8    1156.292                   1.407566                       .  
    mx04        1          .   38105.15    2623.596                    1.12776                31207.12  
    mx04       30          .   46426.91    1739.593                   1.356052                 39482.9  
    mx04       50          .   51412.69    1513.668                   1.497474                44164.31  
    mx04       65          .   44873.05    1304.141                   1.370829                40542.07  
    mx08        1   34273.56   47493.43    4645.682                   1.076564                 42809.5  
    mx08       30   42618.56   60989.09    4199.036                   1.295757                52642.66  
    mx08       50   44582.24   74801.89    4304.816                   1.496699                 61243.8  
    mx08       65   36263.36    64000.3    4175.172                    1.38103                56347.83  
    mx10        1   37742.48   46439.17    5565.752                   1.038209                42919.84  
    mx10       30   48698.22   59432.29    5774.584                   1.269156                52814.41  
    mx10       50   51140.14   70728.29    6025.764                   1.438804                60049.75  
    mx10       65   41550.95      60394    6304.574                   1.351946                56207.93  
    mx12        1   43936.09    57303.3    4908.795                   1.091821                53098.03  
    mx12       30   51084.53   66901.52    4634.392                   1.254828                61497.06  
    mx12       50   58683.09   84298.31    5288.578                   1.525478                74922.86  
    mx12       65   43286.22   64719.94    4693.307                    1.30959                64247.98  
    mx84        1          .     218458    12233.19                   1.182822                       .  
    mx84       30          .   244555.1    9534.747                   1.375643                       .  
    mx84       50          .   291818.7    11776.68                   1.572677                       .  
    mx84       65          .   246007.8    12419.52                   1.448412                       .  
    mx89        1          .    4577802    169917.9                   1.338811                       .  
    mx89       30          .    4922002    133716.5                    1.38611                       .  
    mx89       50          .    5423959    141958.9                   1.545716                       .  
    mx89       65          .    4580079    133504.8                     1.3799                       .  
    mx92        1          .    8302483    491801.3                   1.264355                       .  
    mx92       30          .    9870146    370422.2                   1.450703                       .  
    mx92       50          .   1.11e+07    330254.4                   1.564021                       .  
    mx92       65          .   1.00e+07    302540.5                   1.459353                       .  
    mx94        1          .   9777.013    676.0586                   1.299761                       .  
    mx94       30          .   11969.82    520.5549                   1.486095                       .  
    mx94       50          .   13542.14    388.3476                   1.571187                       .  
    mx94       65          .    10289.4    350.1731                   1.393301                       .  
    mx96        1          .   14086.63    841.0782                   1.300141                       .  
    mx96       30          .    16470.6     624.209                   1.429261                       .  
    mx96       50          .   16637.52    525.5008                   1.474598                       .  
    mx96       65          .      15038    584.1683                   1.405384                       .  
    mx98        1          .   20688.21    1272.949                   1.253361                       .  
    mx98       30          .   24038.99     877.855                   1.425131                       .  
    mx98       50          .   26871.11    780.8156                   1.547611                       .  
    mx98       65          .   24369.43    691.5645                   1.425376                       .  
    nl04        1          .   17423.11    5705.998                   1.043057                16354.84  
    nl04       30          .   20493.25    5852.438                   1.159888                18286.82  
    nl04       50          .   24663.97    5644.017                   1.229221                19493.35  
    nl04       65          .   19498.54    5234.358                   1.054827                16648.31  
    nl07        1          .   17421.67    4084.156                   .9557081                17959.02  
    nl07       30          .      24380    2874.847                   1.083415                21066.97  
    nl07       50          .   29652.13    3251.526                   1.225903                23838.22  
    nl07       65          .   21345.58    4366.209                   1.101775                20841.88  
    nl10        1          .   18228.34     4561.97                   .9930443                 18330.6  
    nl10       30          .   24768.53    2929.408                   1.080256                20839.18  
    nl10       50          .   28614.43     3249.84                   1.187708                22899.19  
    nl10       65          .   23117.67    4238.281                    1.12023                21079.68  
    nl13        1          .   17716.88    4759.512                   .9748904                18537.53  
    nl13       30          .   25895.46     2871.92                   1.065068                21365.01  
    nl13       50          .   28736.48    3203.354                   1.161668                23268.87  
    nl13       65          .   24353.44    4208.232                    1.12761                22061.43  
    pa10        1          .   3757.102    245.9191                   1.068895                       .  
    pa10       30          .   4830.758    118.1735                   1.240777                       .  
    pa10       50          .   6616.221    77.91682                   1.538357                       .  
    pa10       65          .   5710.652    42.02673                    1.43394                       .  
    pa13        1          .   5590.226    496.6507                   1.179679                       .  
    pa13       30          .   6572.172    166.1736                   1.314901                       .  
    pa13       50          .   8351.774     111.728                   1.528205                       .  
    pa13       65          .   6827.019    55.76954                   1.345522                       .  
    pe04        1   4228.388   5740.272    584.8405                    1.10698                       .  
    pe04       30   5036.782   6685.091    519.8864                    1.29499                       .  
    pe04       50   6076.132   8263.174    653.2615                    1.53798                       .  
    pe04       65   5470.828   7552.644    634.3906                   1.567457                       .  
    pe07        1    5272.08   6076.776    605.1323                   .9966904                       .  
    pe07       30   6720.256   8457.313    640.4025                   1.264567                       .  
    pe07       50   7930.606   11040.59    660.5127                   1.579814                       .  
    pe07       65   7108.156   10363.26    659.5606                   1.607655                       .  
    pe10        1   7422.703   9024.019    881.5839                    1.07627                       .  
    pe10       30   8225.277   10747.27    755.5861                   1.211959                       .  
    pe10       50   9467.188   13444.98    743.4796                   1.450641                       .  
    pe10       65   8214.043   11643.94    720.7249                   1.398283                       .  
    pe13        1   9450.604   11375.66    1520.665                   1.130509                       .  
    pe13       30   9567.747   12466.56     916.813                   1.169085                       .  
    pe13       50    10664.3   15859.07     938.518                   1.416126                       .  
    pe13       65   9306.182   14231.42     985.425                   1.406987                       .  
    pl04        1          .   14819.89     763.366                   1.060406                13733.27  
    pl04       30          .   15123.85    789.4742                   1.076139                13931.51  
    pl04       50          .   16031.74    933.0349                   1.169251                15108.88  
    pl04       65          .   14205.69    825.6802                   1.084171                 14024.2  
    pl07        1   18318.11   21802.73    4961.497                   1.207447                20556.64  
    pl07       30   15947.42   18859.42    4410.953                   1.112006                18943.83  
    pl07       50   14148.73   18470.31    4078.747                   1.026275                17482.76  
    pl07       65   10433.21   13825.69      3093.3                   .7280021                12386.38  
    pl10        1   22744.23   27810.88     7198.61                   1.219388                27128.63  
    pl10       30   22434.94   28643.75    6442.618                   1.218244                27147.32  
    pl10       50   18551.43   23378.58    5733.787                   1.010992                22506.11  
    pl10       65   13696.49   16181.52    4235.624                    .704625                15671.85  
    pl13        1   19528.79   26583.46    4477.427                   1.110297                26597.05  
    pl13       30   21168.26   28887.02    4077.019                   1.146178                27502.72  
    pl13       50   20779.35   28131.47    4592.732                    1.16023                27800.46  
    pl13       65   18314.22   23783.21     4745.57                    1.06676                25516.54  
    pl86        1          .   317880.5    13288.13                   1.213804                       .  
    pl86       30          .   294313.6    9309.133                   1.177287                       .  
