    ccyy   agecat      hmc_q      dhi_q   hmchous_q   hmc_medianized_predict_q   hmc_wor_pred_scaled_q  
    pl86       50          .   317719.2    9881.648                   1.198273                       .  
    pl86       65          .   193203.3     8701.72                   .8837984                       .  
    pl95        1          .   6351.732    226.4185                   1.089988                4906.914  
    pl95       30          .   6211.352    244.6216                   1.136533                5115.281  
    pl95       50          .   6383.542    229.4281                   1.186697                5344.615  
    pl95       65          .   5700.005    192.2342                   1.141347                5144.253  
    pl99        1          .   12118.66    697.4021                   1.047423                 10193.9  
    pl99       30          .   12090.58    711.9709                   1.060104                10316.63  
    pl99       50          .   12967.52    802.9159                   1.170752                11391.57  
    pl99       65          .   11139.26     762.243                   1.072347                10431.09  
    py10        1          .   1.61e+07    586011.3                   1.191956                       .  
    py10       30          .   1.89e+07    345068.2                    1.31276                       .  
    py10       50          .   2.40e+07    197188.8                   1.456702                       .  
    py10       65          .   2.02e+07    138973.1                   1.474786                       .  
    py13        1          .   2.28e+07     1044758                   1.212087                       .  
    py13       30          .   2.69e+07      519873                    1.34769                       .  
    py13       50          .   2.92e+07    223107.4                   1.439103                       .  
    py13       65          .   2.62e+07    119176.8                   1.376745                       .  
    ro97        1    7397413    7681443    833842.3                   .9931258                       .  
    ro97       30    8108575    8033261    877476.6                   1.085388                       .  
    ro97       50    8825381    8953182     1279713                   1.269227                       .  
    ro97       65    7857618    7773638     1277683                   1.160059                       .  
    rs06        1   272284.5   224959.4    53121.23                   1.128198                       .  
    rs06       30     242278   212040.8     37141.8                   1.132038                       .  
    rs06       50     231806   229160.4    37329.51                   1.188366                       .  
    rs06       65   195126.9     212746    32894.78                   1.105478                       .  
    rs10        1   318830.4   268206.5    77707.14                    1.10324                       .  
    rs10       30   311697.8   309974.5    46927.89                   1.132058                       .  
    rs10       50   298000.8   337723.3    45926.57                   1.155144                       .  
    rs10       65   263329.6   327629.1    44752.79                   1.124906                       .  
    rs13        1   420659.6   314753.8     87412.4                   1.016938                       .  
    rs13       30   412953.4   402769.5    60340.07                   1.150221                       .  
    rs13       50   369689.8   391851.4    57687.56                   1.131664                       .  
    rs13       65   334348.2     401713    57913.67                   1.142844                       .  
    se00        1          .   122832.7    33555.38                   .9652286                133744.4  
    se00       30          .   170198.6       33332                   1.105822                155839.4  
    se00       50          .   212459.9    35269.05                   1.209756                171098.1  
    se00       65          .   133810.3    34834.07                   .9595331                132199.9  
    si04        1    2322236    2299252    228579.6                   1.012259                 2046033  
    si04       30    2319790    2451621    241790.3                   1.091924                 2207333  
    si04       50    2290116    2604861    271505.2                   1.150535                 2324849  
    si04       65    1731095    2087385    262938.2                   1.004475                 2028219  
    si07        1    10569.7   10562.56    1121.556                   .9886951                 9631.11  
    si07       30   10891.35   12362.53    1148.608                   1.103051                10751.18  
    si07       50   10623.64   12976.63    1339.142                   1.148977                11190.33  
    si07       65   7954.895   9926.509    1319.574                   1.003252                9762.115  
    si10        1   11043.75   12149.73    1549.442                   1.009041                11685.05  
    si10       30   12257.48   14420.05    1393.924                   1.108454                12857.52  
    si10       50   11683.14   14511.48    1555.213                   1.125362                   13044  
    si10       65   9321.271   11316.84    1591.415                   .9970879                11542.48  
    si12        1   11774.48   12741.09    1989.924                   1.026728                12661.08  
    si12       30    12133.5   14654.81    1739.994                   1.099705                13583.21  
    si12       50   11597.99   15780.15    1875.927                   1.158016                14300.98  
    si12       65   8941.124   13127.42     1899.83                   1.073103                13243.17  
    si97        1    1545558    1324087    130043.4                   1.046521                 1167165  
    si97       30    1520276    1324831    130224.2                   1.086597                 1212099  
    si97       50    1441097    1478809    142154.1                    1.15161                 1284415  
    si97       65    1121503    1242298    136932.7                   1.027011                 1144944  
    si99        1    1500246    1501402      151910                    1.04118                 1379997  
    si99       30    1589116    1564375    150987.8                   1.096981                 1454410  
    si99       50    1573707    1688155    162672.6                   1.142667                 1514712  
    si99       65    1160474    1353502    155435.7                    .993565                 1316364  
    sk04        1          .   129874.6     29917.6                   .9522771                       .  
    sk04       30          .   142660.6    32356.34                     1.0511                       .  
    sk04       50          .   158200.7    35051.03                   1.131622                       .  
    sk04       65          .   135451.2    29062.01                    .875245                       .  
    sk07        1          .   195272.2    30369.18                   1.017545                       .  
    sk07       30          .   209248.6    26953.99                   1.052098                       .  
    sk07       50          .   244541.9    31339.33                   1.165986                       .  
    sk07       65          .   168204.1    34822.22                    1.01328                       .  
    sk10        1          .   7883.396    1486.304                    1.06611                       .  
    sk10       30          .   7991.636    1292.815                   1.087841                       .  
    sk10       50          .   9373.403    1285.959                   1.165944                       .  
    sk10       65          .   7360.156    1361.238                   1.060215                       .  
    sk13        1          .   8046.308    1560.945                   1.015025                       .  
    sk13       30          .   8353.435    1331.581                   1.057314                       .  
    sk13       50          .   10392.92    1322.593                   1.175915                       .  
    sk13       65          .   7970.339    1388.859                   1.054761                       .  
    tw00        1          .   460927.8    13244.82                   1.078072                       .  
    tw00       30          .   481993.6    12233.25                   1.150903                       .  
    tw00       50          .   580104.6    11332.31                   1.294397                       .  
    tw00       65          .   323010.1    8245.097                   .9633766                       .  
    tw05        1          .   449598.2    12739.04                   1.069476                       .  
    tw05       30          .   488574.7    11412.33                   1.156067                       .  
    tw05       50          .   573941.9    10814.04                    1.28305                       .  
    tw05       65          .   308648.6    8754.864                   .9590868                       .  
    tw07        1   284707.4   420765.9     25877.2                   1.049173                       .  
    tw07       30   318546.8   463634.7    24530.74                   1.133323                       .  
    tw07       50   332558.6   564336.9    27770.44                   1.286423                       .  
    tw07       65   192964.8   308727.1     19006.7                   .9642736                       .  
    tw10        1   289352.5   386881.1    26481.67                   1.033257                       .  
    tw10       30   317441.7   443647.7    25850.78                   1.145165                       .  
    tw10       50   331050.8   512878.7    29164.15                   1.261705                       .  
    tw10       65   198575.2     303977    21041.01                   1.007055                       .  
    tw13        1   302380.5   414687.2    29620.38                   1.033697                       .  
    tw13       30   344477.6     459415    28271.25                   1.127415                       .  
    tw13       50   354467.5   545286.9    30329.26                   1.255639                       .  
    tw13       65   226483.2   330220.5    21081.76                   1.006569                       .  
    tw95        1          .   417156.1    10880.25                   1.067523                       .  
    tw95       30          .   437759.3    10816.88                   1.159033                       .  
    tw95       50          .   508905.9    9456.777                   1.257223                       .  
    tw95       65          .   301774.7    8362.573                   .9787332                       .  
    tw97        1          .   437407.3    11580.55                   1.084341                       .  
    tw97       30          .   451458.1    11803.44                   1.149061                       .  
    tw97       50          .   544691.6    10333.16                   1.281825                       .  
    tw97       65          .   309977.3    7658.629                   .9428674                       .  
    uk04        1          .   14488.82    2241.938                   1.917055                21210.59  
    uk04       30          .   17896.99     806.285                   1.380211                15998.34  
    uk04       50          .   19740.44    597.0257                   1.342525                15730.14  
    uk04       65          .   12461.73    802.5142                   1.221465                14078.17  
    uk13        1          .   18077.95    3785.917                   .9574054                16712.11  
    uk13       30          .   20846.45    4432.271                   1.075786                18720.12  
    uk13       50          .   17786.59    4223.274                   .9489685                 16410.6  
    uk13       65          .   17921.95    4296.498                   .8749359                 14998.4  
    uk86        1   4947.882   5242.211    493.9053                   .9301054                       .  
    uk86       30   5813.512   6017.326    488.2328                   1.123185                       .  
    uk86       50    6281.49   6569.232    609.3417                   1.217525                       .  
    uk86       65   4177.578   4554.625    552.6003                   .9367021                       .  
    uk91        1   8831.604   8108.542     2387.94                   1.230316                       .  
    uk91       30   9779.861   9688.292    1901.767                   1.303477                       .  
    uk91       50   9598.384   10494.83    1207.106                   1.193557                       .  
    uk91       65    5806.17   6791.503    772.4424                   .8864951                       .  
    uk94        1          .   8897.983    2055.458                   1.189098                       .  
    uk94       30          .    11211.5    1690.059                   1.248069                       .  
    uk94       50          .   12282.07    1158.383                   1.102443                       .  
    uk94       65          .   8128.465     966.571                   .8377192                       .  
    uk95        1   9105.048   9057.651    2340.797                   1.128167                8939.826  
    uk95       30   10758.71   10980.41    2124.617                   1.210559                9700.905  
    uk95       50   11569.75   12045.44    1698.095                   1.134572                9173.901  
    uk95       65   7546.492   8203.463    1410.335                   .8762227                7057.308  
    uk99        1          .   11408.73    1750.888                   1.771078                15200.97  
    uk99       30          .   13786.09    653.5075                   1.335315                12052.16  
    uk99       50          .   15820.19     524.132                   1.342006                12230.22  
    uk99       65          .   9683.555    787.3659                   1.246975                11097.74  
    us00        1          .   27056.85    131.0739                   .8772016                21255.79  
    us00       30          .   33262.76    160.7156                    1.10051                26686.97  
    us00       50          .   37515.37    269.9119                   1.393531                33434.12  
    us00       65          .   25858.54    336.4886                   1.280223                30237.66  
    us04        1          .   29616.69    107.6888                   .8771833                23020.28  
    us04       30          .   37178.65    131.7935                   1.119334                29413.24  
    us04       50          .   41682.91    212.1401                    1.38763                 36132.9  
    us04       65          .   28749.83    275.1879                   1.286657                32971.67  
    us07        1          .   34654.62    119.5248                   .8884079                26563.48  
    us07       30          .   41172.11    153.9187                   1.119669                33455.02  
    us07       50          .   46949.55    233.0585                    1.36923                40594.58  
    us07       65          .   33674.98    310.1622                   1.306622                38117.54  
    us10        1          .   34298.59    137.0851                   .7784886                23498.32  
    us10       30          .   42210.77    165.3265                   1.028266                31141.18  
    us10       50          .   47176.62    281.1441                   1.349839                40458.73  
    us10       65          .   35756.37    389.9808                    1.37203                40439.01  
    us13        1          .   36484.87    164.2689                   .7604304                   25956  
    us13       30          .   45262.22    208.7779                   .9894135                 33801.2  
    us13       50          .   50101.01    328.2863                   1.260055                42678.95  
    us13       65          .   39790.63      460.56                    1.31909                43988.89  
    us79        1          .   9496.859    30.06938                   .8176512                       .  
    us79       30          .   10845.56    51.54009                   1.063658                       .  
    us79       50          .   12425.55    94.48032                   1.390104                       .  
    us79       65          .   8719.821    111.3788                   1.235883                       .  
    us86        1          .   14827.81    78.44079                   .7371863                       .  
    us86       30          .   17724.21    110.3264                   1.043452                       .  
    us86       50          .   19648.06    174.9028                    1.33366                       .  
    us86       65          .   14966.27    209.8677                   1.250217                       .  
    us91        1          .   18194.13    125.3859                   .8615872                       .  
    us91       30          .   22557.75    177.2438                   1.146939                       .  
    us91       50          .   25587.94    264.6392                   1.403452                       .  
    us91       65          .   18990.16    312.5706                   1.277546                       .  
    us94        1          .   20202.56    110.1104                   .8320098                       .  
    us94       30          .   26157.65    169.2752                      1.145                       .  
    us94       50          .   29214.18    263.7475                   1.422628                       .  
    us94       65          .   20351.04    313.9295                   1.282912                       .  
    us97        1          .    22681.1    98.91645                   .8141416                       .  
    us97       30          .   28938.65    149.7413                   1.119797                       .  
    us97       50          .   34417.45    245.1479                   1.438597                       .  
    us97       65          .   23884.65    303.6501                     1.3173                       .  
    uy04        1          .   60922.02    6136.745                   .9707417                       .  
    uy04       30          .   83947.87    4793.544                   1.209687                       .  
    uy04       50          .   101027.3    4717.915                   1.379973                       .  
    uy04       65          .   96172.65    4684.977                   1.384268                       .  
    uy07        1          .   96191.94    635.4796                   .8618967                       .  
    uy07       30          .   130645.1    371.0627                   1.203846                       .  
    uy07       50          .   154136.8     285.908                   1.424267                       .  
    uy07       65          .   135803.5    211.9829                   1.430256                       .  
    uy10        1          .   140386.1    11387.74                   1.040071                       .  
    uy10       30          .   184555.4    6442.333                   1.231199                       .  
    uy10       50          .   214639.1    4498.203                   1.383301                       .  
    uy10       65          .   193216.9    3374.837                    1.36522                       .  
    uy13        1          .   205594.1    17364.14                   1.022668                       .  
    uy13       30          .   251249.1    9855.671                   1.173975                       .  
    uy13       50          .   306710.1    6506.316                   1.341044                       .  
    uy13       65          .   275404.1    5503.933                   1.314547                       .  
    uy16        1          .   277568.9    28449.94                   1.036114                       .  
    uy16       30          .   341238.3    15588.71                     1.1644                       .  
    uy16       50          .   416219.7     9959.85                    1.32251                       .  
    uy16       65          .   367697.1    8498.723                   1.273791                       .  
    za08        1    21989.5   24741.76    3533.608                   1.618208                       .  
    za08       30    32101.7   36819.89     3347.62                   2.160067                       .  
    za08       50   27521.88   34920.01    2338.955                   2.027646                       .  
    za08       65    16006.9   20288.01     1578.67                    1.45077                       .  
    za10        1   18390.29   23673.31    3513.744                   1.491833                       .  
    za10       30    25845.1    35406.5    3028.019                   1.893478                       .  
    za10       50    23695.4   33411.21    3257.309                   1.847085                       .  
    za10       65   16183.96   60187.69    2086.168                   1.588241                       .  
    za12        1   24745.35   39847.68    4301.482                   1.542491                       .  
    za12       30   26365.91   41588.83    3727.037                   1.725765                       .  
    za12       50   28794.01   45476.73     3994.32                   1.846339                       .  
    za12       65    19545.1   29427.82    3068.653                   1.390718                       .  
