    ccyy   dhi_quantiles      hmc_q      dhi_q   hmchous_q   hmc_medianized_predict_q   hmc_wor_pred_scaled_q  
    lu07               1          .    7976.99    4851.067                   .7381441                       .  
    lu07               2          .   11720.26    4364.597                   .7206149                       .  
    lu07               3          .   13343.24     4241.24                   .7623402                       .  
    lu07               4          .   14331.28    4979.501                   .6991566                       .  
    lu07               5          .   15121.47    3746.205                    .742691                       .  
    lu07               6          .   15915.58     3955.08                   .7257546                       .  
    lu07               7          .   16815.14      3875.5                   .7041071                       .  
    lu07               8          .   17599.06    4320.587                   .7441684                       .  
    lu07               9          .   18253.76    2932.578                   .7281674                       .  
    lu07              10          .   18678.32    5408.672                   .8024995                       .  
    lu07              11          .   19092.44    3726.254                   .7774317                       .  
    lu07              12          .      19597     4019.42                   .7522931                       .  
    lu07              13          .   20154.85    4105.692                   .7670498                       .  
    lu07              14          .   20489.22    2851.944                   .7692314                       .  
    lu07              15          .   20831.25    2666.457                   .7950459                       .  
    lu07              16          .   21397.84     4379.61                   .7327889                       .  
    lu07              17          .   21991.67    5023.331                   .8148617                       .  
    lu07              18          .   22373.57    3272.462                   .8050299                       .  
    lu07              19          .   22688.27     2708.08                   .8136221                       .  
    lu07              20          .   23156.61    3794.939                   .8622296                       .  
    lu07              21          .    23564.3    3001.881                   .8348787                       .  
    lu07              22          .   23910.89    4880.473                   .8920196                       .  
    lu07              23          .   24321.92    4294.572                   .8631717                       .  
    lu07              24          .   24884.08    4207.127                   .8743293                       .  
    lu07              25          .   25333.55    3517.536                   .8016384                       .  
    lu07              26          .   25553.16     2597.69                   .8973123                       .  
    lu07              27          .   25766.51    3853.921                   .8824663                       .  
    lu07              28          .   26075.36    4134.308                   .9225671                       .  
    lu07              29          .   26732.06    3388.901                   .9680374                       .  
    lu07              30          .   27253.62     4003.23                   .9832624                       .  
    lu07              31          .    27500.6    4358.122                    .958743                       .  
    lu07              32          .   27866.24    3046.065                   .9415376                       .  
    lu07              33          .   28162.83    3855.909                   .9776645                       .  
    lu07              34          .   28510.81    3212.506                   .9709805                       .  
    lu07              35          .   28951.77    4248.131                   1.000417                       .  
    lu07              36          .   29254.11    2492.209                   1.002017                       .  
    lu07              37          .   29585.39    3080.266                   .9756846                       .  
    lu07              38          .   29959.49    3738.415                   .9520289                       .  
    lu07              39          .   30215.53    3553.675                   1.019026                       .  
    lu07              40          .   30445.43    2977.229                   .9715989                       .  
    lu07              41          .   30795.67    2754.448                   .9759492                       .  
    lu07              42          .   31297.72    3774.943                    1.08287                       .  
    lu07              43          .   31570.29    2631.025                   1.039813                       .  
    lu07              44          .   31902.43    3172.433                   1.070973                       .  
    lu07              45          .   32191.49    2755.725                   1.057755                       .  
    lu07              46          .   32618.84    4716.514                   1.054683                       .  
    lu07              47          .      33197     2966.04                   1.035874                       .  
    lu07              48          .    33700.5    3876.485                    1.01735                       .  
    lu07              49          .   34120.88    3323.126                   1.025593                       .  
    lu07              50          .   34552.28    2566.315                   1.155918                       .  
    lu07              51          .   34848.48     3233.22                   1.140658                       .  
    lu07              52          .   35132.86    2965.216                   1.116413                       .  
    lu07              53          .   35508.23    3818.319                   1.067789                       .  
    lu07              54          .   36156.03    2573.408                   1.085415                       .  
    lu07              55          .   36784.71    4364.013                   1.009586                       .  
    lu07              56          .   37301.75    3414.174                   1.074349                       .  
    lu07              57          .   37838.36    4144.058                   1.122411                       .  
    lu07              58          .   38330.52    3379.786                   1.135637                       .  
    lu07              59          .   38743.05    3912.495                   1.094233                       .  
    lu07              60          .   39015.31    2668.908                   1.157895                       .  
    lu07              61          .   39499.41    3727.136                   1.235044                       .  
    lu07              62          .   39906.34    3244.516                   1.198021                       .  
    lu07              63          .   40296.75    3984.848                   1.244502                       .  
    lu07              64          .   40789.23    3793.505                   1.166098                       .  
    lu07              65          .   41121.01     4207.92                   1.190344                       .  
    lu07              66          .   41566.69    3970.554                   1.216833                       .  
    lu07              67          .   41963.16    3449.097                    1.19085                       .  
    lu07              68          .    42403.8    3319.902                   1.251507                       .  
    lu07              69          .   42937.55    3303.246                   1.203551                       .  
    lu07              70          .   43619.95    3750.505                   1.243266                       .  
    lu07              71          .   44274.64    3575.853                    1.19629                       .  
    lu07              72          .   44707.79    2900.096                   1.252384                       .  
    lu07              73          .   45178.49    4237.492                   1.269467                       .  
    lu07              74          .   45792.66    3616.901                   1.268634                       .  
    lu07              75          .   46642.45    5319.913                   1.342119                       .  
    lu07              76          .   47289.78    2618.357                   1.273403                       .  
    lu07              77          .   47711.43     3283.51                    1.35967                       .  
    lu07              78          .   48151.68    6724.616                   1.310919                       .  
    lu07              79          .   48933.98    3546.608                   1.352733                       .  
    lu07              80          .   49783.84    3319.093                   1.308387                       .  
    lu07              81          .   50769.81    5379.635                   1.332156                       .  
    lu07              82          .   51862.06    3537.757                   1.395712                       .  
    lu07              83          .   53116.48    3313.518                    1.39551                       .  
    lu07              84          .   54135.63    2238.798                   1.391751                       .  
    lu07              85          .   55018.01    4471.868                   1.532266                       .  
    lu07              86          .   56003.64    5249.649                   1.413523                       .  
    lu07              87          .   57418.96    4758.705                   1.430578                       .  
    lu07              88          .   58545.59    5264.275                   1.484478                       .  
    lu07              89          .   59740.46    2755.381                   1.575071                       .  
    lu07              90          .   61392.78    3842.186                   1.714159                       .  
    lu07              91          .    64017.3    3216.969                   1.513516                       .  
    lu07              92          .   66371.71    3422.049                   1.544884                       .  
    lu07              93          .    69001.5     3950.53                   1.709069                       .  
    lu07              94          .   71588.95    4918.731                   1.757499                       .  
