    ccyy   conc_dhi_dhi   conc_dhi_hmc   conc_dhi_hmc_medianized_predict   conc_dhi_hmc_wor   conc_dhi_hmc_wor_pred   conc_dhi_inc_5_ours   conc_dhi_inc_5_ours_pred   conc_dhi_inc_5_ours_wor   conc_dhi_inc_5_ours_wor_pred   conc_dhi_tax_eff_ours   conc_dhi_tax_eff_ours_pred   conc_dhi_tax_eff_ours_wor   conc_dhi_tax_eff_ours_wor_pred   gini_dhi_scope_hmc   gini_inc1   gini_inc2   gini_inc3   gini_inc4   gini_inc_5_ours   gini_inc_5_ours_pred   gini_inc_5_ours_wor   gini_inc_5_ours_wor_pred   mean_dhi   mean_hchous   mean_hitp   mean_hmc   mean_hmc_pred_scaled   mean_hmc_scaled   mean_hmc_wor_pred_scaled   mean_hmc_wor_scaled   mean_hmchous   mean_inc1   mean_inc2   mean_inc3   mean_inc4   mean_scope   varlog_dhi   varlog_inc1   varlog_inc2   varlog_inc3   varlog_inc4   varlog_inc_5_ours   varlog_inc_5_ours_pred   varlog_inc_5_ours_wor   varlog_inc_5_ours_wor_pred  
    au81              .              .                                 .                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .           .                 .                      .                     .                          .          .             .           .          .                      .                 .                          .                     .              .           .           .           .           .            0            .             .             .             .             .                   .                        .                       .                            .  
    au85              .              .                                 .                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .           .                 .                      .                     .                          .          .             .           .          .                      .                 .                          .                     .              .           .           .           .           .            0            .             .             .             .             .                   .                        .                       .                            .  
    au89       .3017817              .                          .1953142                  .                .1979482                     .                    .315797                         .                       .3152157                       .                     .1953142                           .                         .1979482                    .           .           .           .    .3021271                 .               .3193624                     .                   .3189265   18845.35      6117.478    52.15847          0               15311.05                 0                   14482.87                     0       2387.499           0           0           0    18810.85     .9880087     .3985514             .             .             .      .3999006                   .                 .4266928                       .                     .4328154  
    au95       .3043028              .                          .1500386                  .                 .156963                     .                    .324705                         .                       .3235177                       .                     .1500386                           .                          .156963                    .           .           .           .    .3049238                 .               .3288254                     .                   .3274908   21207.11      1416.435    119.8809          0               17723.87                 0                   16854.15                     0       1416.407           0           0           0    21097.89     .9904961     .3934931             .             .             .      .3940854                   .                  .434579                       .                     .4317097  
    au01       .3141239              .                          .1582021                  .                .1649068                     .                   .3366165                         .                       .3355278                       .                     .1582021                           .                         .1649068                    .           .           .           .    .3146903                 .               .3411473                     .                   .3399348   27418.53      1820.453    188.1917          0               23203.74                 0                   22074.94                     0       1820.434           0           0           0       27386     .9914727     .4087126             .             .             .      .4101203                   .                 .4679665                       .                     .4588355  
    au03       .3098915              .                          .1577523                  .                .1634472                     .                   .3332263                         .                       .3322465                       .                     .1577523                           .                         .1634472                    .    .4835178    .4137664    .3647899    .3105161                 .                .338203                     .                   .3370884   29554.82      2059.311    219.0015          0               25714.58                 0                   24540.87                     0       2059.293    33524.25    36530.58    38699.15    29495.79     .9912635     .4193283      2.052717      .9970759      .5624912      .4207237                   .                 .4586962                       .                      .455551  
    au08       .3332253              .                          .1913455                  .                .1995352                     .                   .3503904                         .                       .3492981                       .                     .1913455                           .                         .1995352                    .    .4886345    .4241046    .3827727    .3332824                 .                .352877                     .                   .3520233   47415.62      10360.25    761.3362          0               37566.61                 0                    35772.7                     0       2975.538    52442.39    57042.71     59977.3    47412.06     .9964684     .4223786      2.101648      .9714255        .55898       .422765                   .                 .4582018                       .                     .4682958  
    au10       .3308726       .1968332                          .1988734           .2160486                .2072057              .3469453                   .3464943                  .3445866                       .3453873                .1968332                     .1988734                    .2160486                         .2072057             .3308726    .4927183    .4193896    .3720584    .3273597          .3485223               .3487911               .346414                   .3478884   49668.35       13018.7    798.0413    36222.3               39195.04          39657.45                   37217.34              37802.38       4000.719    53160.88    58420.54     61824.4    49892.57     .5433912     .4388444      2.548992      1.243988      .5511557       .428733            .4517499                  .467107                .4549931                     .4598927  
    at87              .              .                                 .                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .           .                 .                      .                     .                          .          .             .           .          .                      .                 .                          .                     .              .           .           .           .           .            0            .             .             .             .             .                   .                        .                       .                            .  
    at97              .              .                                 .                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .           .                 .                      .                     .                          .          .             .           .          .                      .                 .                          .                     .              .           .           .           .           .            0            .             .             .             .             .                   .                        .                       .                            .  
