ccyy,scope,hmc_mean,dhi_mean,hmchous_mean,hchous_mean,hmc_wor_scaled_mean,hmc_scaled_mean,inc1_mean,inc2_mean,inc3_mean,inc4_mean,hmc_wor_pred_scaled_mean,hmc_pred_scaled_mean,dhi_conc_dhi,hmc_conc_dhi,hmc_wor_conc_dhi,tax_eff_ours_conc_dhi,tax_eff_ours_wor_conc_dhi,inc_5_ours_conc_dhi,inc_5_ours_wor_conc_dhi,hmc_medianized_predict_conc_dhi,hmc_wor_pred_conc_dhi,tax_eff_ours_pred_conc_dhi,tax_eff_ours_wor_pred_conc_dhi,inc_5_ours_pred_conc_dhi,inc_5_ours_wor_pred_conc_dhi,inc_5_ours_conc_inc_5_ours,inc_5_ours_wor_conc_inc_5_ours_wor,inc1_conc_inc1,inc2_conc_inc2,inc3_conc_inc3,inc4_conc_inc4,inc_5_ours_pred_conc_inc_5_ours_pred,inc_5_ours_wor_pred_conc_inc_5_ours_wor_pred,gini_dhi_scope_hmc
lu97,.99969636,.,634124.38,88616.163,88616.179,.,.,762650.16,963233.92,1038301.3,.,.,.,.30139786,.,.,.,.,.,.,.12633639,.,.,.,.,.,.,.,.4365705,.29862859,.26284989,.,.,.,.
lu00,.99103046,.,734161.95,109399.62,318150.45,.,.,874638.57,1090964.8,1176216.7,.,.,.,.30448372,.,.,.,.,.,.,.12783139,.,.,.,.,.,.,.,.43292465,.29775762,.26349305,.,.,.,.
lu04,.99967696,.,22177.12,.,.,.,.,38652.787,46091.459,49160.414,36272.372,.,.,.31038046,.,.,.,.,.,.,.13151218,.,.,.,.,.,.,.,.45405854,.34220633,.31126694,.27167554,.,.,.
lu07,.99538903,.,24223.437,3817.7674,12069.066,.,.,43089.08,51122.568,54243.298,39149.995,.,.,.31206064,.,.,.,.,.,.,.13483429,.,.,.,.,.,.,.,.45733877,.3448638,.31619621,.27957105,.,.,.
lu10,.99650664,.,25146.216,4652.0705,12519.07,.,.,39529.724,48881.046,52717.707,40794.705,.,.,.30740907,.,.,.,.,.,.,.13346508,.,.,.,.,.,.,.,.4635501,.34557535,.30346036,.27222783,.,.,.
lu13,.99231577,.,27143.38,4491.574,13472.7,.,.,45465.905,56165.15,60043.248,43069.147,.,.,.32381153,.,.,.,.,.,.,.1381635,.,.,.,.,.,.,.,.47912311,.36013329,.32014575,.28156907,.,.,.
mx84,.99777061,.,111312.37,.,82233.074,.,.,235074.18,239686.02,239960.43,.,.,.,.47166359,.,.,.,.,.,.,.23914603,.,.,.,.,.,.,.,.46291088,.46141614,.46125524,.,.,.,.
mx89,.99888232,.,2246448.5,.,1158774.6,.,.,4640568.4,4745869.6,4750637.8,.,.,.,.51508196,.,.,.,.,.,.,.25617128,.,.,.,.,.,.,.,.49992861,.49363416,.49394038,.,.,.,.
mx92,.9993453,.,4589635.6,.,2641485.7,.,.,9298059.8,9519240.6,9531300.8,.,.,.,.53618327,.,.,.,.,.,.,.26996203,.,.,.,.,.,.,.,.52664561,.51791079,.51773488,.,.,.,.
mx94,.99905161,.,5602.6044,.,3489.1771,.,.,11032.706,11323.448,11433.965,.,.,.,.54401498,.,.,.,.,.,.,.2753562,.,.,.,.,.,.,.,.53950429,.53222245,.52598514,.,.,.,.
mx96,.99852236,.,7598.6084,.,4258.6844,.,.,14669.096,15091.378,15190.654,.,.,.,.5285726,.,.,.,.,.,.,.26514426,.,.,.,.,.,.,.,.52932725,.52150656,.51743864,.,.,.,.
mx98,.99751411,.,11849.306,.,5574.4835,.,.,22130.961,22976.339,23028.933,.,.,.,.54188705,.,.,.,.,.,.,.27360718,.,.,.,.,.,.,.,.54223535,.53399494,.53229858,.,.,.,.
mx00,.99877408,.,18083.469,.,8478.278,.,.,33088.391,34602.93,34681.456,.,.,.,.53311812,.,.,.,.,.,.,.26966924,.,.,.,.,.,.,.,.53557004,.52965364,.52775825,.,.,.,.
mx02,.99914698,.,20018.76,.,9504.3497,.,.,36627.912,38197.844,38809.466,.,.,.,.51008885,.,.,.,.,.,.,.25774891,.,.,.,.,.,.,.,.51861864,.51029577,.49838357,.,.,.,.
mx04,.99899244,.,23301.157,.,10757.692,.,.,41828.768,43931.142,44595.974,.,.,21145.625,.50648211,.,.,.,.,.,.,.25289741,.,.25289741,.,.5269145,.,.,.,.51126633,.5020522,.49125435,.,.52692898,.,.
mx08,.99568328,41496.981,32070.268,4252.9085,11952.298,27396.928,29116.15,52609.545,55774.161,58358.646,.,27396.928,29116.151,.52010137,.30564591,.30546236,.30564591,.30546236,.53770534,.53730943,.25979358,.25681537,.25979358,.25681537,.54146922,.54120957,.53824766,.53788185,.54572967,.5371311,.519072,.,.54148364,.54123371,.52010137
mx10,.99217726,47271.417,31106.335,5873.7587,14915.827,27527.461,28536.231,49531.014,53333.745,55789.463,.,27527.463,28536.231,.49492627,.32308866,.32592616,.32308866,.32592616,.50940349,.50883375,.24677018,.24470628,.24677018,.24470628,.51583328,.51551755,.51008769,.5095411,.52866032,.51522536,.49427319,.,.51585013,.51554112,.49492627
mx12,.99081472,51415.498,36819.348,4854.4864,14250.165,33834.881,35021.575,55821.189,60940.633,63707.475,.,33834.883,35021.574,.50416531,.33958162,.33775512,.33958162,.33775512,.51735149,.51714733,.24815467,.24433362,.24815467,.24433362,.52467647,.52443534,.51802806,.51785072,.5351605,.52384138,.50099546,.,.52469272,.52445451,.50416531
nl83,.99531741,.,12781.129,.,1194.6493,.,.,22569.021,27065.803,31820.668,21774.251,.,.,.28077964,.,.,.,.,.,.,.12394257,.,.,.,.,.,.,.,.48711225,.37282966,.29581773,.25241071,.,.,.
nl87,.98768154,.,14571.479,.,332.1515,.,.,25533.865,30311.728,36187.261,23867.185,.,.,.26589073,.,.,.,.,.,.,.10872469,.,.,.,.,.,.,.,.47476689,.3580261,.281695,.22952103,.,.,.
nl90,.9888149,.,18726.393,.,.,.,.,30069.961,36909.298,39661.064,29459.697,.,.,.30751939,.,.,.,.,.,.,.13008289,.,.,.,.,.,.,.,.45358797,.32882158,.28686501,.26762631,.,.,.
nl93,.99180589,.,18881.458,.,.,.,.,33112.838,40140.702,43182.847,29625.158,.,.,.30008678,.,.,.,.,.,.,.13008201,.,.,.,.,.,.,.,.46407342,.34279676,.30060643,.25837725,.,.,.
nl04,.99533077,.,13347.384,5701.7984,6584.9703,.,.,27853.257,32674.816,34459.326,20794.781,11518.773,12254.034,.30295341,.,.,.,.,.,.,.12521022,.12590424,.12521022,.12590424,.34011535,.33923595,.,.,.4450952,.3390402,.30185213,.26874793,.34043991,.33959256,.
nl07,.99612823,.,15583.827,3309.4139,4247.0671,.,.,31322.887,36710.774,38413.521,24480.082,13552.123,14392.812,.29817196,.,.,.,.,.,.,.12867355,.13401874,.12867355,.13401874,.33517523,.33336319,.,.,.47394041,.36397212,.33134777,.28107085,.33557557,.33409214,.
nl10,.99592639,.,15938.25,3364.195,4355.4214,.,.,32128.578,38166.227,40286.711,24816.586,13514.945,14459.608,.28085242,.,.,.,.,.,.,.12007199,.12584126,.12007199,.12584126,.31434848,.31250085,.,.,.46408926,.34897595,.31082475,.26052972,.31471498,.3130872,.
nl13,.99627365,.,16388.278,3365.9061,4514.2548,.,.,32533.22,38949.999,41120.991,25470.664,13865.24,14886.85,.28413423,.,.,.,.,.,.,.12391798,.13071153,.12391798,.13071153,.3171632,.31526338,.,.,.47792463,.36217288,.3235534,.26865337,.31753439,.31590218,.
no79,.99719151,.,27407.682,.,740.27682,.,.,52955.781,53487.164,60671.585,45074.592,.,25441.913,.26809293,.,.,.,.,.,.,.10980244,.,.10980244,.,.31989067,.,.,.,.37847981,.37092959,.27734608,.2288351,.32066369,.,.
no86,.99878861,.,66927.1,.,.,.,.,120951.1,122473.05,140734.92,106651.48,.,68243.787,.24562504,.,.,.,.,.,.,.11186783,.,.11186783,.,.30482673,.,.,.,.36535068,.3565957,.26418424,.22707451,.30650664,.,.
no91,.99803306,.,92826.527,.,1646.6749,.,.,160454.94,186335.55,193956.99,149879.24,.,87960.675,.25081214,.,.,.,.,.,.,.10840707,.,.10840707,.,.29745772,.,.,.,.39585659,.29408186,.27387892,.23408029,.29849076,.,.
no95,.9977811,.,102357.24,.,1927.3884,.,.,172152.79,200657.81,213548.21,161301.49,.,96035.923,.25910843,.,.,.,.,.,.,.11284266,.,.11284265,.,.3150364,.,.,.,.42959912,.3164958,.28426958,.24393443,.31645873,.,.
no00,.99751991,.,139705.82,.,2127.7022,.,.,266960.82,302450.68,321148.73,219749.54,.,129794.75,.27293095,.,.,.,.,.,.,.11745974,.,.11745974,.,.33279381,.,.,.,.43966443,.34195633,.30800176,.26255125,.33429276,.,.
no04,.99818805,.,168244.48,.,2121.4741,.,.,300653.93,344791.43,380804.96,263795.15,.,150013.42,.29979216,.,.,.,.,.,.,.12312451,.,.12312451,.,.3541596,.,.,.,.47820786,.37382626,.31904117,.28147776,.35510284,.,.
no07,.99747667,.,190365.28,.,.,.,.,350738.99,403916.54,441009.65,301176.68,.,181020.9,.26250219,.,.,.,.,.,.,.1155046,.,.1155046,.,.31631707,.,.,.,.44343729,.34012705,.29757345,.24486478,.31761785,.,.
no10,.99642811,.,216217.27,.,.,.,.,395695.74,464730.29,502976.65,342527.15,.,198019.49,.2633159,.,.,.,.,.,.,.11535692,.,.11535692,.,.30878773,.,.,.,.45491599,.33944368,.30152264,.24809512,.30973497,.,.
no13,.99642756,.,245260.85,.,.,.,.,449575.08,533678.88,570460.06,387628.16,.,211311.05,.26647051,.,.,.,.,.,.,.11801041,.,.11801041,.,.3082448,.,.,.,.45074382,.3349691,.30339615,.24996154,.30902075,.,.
pa07,.9909047,.,2261.782,.,.,.,.,3925.9476,4446.513,4530.4071,4210.2695,.,.,.52171652,.,.,.,.,.,.,.26638141,.,.,.,.,.,.,.,.54897056,.53235819,.51926673,.50295798,.,.,.
pa10,.9955493,.,2792.0549,106.20063,816.61098,.,.,4783.4612,5372.0731,5505.376,5088.1006,.,.,.51486733,.,.,.,.,.,.,.25898222,.,.,.,.,.,.,.,.54594228,.52885935,.50886254,.49608819,.,.,.
pa13,.9877303,.,3664.0818,157.8859,1213.2641,.,.,6478.7251,7162.507,7380.2223,6688.8936,.,.,.50729003,.,.,.,.,.,.,.25577777,.,.,.,.,.,.,.,.54672926,.53115572,.5068581,.49048267,.,.,.
py10,.99752704,.,9793753.3,300463.15,2475166.5,.,.,18384517,19035024,19194725,.,.,.,.53558804,.,.,.,.,.,.,.26592601,.,.,.,.,.,.,.,.53864616,.53873342,.53181822,.,.,.,.
py13,.99135618,.,13312875,444415.59,4088104.9,.,.,24794948,25591346,25853211,.,.,.,.5037375,.,.,.,.,.,.,.2564964,.,.,.,.,.,.,.,.51021334,.50781667,.49938205,.,.,.,.
pe04,.91741172,5335.558,3368.5514,579.19798,2313.4115,.,.,6412.1877,6837.81,7070.5788,6784.3175,.,.,.55568897,.37144382,.36207609,.,.,.,.,.29461456,.,.,.,.,.,.,.,.578004,.56472349,.55991489,.5519657,.,.,.55568897
pe07,.97420882,7020.7594,4431.6753,646.52338,2640.0878,.,.,8406.4941,8931.0719,9265.5509,8887.4031,.,.,.528636,.3542146,.34897441,.,.,.,.,.27713865,.,.,.,.,.,.,.,.55019142,.54013796,.5284678,.5198897,.,.,.528636
pe10,.96343231,8565.7167,5554.0818,753.21626,2865.8331,.,.,10721.461,11265.189,11697.067,11168.509,.,.,.49232354,.31110497,.30676294,.,.,.,.,.25719452,.,.,.,.,.,.,.,.52113286,.51074412,.4987316,.48825629,.,.,.49232354
pe13,.97234477,9873.9382,6736.9513,962.42814,3814.946,.,.,12999.577,13585.907,14054.293,13340.02,.,.,.47175489,.29125675,.28428554,.,.,.,.,.24488488,.,.,.,.,.,.,.,.49855443,.49003224,.47753569,.46612032,.,.,.47175489
pl86,.99991228,.,155841.01,.,39211.559,.,.,247004.15,280998.3,291540.46,.,.,.,.27978963,.,.,.,.,.,.,.13495619,.,.,.,.,.,.,.,.36705112,.28830617,.27104164,.,.,.,.
pl92,.99990517,.,17958885,.,.,.,.,20761135,25186024,28140554,.,.,.,.29293114,.,.,.,.,.,.,.13430837,.,.,.,.,.,.,.,.42216395,.3130994,.26137614,.,.,.,.
pl95,.98165831,.,3444.357,.,994.08983,.,.,3703.73,5388.3384,5835.7427,4898.4363,.,2881.0694,.34602231,.,.,.,.,.,.,.15636741,.,.15636741,.,.38942636,.,.,.,.58209628,.37649122,.33001599,.34168667,.38965703,.,.
pl99,.99370965,.,6718.9573,.,2041.9378,.,.,9140.1365,12620.314,13225.72,11771.064,.,5867.6357,.32110588,.,.,.,.,.,.,.14497861,.,.14497861,.,.35675502,.,.,.,.49494194,.32829426,.30068672,.29585686,.35693615,.,.
pl04,.99429413,.,8734.4653,.,2804.2178,.,.,11870.995,16402.379,17132.661,14536.511,.,8356.002,.35361859,.,.,.,.,.,.,.15857615,.,.15857615,.,.39407498,.,.,.,.55124427,.37147786,.34066702,.32917396,.39428297,.,.
pl07,.99325419,15449.288,11147.225,2952.866,4568.7592,10718.939,10913.511,16458.044,21315.305,22088.675,18637.96,10718.939,10913.511,.34327068,.21272726,.22092227,.21272726,.22092227,.37568352,.37356497,.15489752,.15447733,.15489752,.15447733,.39004216,.39001718,.38361271,.38340299,.51234001,.3558671,.33112011,.3202828,.39036486,.39035907,.34327068
pl10,.9936565,19082.003,14447.888,3990.493,6477.9843,13906.92,14114.684,21602.769,27315.776,28133.862,24303.627,13906.919,14114.684,.34200875,.20378128,.21415374,.20378128,.21415374,.37355564,.37111629,.15506044,.15491861,.15506044,.15491861,.38467492,.38460179,.37985309,.37926181,.49442806,.35049627,.32836459,.3196831,.38495201,.38489058,.34200875
pl13,.99111341,20500.086,15917.224,4355.0954,4430.7833,15622.002,15833.658,23707.613,29976.641,30865.005,26705.057,15622.002,15833.658,.34734932,.19615704,.20591762,.19615704,.20591762,.37979322,.37763691,.1578827,.15785438,.1578827,.15785438,.3880064,.38792964,.38483535,.38440965,.50591628,.35995462,.33777936,.33051064,.38824934,.38818126,.34734932
ro95,.99997071,2490447.7,1413332.2,283032.94,283032.99,.,.,2435836.7,2742912.2,2835999.7,2474818.4,.,.,.31301148,.20943576,.19959989,.,.,.,.,.14233661,.,.,.,.,.,.,.,.38257742,.31837048,.30386532,.28744462,.,.,.31301148
ro97,1,8202150.2,4570363.3,1051898.1,1051898.2,.,.,7619945.5,8625051.7,8994029.1,7958931.7,.,.,.30685892,.20776065,.18795742,.,.,.,.,.14107961,.,.,.,.,.,.,.,.3787988,.31531057,.29846748,.28523846,.,.,.30685892
ru00,.91123343,35657.803,15370.12,1334.6907,1334.8523,.,.,20754.599,24596.243,25188.547,.,.,.,.42006066,.2011645,.20123185,.,.,.,.,.21342513,.,.,.,.,.,.,.,.53870487,.4358384,.42680988,.,.,.,.42006066
ru04,.88619393,68385.852,43757.078,9785.0102,.,.,.,57202.807,68784.875,70423.962,.,.,.,.38216062,.21334701,.22704724,.,.,.,.,.20003241,.,.,.,.,.,.,.,.51644759,.40966976,.40161136,.,.,.,.37614701
ru10,.88810269,171937.38,131636.63,32492.282,.,.,.,166706.13,209675.09,216208.83,.,.,.,.34166041,.17648188,.17901484,.,.,.,.,.16942105,.,.,.,.,.,.,.,.46430322,.35553292,.34462435,.,.,.,.33076489
ru13,1,.,258345.23,.,.,.,.,372341.33,432646.81,458148.49,417618.31,.,232364.63,.36620244,.,.,.,.,.,.,.17716521,.,.,.,.,.,.,.,.46671172,.3839719,.35979573,.35158329,.,.,.
rs06,.98310203,224371.64,117062.45,35755.345,96214.226,.,.,150373.27,204855.96,209962.68,.,.,.,.36088426,.14142515,.14756674,.,.,.,.,.1771287,.,.,.,.,.,.,.,.48667409,.3578137,.34463304,.,.,.,.36088426
rs10,.99010186,292868.86,180163.59,46205.549,118430.61,.,.,206646.71,311665.02,318874.82,.,.,.,.33902526,.1414394,.14323866,.,.,.,.,.16284732,.,.,.,.,.,.,.,.53171202,.34842525,.33118343,.,.,.,.33902526
rs13,.98168931,373682.34,219812.45,58829.781,142648.5,.,.,249991.74,372362.38,382421.15,.,.,.,.35516572,.13427808,.13331805,.,.,.,.,.16845095,.,.,.,.,.,.,.,.55036309,.36691661,.3480687,.,.,.,.35516572
sk92,.99995808,.,25599.375,.,.,.,.,37896.033,45583.563,53385.082,46502.344,.,.,.20184124,.,.,.,.,.,.,.08677645,.,.,.,.,.,.,.,.40414441,.28262671,.2160994,.18997902,.,.,.
sk96,1,.,42562.422,.,.,.,.,55831.083,69786.079,76157.627,.,.,.,.26278677,.,.,.,.,.,.,.12069671,.,.,.,.,.,.,.,.43415908,.29689207,.25005963,.,.,.,.
sk04,.99814557,.,83615.638,30701.009,32505.833,.,.,191545.21,220495.96,230996.02,152023.83,.,.,.26987626,.,.,.,.,.,.,.12599428,.,.,.,.,.,.,.,.45478614,.35372315,.32968277,.26876433,.,.,.
sk07,.99917118,.,118164.14,29966.588,50314,.,.,247029.79,287648.71,296966.75,211724.58,.,.,.24687329,.,.,.,.,.,.,.117783,.,.,.,.,.,.,.,.41728643,.31123292,.29607629,.2485894,.,.,.
sk10,.99955045,.,4696.689,1305.963,2206.5942,.,.,9098.7515,10751.091,11181.439,8342.1171,.,.,.27353832,.,.,.,.,.,.,.12684812,.,.,.,.,.,.,.,.43290028,.32287639,.30235491,.26677864,.,.,.
sk13,.99918415,.,5048.2908,1344.6426,2172.8376,.,.,10574.27,12278.264,12727.287,8957.0361,.,.,.28092543,.,.,.,.,.,.,.12814109,.,.,.,.,.,.,.,.42935589,.33075372,.31175565,.27210232,.,.,.
si97,1,1443668.8,739617.44,134245.47,134245.47,666314.69,669955.76,996517.95,1269130.7,1348924.3,.,666314.69,669955.8,.24121954,.15149605,.15796626,.15149605,.15796626,.2664373,.26471194,.11503246,.11517807,.11503246,.11517807,.27668578,.2767859,.28020344,.28074896,.36927128,.25608709,.23093712,.,.27714341,.27725492,.24121954
si99,1,1517615,851666.77,154642.37,154642.37,788214.74,792428.25,1149131.3,1466903.5,1557158.6,.,788214.73,792428.26,.24043558,.14775052,.1543333,.14775052,.1543333,.26890314,.26686178,.1160754,.11621623,.1160754,.11621623,.27863192,.27856054,.28267019,.28323017,.37470065,.25874672,.23319422,.,.27918033,.27911684,.24043558
si04,.99975694,2217673.2,1385184.3,252591.43,252591.43,1256645.1,1264950.6,1770858.2,2276568.3,2417701,.,1256645.1,1264950.6,.24115233,.14815206,.15745726,.14815206,.15745726,.26763713,.26496699,.1154127,.11567478,.1154127,.11567477,.27696071,.27685582,.28010972,.28020573,.39925592,.26184307,.23271137,.,.27754167,.27744851,.24115233
si07,1,10243.566,6880.5047,1259.9577,3406.2178,6092.5586,6134.4329,8742.1411,11003.941,11811.257,.,6092.5586,6134.433,.23765422,.14345456,.15458517,.14345456,.15458517,.26426235,.26110011,.11263259,.1129662,.11263259,.1129662,.27296848,.27284689,.27503507,.27457785,.3990588,.26277152,.2317871,.,.27358721,.27348061,.23765422
si10,.99965672,11456.452,8017.9512,1527.4874,4266.0307,7344.3831,7403.9276,10003.332,12640.097,13563.72,.,7344.3833,7403.9278,.25663501,.1455349,.15742869,.1455349,.15742869,.28815243,.28475258,.1248285,.12528743,.1248285,.12528743,.29402653,.29386223,.29776055,.29704749,.41886509,.28276605,.25378148,.,.29463599,.29448877,.25663501
si12,1,11359.589,8596.1418,1824.7351,3530.2731,8062.8291,8123.9526,10400.932,13505.388,14514.672,.,8062.8289,8123.9524,.27340404,.10510221,.11876197,.10510221,.11876197,.32311302,.31904383,.13315493,.1339087,.13315493,.1339087,.31482748,.31457355,.33194431,.33086818,.45237126,.30579721,.27253896,.,.31550511,.31527376,.27340404
za08,.96203437,27414.253,18162.901,3070.2687,8451.88,.,19332.12,33311.62,34322.947,37421.323,32545.891,.,19332.12,.69628296,.55717883,.53251938,.55717883,.,.72573511,.,.39094879,.,.39094879,.,.76093056,.,.74036161,.,.76364475,.75830887,.68406247,.6767979,.7610726,.,.69628296
za10,.94346398,24279.764,23089.091,2980.0306,8650.15,.,23507.974,34210.801,36260.918,40137.848,33599.334,.,23507.973,.74013231,.53409583,.52390702,.53409583,.,.78211363,.,.37067178,.,.37067178,.,.81541238,.,.80221357,.,.73951357,.73071573,.64366468,.61364823,.81557951,.,.74013231
za12,.97885942,26113.51,23871.338,3801.081,9934.5627,.,24430.84,46327.622,48144.583,52926.927,41899.059,.,24430.84,.65722349,.50575309,.50485317,.50575309,.,.6903781,.,.3511138,.,.3511138,.,.72422632,.,.70057343,.,.74628396,.74037186,.65975641,.61027601,.72439385,.,.6572235
kr06,.99572269,12045735,9903055.2,1213779.3,.,.,.,17383554,17659750,17990110,16608168,.,.,.31687819,.17061387,.17873195,.,.,.,.,.15999673,.,.,.,.,.,.,.,.36099185,.3531007,.34194182,.33517666,.,.,.31687819
kr08,.99416903,13071021,10982938,1318194.6,.,.,.,19125106,19501542,19965479,18340439,.,.,.32315934,.17221241,.17904231,.,.,.,.,.16375731,.,.,.,.,.,.,.,.37623791,.36665837,.35250266,.34484697,.,.,.32315934
kr10,.99421336,14290615,11780044,1476454.7,.,.,.,20662098,21130545,21694930,19849026,.,.,.32001614,.17135911,.17966125,.,.,.,.,.16242073,.,.,.,.,.,.,.,.36468336,.35394125,.33880926,.33243091,.,.,.32001614
kr12,.99538027,15477747,13218286,1650341.5,.,.,.,23155299,23699702,24322958,22129387,.,.,.31543084,.16958501,.17913199,.,.,.,.,.1602559,.,.,.,.,.,.,.,.36257169,.35155661,.337416,.33082555,.,.,.31543084
es80,.99886653,471544.23,176248.29,85380.859,85380.859,.,.,296112.05,296112.05,348777.9,.,.,.,.34466216,.18422598,.17768944,.,.,.,.,.1687716,.,.,.,.,.,.,.,.41950522,.41950522,.32028888,.,.,.,.34466216
es85,.99374316,688489.93,308534.05,58986.702,147812.96,.,.,468461.07,566788.63,590281.71,.,.,.,.34447023,.18795182,.18515582,.,.,.,.,.16529916,.,.,.,.,.,.,.,.43591265,.33760578,.31424172,.,.,.,.34447023
es90,.99854262,1081779.1,546744.05,127047.01,309397.08,.,.,811383.93,990365.45,1030695.7,.,.,.,.32234827,.15046736,.14462575,.,.,.,.,.15715174,.,.,.,.,.,.,.,.42920789,.32772538,.30817589,.,.,.,.32234827
es95,.97524449,.,870527.1,86118.64,86119.02,.,.,1210051.4,1494850,1562141.1,.,.,.,.36402252,.,.,.,.,.,.,.18173254,.,.,.,.,.,.,.,.50778715,.37961104,.35404139,.,.,.,.
es00,.95248249,.,1224090.7,20255.293,20255.817,.,.,1707481.5,2084957.5,2151290.1,.,1143106.1,1158565.5,.34229171,.,.,.,.,.,.,.17121903,.1708294,.17121903,.1708294,.37383814,.37387554,.,.,.48133581,.35766681,.34052837,.,.3740059,.37411488,.
es04,.99222476,.,8049.9327,1396.2414,4844.1753,.,.,10799.576,13233.153,13689.24,13872.226,7352.1478,7481.8323,.33208117,.,.,.,.,.,.,.16379878,.15951531,.16379878,.15951531,.3626796,.35268271,.,.,.45181082,.33568356,.32305947,.32144735,.36283674,.35283606,.
es07,.99416033,.,9863.4387,1491.0874,4595.599,.,.,20417.258,23154.226,23975.857,16735.15,9477.7032,9674.8523,.31762609,.,.,.,.,.,.,.15562815,.15740294,.15562815,.15740294,.34803973,.34771432,.,.,.44257103,.35704394,.33819582,.30681668,.34821869,.34791344,.
es10,.98543615,.,9730.3535,1803.4973,4895.5333,.,.,18207.137,21516.798,22632.987,16202.04,8736.5603,8977.3025,.34220827,.,.,.,.,.,.,.16864631,.17179041,.16864631,.17179041,.36915802,.3685356,.,.,.50233771,.39556127,.36722703,.33466417,.36927731,.36867245,.
es13,.99243948,.,10661.857,1881.3031,4759.5115,.,.,18879.657,23004.469,24556.046,17393.854,9667.7595,9964.0174,.3599701,.,.,.,.,.,.,.17292533,.17619105,.17292533,.17619105,.39382378,.39311678,.,.,.52496442,.42055204,.38767439,.34604722,.39399518,.39331871,.
se67,.94069812,.,7440.3034,.,.,.,.,14888.047,15945.079,16895.13,12023.489,.,.,.29812325,.,.,.,.,.,.,.13125861,.,.,.,.,.,.,.,.39234701,.33897038,.31693748,.26049464,.,.,.
se75,.99704918,.,17811.611,.,.,.,.,30820.609,34579.771,38276.27,26488.682,.,.,.24143947,.,.,.,.,.,.,.09809237,.,.,.,.,.,.,.,.40617411,.31880786,.2758645,.21546634,.,.,.
se81,.99734184,.,34445.502,.,5540.062,.,.,52249.264,62953.788,71318.907,50175.941,.,.,.22782248,.,.,.,.,.,.,.08400639,.,.,.,.,.,.,.,.41175112,.29302629,.2399419,.19631807,.,.,.
se87,.99763864,.,55035.23,.,.,.,.,84464.606,103173.94,116927.14,79047.229,.,.,.23052771,.,.,.,.,.,.,.09313603,.,.,.,.,.,.,.,.43710019,.30981437,.25688958,.21654771,.,.,.
se92,.99799595,.,90811.924,.,.,.,.,121604.83,150998.58,175684.18,131474.02,.,.,.24899294,.,.,.,.,.,.,.10527367,.,.,.,.,.,.,.,.46805407,.34481976,.26304853,.2322294,.,.,.
se95,.99831851,.,93933.084,.,.,.,.,125722.18,158405.38,188476.35,134376.22,.,87786.734,.25222512,.,.,.,.,.,.,.10151413,.,.10151413,.,.29689582,.,.,.,.49948594,.37339468,.2663165,.22540047,.2976897,.,.
se00,.99852536,.,110422.69,34078.047,34078.049,.,.,229877.89,267056.99,294864.82,167293.62,100103.11,111513.16,.27238702,.,.,.,.,.,.,.11851647,.12458104,.11851647,.12458104,.31858394,.31506727,.,.,.48907355,.37939649,.32414276,.26064483,.31950296,.31633815,.
se05,.99925289,.,134937.81,40114.576,40114.576,.,.,261871.46,311237.01,343738.77,201768.87,120418.72,133093.77,.25968189,.,.,.,.,.,.,.1084722,.10718495,.1084722,.10718495,.30462578,.29322985,.,.,.48321665,.36228669,.30668201,.24368942,.30556685,.29433474,.
ch82,.99411303,.,22646.05,.,3259.7285,.,.,37112.178,40146.722,40400.168,33239.166,.,.,.35712837,.,.,.,.,.,.,.14943043,.,.,.,.,.,.,.,.4182787,.35373253,.3482092,.32529305,.,.,.
ch92,.96710278,.,29331.721,8784.7788,8980.0213,.,.,47603.757,53722.509,54567.909,45589.638,.,.,.33613209,.,.,.,.,.,.,.14375775,.,.,.,.,.,.,.,.40648519,.33166193,.32095606,.30563309,.,.,.
ch00,.99725986,34709.472,31794.94,7625.591,7625.5926,.,27873.28,53860.282,62129.374,64323.789,48385.158,.,27873.281,.33434425,.15509805,.1639121,.15509805,.,.35329033,.,.13886253,.,.13886254,.,.35500641,.,.35554251,.,.40439342,.3087413,.29053421,.29448832,.35507629,.,.33434424
ch02,.99652616,35135.526,33391.29,7595.711,7595.7123,.,29221.885,56838.646,65970.741,68409.555,51138.679,.,29221.887,.31687855,.15069508,.15664125,.15069508,.,.33422412,.,.13409762,.,.13409762,.,.3359565,.,.33617301,.,.40588271,.30404771,.28353464,.28145323,.33602423,.,.31687855
ch04,.99330793,36143.625,32731.622,7805.1947,7805.196,.,29072.99,54521.109,63687.04,66648.3,49206.629,.,29072.988,.3156593,.13596308,.14076643,.13596308,.,.3351724,.,.13152835,.,.13152835,.,.33565396,.,.33715284,.,.4064886,.29909003,.27128743,.27365881,.33572772,.,.3156593
ch07,.99535941,.,36869.213,12111.385,17391.66,.,.,73099.717,83418.21,85626.071,57244.115,.,31663.986,.34769057,.,.,.,.,.,.,.15452177,.,.15452177,.,.36850795,.,.,.,.41981884,.33024256,.31794268,.31972136,.36858382,.,.
ch10,.99889267,.,38218.403,9578.575,11611.358,.,.,72226.743,82731.664,85820.615,59267.796,.,32854.693,.32855887,.,.,.,.,.,.,.14536101,.,.14536101,.,.34895976,.,.,.,.42560043,.32586552,.30754678,.30736382,.3490465,.,.
