   ccyy   agecat      hmc_q      dhi_q   hmchous_q   hmc_medianized_predict_q   hmc_wor_pred_scaled_q  
    pl10       65   13696.49   16181.52    4235.624                   .6353244                13737.23  
    pl13        1   19528.79   26583.46    4477.427                    1.14081                27072.09  
    pl13       30   21168.26   28887.02    4077.019                   1.182889                28118.53  
    pl13       50   20779.35   28131.47    4592.732                   1.175209                27890.06  
    pl13       65   18314.22   23783.21     4745.57                   .9686618                22906.98  
    pl86        1          .   317880.5    13288.13                   1.224357                       .  
    pl86       30          .   294313.6    9309.133                   1.207752                       .  
    pl86       50          .   317719.2    9881.648                   1.203954                       .  
    pl86       65          .   193203.3     8701.72                   .8051203                       .  
    pl95        1          .   6351.732    226.4185                   1.108793                4946.556  
    pl95       30          .   6211.352    244.6216                   1.169101                5214.795  
    pl95       50          .   6383.542    229.4281                   1.199593                5353.754  
    pl95       65          .   5700.005    192.2342                   1.036683                4627.516  
    pl99        1          .   12118.66    697.4021                   1.064802                 10276.1  
    pl99       30          .   12090.58    711.9709                   1.089015                10509.93  
    pl99       50          .   12967.52    802.9159                   1.181981                11403.76  
    pl99       65          .   11139.26     762.243                   .9735944                 9382.02  
    py10        1          .   1.61e+07    586011.3                   1.214637                       .  
    py10       30          .   1.89e+07    345068.2                   1.347771                       .  
    py10       50          .   2.40e+07    197188.8                   1.449656                       .  
    py10       65          .   2.02e+07    138973.1                   1.325858                       .  
    py13        1          .   2.28e+07     1044758                   1.235012                       .  
    py13       30          .   2.69e+07      519873                   1.383542                       .  
    py13       50          .   2.92e+07    223107.4                    1.43375                       .  
    py13       65          .   2.62e+07    119176.8                   1.240347                       .  
    ro97        1    7397413    7681443    833842.3                   1.020447                       .  
    ro97       30    8108575    8033261    877476.6                   1.121147                       .  
    ro97       50    8825381    8953182     1279713                   1.282026                       .  
    ro97       65    7857618    7773638     1277683                   1.056129                       .  
    rs06        1   272284.5   224959.4    53121.23                   1.157958                       .  
    rs06       30     242278   212040.8     37141.8                   1.168045                       .  
    rs06       50     231806   229160.4    37329.51                   1.192875                       .  
    rs06       65   195126.9     212746    32894.78                   .9987001                       .  
    rs10        1   318830.4   268206.5    77707.14                     1.1432                       .  
    rs10       30   311697.8   309974.5    46927.89                   1.169882                       .  
    rs10       50   298000.8   337723.3    45926.57                   1.161442                       .  
    rs10       65   263329.6   327629.1    44752.79                    1.01832                       .  
    rs13        1   420659.6   314753.8     87412.4                   1.051216                       .  
    rs13       30   412953.4   402769.5    60340.07                   1.187973                       .  
    rs13       50   369689.8   391851.4    57687.56                   1.138656                       .  
    rs13       65   334348.2     401713    57913.67                    1.03398                       .  
    se00        1          .   122832.7    33555.38                   1.007252                138855.3  
    se00       30          .   170198.6       33332                   1.142437                159909.1  
    se00       50          .   212459.9    35269.05                   1.228862                172305.1  
    se00       65          .   133810.3    34834.07                   .8638514                115989.3  
    si04        1    2322236    2299252    228579.6                   1.040603                 2087328  
    si04       30    2319790    2451621    241790.3                   1.128245                 2263475  
    si04       50    2290116    2604861    271505.2                   1.162097                 2330094  
    si04       65    1731095    2087385    262938.2                   .9126041                 1826978  
    si07        1    10569.7   10562.56    1121.556                   1.019739                 9857.54  
    si07       30   10891.35   12362.53    1148.608                   1.140552                11031.71  
    si07       50   10623.64   12976.63    1339.142                   1.161827                11227.42  
    si07       65   7954.895   9926.509    1319.574                   .9126163                8803.227  
    si10        1   11043.75   12149.73    1549.442                   1.041572                11962.78  
    si10       30   12257.48   14420.05    1393.924                   1.146686                13191.53  
    si10       50   11683.14   14511.48    1555.213                   1.140281                13106.19  
    si10       65   9321.271   11316.84    1591.415                   .9082472                10414.94  
    si12        1   11774.48   12741.09    1989.924                   1.057208                12966.53  
    si12       30    12133.5   14654.81    1739.994                   1.139344                 13996.9  
    si12       50   11597.99   15780.15    1875.927                   1.172529                14399.73  
    si12       65   8941.124   13127.42     1899.83                   .9759463                 11966.3  
    si97        1    1545558    1324087    130043.4                   1.069867                 1183296  
    si97       30    1520276    1324831    130224.2                   1.121827                 1241070  
    si97       50    1441097    1478809    142154.1                   1.161113                 1284166  
    si97       65    1121503    1242298    136932.7                   .9337724                 1031611  
    si99        1    1500246    1501402      151910                   1.064469                 1398268  
    si99       30    1589116    1564375    150987.8                   1.132376                 1488000  
    si99       50    1573707    1688155    162672.6                   1.152326                 1513764  
    si99       65    1160474    1353502    155435.7                    .902595                 1184304  
    sk04        1          .   129874.6     29917.6                   .9822409                       .  
    sk04       30          .   142660.6    32356.34                   1.086689                       .  
    sk04       50          .   158200.7    35051.03                   1.139741                       .  
    sk04       65          .   135451.2    29062.01                   .7954473                       .  
    sk07        1          .   195272.2    30369.18                   1.053184                       .  
    sk07       30          .   209248.6    26953.99                   1.086535                       .  
    sk07       50          .   244541.9    31339.33                   1.173291                       .  
    sk07       65          .   168204.1    34822.22                   .9210735                       .  
    sk10        1          .   7883.396    1486.304                    1.10544                       .  
    sk10       30          .   7991.636    1292.815                   1.124535                       .  
    sk10       50          .   9373.403    1285.959                   1.173622                       .  
    sk10       65          .   7360.156    1361.238                   .9628108                       .  
    sk13        1          .   8046.308    1560.945                   1.048613                       .  
    sk13       30          .   8353.435    1331.581                   1.093415                       .  
    sk13       50          .   10392.92    1322.593                   1.182884                       .  
    sk13       65          .   7970.339    1388.859                   .9560787                       .  
    tw00        1          .   460927.8    13244.82                   1.093987                       .  
    tw00       30          .   481993.6    12233.25                   1.185235                       .  
    tw00       50          .   580104.6    11332.31                   1.297611                       .  
    tw00       65          .   323010.1    8245.097                   .8820043                       .  
    tw05        1          .   449598.2    12739.04                    1.08446                       .  
    tw05       30          .   488574.7    11412.33                    1.19011                       .  
    tw05       50          .   573941.9    10814.04                   1.286583                       .  
    tw05       65          .   308648.6    8754.864                   .8806702                       .  
    tw07        1   284707.4   420765.9     25877.2                   1.063434                       .  
    tw07       30   318546.8   463634.7    24530.74                   1.166612                       .  
    tw07       50   332558.6   564336.9    27770.44                   1.289279                       .  
    tw07       65   192964.8   308727.1     19006.7                   .8852311                       .  
    tw10        1   289352.5   386881.1    26481.67                   1.047778                       .  
    tw10       30   317441.7   443647.7    25850.78                   1.178854                       .  
    tw10       50   331050.8   512878.7    29164.15                   1.265739                       .  
    tw10       65   198575.2     303977    21041.01                   .9242724                       .  
    tw13        1   302380.5   414687.2    29620.38                   1.047226                       .  
    tw13       30   344477.6     459415    28271.25                   1.160144                       .  
    tw13       50   354467.5   545286.9    30329.26                   1.259409                       .  
    tw13       65   226483.2   330220.5    21081.76                   .9241545                       .  
    tw95        1          .   417156.1    10880.25                   1.081995                       .  
    tw95       30          .   437759.3    10816.88                   1.192921                       .  
    tw95       50          .   508905.9    9456.777                   1.259593                       .  
    tw95       65          .   301774.7    8362.573                   .8942779                       .  
    tw97        1          .   437407.3    11580.55                   1.099983                       .  
    tw97       30          .   451458.1    11803.44                    1.18281                       .  
    tw97       50          .   544691.6    10333.16                   1.284129                       .  
    tw97       65          .   309977.3    7658.629                   .8615758                       .  
    uk04        1          .   14488.82    2241.938                   2.000523                21801.28  
    uk04       30          .   17896.99     806.285                   1.437582                 16391.2  
    uk04       50          .   19740.44    597.0257                   1.369216                15765.62  
    uk04       65          .   12461.73    802.5142                   1.112604                12525.08  
    uk13        1          .   18077.95    3785.917                   .9903102                16721.58  
    uk13       30          .   20846.45    4432.271                    1.12233                18904.34  
    uk13       50          .   17786.59    4223.274                   .9708878                16225.99  
    uk13       65          .   17921.95    4296.498                   .7960789                13031.34  
    uk86        1   4947.882   5242.211    493.9053                   .9604489                       .  
    uk86       30   5813.512   6017.326    488.2328                   1.160608                       .  
    uk86       50    6281.49   6569.232    609.3417                   1.232654                       .  
    uk86       65   4177.578   4554.625    552.6003                    .853057                       .  
    uk91        1   8831.604   8108.542     2387.94                   1.276919                       .  
    uk91       30   9779.861   9688.292    1901.767                   1.351045                       .  
    uk91       50   9598.384   10494.83    1207.106                    1.21063                       .  
    uk91       65    5806.17   6791.503    772.4424                   .8041461                       .  
    uk94        1          .   8897.983    2055.458                   1.232096                       .  
    uk94       30          .    11211.5    1690.059                   1.292754                       .  
    uk94       50          .   12282.07    1158.383                     1.1151                       .  
    uk94       65          .   8128.465     966.571                   .7577536                       .  
    uk95        1   9105.048   9057.651    2340.797                    1.16637                9127.791  
    uk95       30   10758.71   10980.41    2124.617                   1.253011                9914.834  
    uk95       50   11569.75   12045.44    1698.095                   1.150983                9178.355  
    uk95       65   7546.492   8203.463    1410.335                   .7944069                6268.288  
    uk99        1          .   11408.73    1750.888                   1.842508                15640.82  
    uk99       30          .   13786.09    653.5075                   1.388128                12374.06  
    uk99       50          .   15820.19     524.132                   1.364245                12265.95  
    uk99       65          .   9683.555    787.3659                   1.135486                9897.711  
    us00        1          .   27056.85    131.0739                   .8991912                21652.89  
    us00       30          .   33262.76    160.7156                   1.137088                27408.72  
    us00       50          .   37515.37    269.9119                    1.41571                33747.79  
    us00       65          .   25858.54    336.4886                   1.171464                27314.61  
    us04        1          .   29616.69    107.6888                   .8988444                23433.36  
    us04       30          .   37178.65    131.7935                   1.156319                30191.57  
    us04       50          .   41682.91    212.1401                   1.409574                36455.12  
    us04       65          .   28749.83    275.1879                   1.177809                29797.33  
    us07        1          .   34654.62    119.5248                   .9103189                27072.24  
    us07       30          .   41172.11    153.9187                   1.157092                34396.99  
    us07       50          .   46949.55    233.0585                   1.390084                40982.57  
    us07       65          .   33674.98    310.1622                   1.195172                34459.52  
    us10        1          .   34298.59    137.0851                   .7972842                24053.51  
    us10       30          .   42210.77    165.3265                   1.062327                32163.56  
    us10       50          .   47176.62    281.1441                   1.370775                41056.64  
    us10       65          .   35756.37    389.9808                   1.255464                36732.25  
    us13        1          .   36484.87    164.2689                   .7791315                26688.27  
    us13       30          .   45262.22    208.7779                   1.021172                35017.57  
    us13       50          .   50101.01    328.2863                   1.277714                 43419.2  
    us13       65          .   39790.63      460.56                   1.206508                40111.17  
    us79        1          .   9496.859    30.06938                   .8380911                       .  
    us79       30          .   10845.56    51.54009                   1.096792                       .  
    us79       50          .   12425.55    94.48032                   1.407442                       .  
    us79       65          .   8719.821    111.3788                    1.13223                       .  
    us86        1          .   14827.81    78.44079                   .7555646                       .  
    us86       30          .   17724.21    110.3264                   1.076905                       .  
    us86       50          .   19648.06    174.9028                   1.350532                       .  
    us86       65          .   14966.27    209.8677                    1.14391                       .  
    us91        1          .   18194.13    125.3859                   .8839536                       .  
    us91       30          .   22557.75    177.2438                   1.185171                       .  
    us91       50          .   25587.94    264.6392                   1.422263                       .  
    us91       65          .   18990.16    312.5706                   1.168071                       .  
    us94        1          .   20202.56    110.1104                   .8538566                       .  
    us94       30          .   26157.65    169.2752                    1.18246                       .  
    us94       50          .   29214.18    263.7475                   1.442097                       .  
    us94       65          .   20351.04    313.9295                   1.173304                       .  
    us97        1          .    22681.1    98.91645                   .8341911                       .  
    us97       30          .   28938.65    149.7413                   1.156938                       .  
    us97       50          .   34417.45    245.1479                    1.45975                       .  
    us97       65          .   23884.65    303.6501                   1.204516                       .  
    uy04        1          .   60922.02    6136.745                    .991564                       .  
    uy04       30          .   83947.87    4793.544                   1.243254                       .  
    uy04       50          .   101027.3    4717.915                   1.382585                       .  
    uy04       65          .   96172.65    4684.977                   1.248819                       .  
    uy07        1          .   96191.94    635.4796                   .8818715                       .  
    uy07       30          .   130645.1    371.0627                   1.238907                       .  
    uy07       50          .   154136.8     285.908                   1.430435                       .  
    uy07       65          .   135803.5    211.9829                   1.294488                       .  
    uy10        1          .   140386.1    11387.74                   1.065428                       .  
    uy10       30          .   184555.4    6442.333                   1.266623                       .  
    uy10       50          .   214639.1    4498.203                   1.389567                       .  
    uy10       65          .   193216.9    3374.837                    1.23377                       .  
    uy13        1          .   205594.1    17364.14                   1.047228                       .  
    uy13       30          .   251249.1    9855.671                   1.209458                       .  
    uy13       50          .   306710.1    6506.316                    1.34595                       .  
    uy13       65          .   275404.1    5503.933                   1.189151                       .  
    uy16        1          .   277568.9    28449.94                   1.062007                       .  
    uy16       30          .   341238.3    15588.71                   1.199796                       .  
    uy16       50          .   416219.7     9959.85                   1.328185                       .  
    uy16       65          .   367697.1    8498.723                   1.152661                       .  
    za08        1    21989.5   24741.76    3533.608                    1.65508                       .  
    za08       30    32101.7   36819.89     3347.62                    2.20878                       .  
    za08       50   27521.88   34920.01    2338.955                   2.018305                       .  
    za08       65    16006.9   20288.01     1578.67                   1.302958                       .  
    za10        1   18390.29   23673.31    3513.744                     1.5389                       .  
    za10       30    25845.1    35406.5    3028.019                   1.948795                       .  
    za10       50    23695.4   33411.21    3257.309                   1.840952                       .  
    za10       65   16183.96   60187.69    2086.168                   1.409796                       .  
    za12        1   24745.35   39847.68    4301.482                   1.573155                       .  
    za12       30   26365.91   41588.83    3727.037                   1.773712                       .  
    za12       50   28794.01   45476.73     3994.32                     1.8496                       .  
    za12       65    19545.1   29427.82    3068.653                   1.249804                       .  
