    ccyy   dhi_quantiles      hmc_q      dhi_q   hmchous_q    prop4_q   prop4_scaled_q   hmc_medianized_predict_q   hmc_wor_pred_scaled_q   prop4_pred_scaled_q  
    at13               1          .   2267.125    4348.065          1                1                   .7136915                 15219.2              .6776747  
    at13               2          .   6332.745    4584.597          1                1                   .9028915                19479.92              .3706512  
    at13               3          .   8362.104     3790.75          1                1                   .7882293                17058.31              .0095817  
    at13               4          .   9592.485    3883.254          1                1                   .6719095                14380.11                     0  
    at13               5          .    10341.8    4145.021          1                1                   .6186703                13100.15                     0  
    at13               6          .   11035.58    3783.926          1                1                   .7587395                 16386.8                     0  
    at13               7          .    11559.3    3753.939          1                1                   .8419398                18293.51                     0  
    at13               8          .   12035.01    4154.074          1                1                   .8222963                17746.33                     0  
    at13               9          .   12673.22    3894.067          1                1                   .7322617                15755.17                     0  
    at13              10          .   13229.08    3828.574          1                1                   .6866603                14730.34                     0  
    at13              11          .   13726.43    3545.029          1                1                   .6570752                14124.94                     0  
    at13              12          .    14262.5    3870.861          1                1                   .7506358                16180.35                     0  
    at13              13          .   14648.29    3792.619          1                1                   .7152769                15392.48                     0  
    at13              14          .   15103.71    3746.181          1                1                   .8624024                18762.55                     0  
    at13              15          .    15516.6    3433.435          1                1                   .8149276                17755.97                     0  
    at13              16          .    15813.8    4355.908          1                1                   .8945166                19345.18                     0  
    at13              17          .      16223    3892.342          1                1                   .8686046                18868.06                     0  
    at13              18          .   16510.55    3413.323          1                1                   .5441328                11579.17                     0  
    at13              19          .   16776.94    3991.101          1                1                   .8124827                17562.52                     0  
    at13              20          .   17143.73    4022.375          1                1                   .7902606                17047.52                     0  
    at13              21          .   17484.54    3954.908          1                1                   .8421962                18249.76                     0  
    at13              22          .   17849.56    3720.635          1                1                   .8732309                19016.05                     0  
    at13              23          .   18157.09    3462.056          1                1                   .7865826                17101.84                     0  
    at13              24          .   18463.57    3780.049          1                1                    .940111                20528.14                     0  
    at13              25          .   18776.34    3582.182          1                1                   .8752945                19097.33                     0  
    at13              26          .    19074.6    3552.022          1                1                   .8335871                18152.66                     0  
    at13              27          .   19351.15    4043.296          1                1                   .7988209                17237.77                     0  
    at13              28          .   19622.42    3522.593          1                1                   .9202461                 20138.2                     0  
    at13              29          .   19917.88    3610.038          1                1                   .9542009                20891.74                     0  
    at13              30          .   20247.97     3490.18          1                1                   .7226301                15634.98                     0  
    at13              31          .   20517.83     3340.76          1                1                   1.050767                23162.64                     0  
    at13              32          .   20744.04    3656.827          1                1                   .9604636                21023.16                     0  
    at13              33          .   20980.97     3880.96          1                1                   1.032398                22609.98                     0  
    at13              34          .   21241.58     3308.25          1                1                   .8859615                19408.44                     0  
    at13              35          .   21507.07    3579.655          1                1                   .9406663                20590.27                     0  
    at13              36          .   21785.78    3416.375          1                1                   1.001259                22013.79                     0  
    at13              37          .   22060.79    3393.176          1                1                   1.016557                22368.75                     0  
    at13              38          .   22292.04    3261.215          1                1                   1.066011                23530.26                     0  
    at13              39          .   22589.04    3744.026          1                1                   1.048098                23002.17                     0  
    at13              40          .   22877.01    3459.487          1                1                   .9893678                21731.69                     0  
    at13              41          .    23224.9    3460.659          1                1                   .9297794                20371.11                     0  
    at13              42          .   23492.58    3318.459          1                1                   .9476359                20813.83                     0  
    at13              43          .   23716.53    4027.604          1                1                    .917574                19952.56                     0  
    at13              44          .   24027.52    3295.391          1                1                   .9601284                21104.71                     0  
    at13              45          .   24292.38    4256.966          1                1                   1.084266                23701.23                     0  
    at13              46          .   24568.36    3938.458          1                1                   1.048309                22959.02                     0  
    at13              47          .   24859.07    3215.136          1                1                   .9696448                21341.76                     0  
    at13              48          .   25135.98    3155.276          1                1                   .8135376                17792.88                     0  
    at13              49          .   25315.82    3687.375          1                1                   1.158504                25536.54                     0  
    at13              50          .   25563.69    3757.625          1                1                   1.100788                24201.63                     0  
    at13              51          .   25944.28    3905.803          1                1                   1.021407                22352.94                     0  
    at13              52          .   26362.06    3742.825          1                1                   1.047004                22977.49                     0  
    at13              53          .   26630.58     4019.38          1                1                   1.018298                22253.93                     0  
    at13              54          .   26893.98    3318.927          1                1                   1.020674                22481.04                     0  
