   ccyy   conc_dhi_dhi   conc_dhi_hmc   conc_dhi_hmc_medianized_predict   conc_dhi_hmc_wor   conc_dhi_hmc_wor_pred   conc_dhi_inc_5_ours   conc_dhi_inc_5_ours_pred   conc_dhi_inc_5_ours_wor   conc_dhi_inc_5_ours_wor_pred   conc_dhi_tax_eff_ours   conc_dhi_tax_eff_ours_pred   conc_dhi_tax_eff_ours_wor   conc_dhi_tax_eff_ours_wor_pred   gini_dhi_scope_hmc   gini_inc1   gini_inc2   gini_inc3   gini_inc4   gini_inc_5_ours   gini_inc_5_ours_pred   gini_inc_5_ours_wor   gini_inc_5_ours_wor_pred   mean_dhi   mean_hchous   mean_hitp   mean_hmc   mean_hmc_pred_scaled   mean_hmc_scaled   mean_hmc_wor_pred_scaled   mean_hmc_wor_scaled   mean_hmchous   mean_inc1   mean_inc2   mean_inc3   mean_inc4   mean_scope  
    fr94       .2893954              .                          .1781989                  .                       .                     .                   .3108429                         .                              .                       .                     .1781989                           .                                .             .2776932           .           .           .           .                 .               .3119695                     .                          .   105543.4             0    852.1203          0               88752.71                 0                          0                     0              0           0           0           0           0     .9996023  
    fr00       .2770811       .2121272                          .1513208           .2059353                .1452332              .2901438                   .3023724                  .2912484                        .303336                .2121272                     .1513208                    .2059353                         .1452332             .2770811    .4910054    .3912527    .3492538     .277992          .3053243                 .30581              .2969544                   .3042414   113482.8      23089.13    791.0258   96981.58               96249.82          96249.82                   91925.66              91925.66       8028.225    150514.2    173396.7    184533.6    113135.5     .9986218  
    fr05        .280323       .1611999                          .1453103            .194306                .1519871              .3031164                   .3061567                  .2966019                       .3046109                .1611999                     .1453103                     .194306                         .1519871              .280323    .4866853    .3806109    .3393632    .2800337          .3093895               .3065182              .3044147                   .3048919   19572.89       5277.53    118.2576   15716.46               16570.59          16570.59                   15790.52              15790.52       2825.454       24695       29159    31036.91    19515.97     .9997249  
    fr10       .2868017       .1676935                          .1664395           .1900377                .1734198              .3073621                   .3075786                  .3032973                       .3061302                .1676935                     .1664395                    .1900377                         .1734198             .2868017    .5036922    .3882028    .3519119    .2868017          .3109408               .3079162              .3076713                   .3064864   24254.89             0    904.6234   18013.19               20037.99          20037.99                   19027.97              19027.97       2594.991    30223.21    36300.56    38454.18    24254.89     .9768795  
    ge10       .4445491       .3023411                            .24534           .3083856                       .                     .                          .                         .                              .                       .                            .                           .                                .             .4445491           .           .           .           .                 .                      .                     .                          .   3167.173             0    484.3386   2865.829                      0                 0                          0                     0       317.2065           0           0           0           0     .9722257  
    ge13       .4002958       .2985494                          .2187047           .3034612                       .                     .                          .                         .                              .                       .                            .                           .                                .             .4002958           .           .           .           .                 .                      .                     .                          .    4529.78             0    771.0357   3818.684                      0                 0                          0                     0       443.0888           0           0           0           0     .9699646  
    de73       .2707922       .1713776                          .1508021           .1834945                       .                     .                          .                         .                              .                       .                            .                           .                                .             .2707922           .           .           .    .2693634                 .                      .                     .                          .   15373.12      745.2492    517.5623   10431.91                      0                 0                          0                     0       745.0134           0           0           0    15230.56     .9987881  
    de78       .2635138       .1725934                          .1459851           .1885927                       .                     .                          .                         .                              .                       .                            .                           .                                .             .2635138           .           .           .    .2635138                 .                      .                     .                          .   22089.18      944.9981    780.3275   14622.54                      0                 0                          0                     0       944.7224           0           0           0    22089.18     .9995701  
    de81        .243901              .                          .1353423                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .     .243901                 .                      .                     .                          .   21560.98             0    62.36522          0                      0                 0                          0                     0              0           0           0           0    21560.98            1  
    de83       .2604621       .1741441                            .14523            .194518                       .                     .                          .                         .                              .                       .                            .                           .                                .             .2604621           .           .           .    .2589525                 .                      .                     .                          .   27969.24      1506.516    1395.397   21604.75                      0                 0                          0                     0       1506.224           0           0           0    27721.81     .9997248  
    de84       .2530751              .                          .1261032                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .2530754                 .                      .                     .                          .    23121.5      3494.523    138.5387          0                      0                 0                          0                     0       2800.198           0           0           0    23121.44      .980434  
    de89       .2535397              .                          .1297124                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .      .25354                 .                      .                     .                          .   27929.13      5326.735    178.8911          0                      0                 0                          0                     0       4457.301           0           0           0    27929.07     .9517543  
    de94       .2601657              .                          .1317446                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .2601656                 .                      .                     .                          .   32394.77      7287.203    241.7117          0                      0                 0                          0                     0       6151.459           0           0           0    32394.75     .8980284  
    de00       .2555656              .                          .1343931                  .                .1428307                     .                   .2751189                         .                       .2735426                       .                     .1343931                           .                         .1428307                    .    .4727811    .3548279    .3255912    .2555655                 .               .2757961                     .                    .273978   37240.86      8392.178     259.045          0               31894.22                 0                   29376.69                     0       6775.628    48361.93    56121.77    59198.64    37240.86     .9008735  
    de04       .2715602              .                          .1465112                  .                .1540106                     .                   .2905982                         .                       .2892407                       .                     .1465112                           .                         .1540106                    .    .5058385    .3813075    .3443782    .2715602                 .               .2911105                     .                   .2895977   20433.69      4626.672    150.2902          0                17173.5                 0                   15823.07                     0       3786.759    25344.79    29740.27    31654.71    20433.69     .8828816  
    de07       .2852896              .                          .1495465                  .                .1585525                     .                    .307802                         .                       .3061762                       .                     .1495465                           .                         .1585525                    .     .516434    .3874021    .3501093    .2852896                 .               .3083302                     .                   .3065555   21818.53      4915.321     155.029          0               18373.97                 0                   17046.38                     0       3969.237    26358.37    31277.31    33222.46    21818.53     .8732603  
    de10       .2839654              .                          .1445355                  .                .1541363                     .                   .3065213                         .                       .3047408                       .                     .1445355                           .                         .1541363                    .    .5127597    .3851044    .3476541    .2839654                 .               .3069164                     .                   .3050261   22938.07      5525.064    184.3624          0               19297.02                 0                   17862.37                     0       4499.337    27890.56    33039.94     35084.6    22938.07     .8885692  
    de13       .2892449              .                          .1528428                  .                 .161823                     .                    .312175                         .                       .3105032                       .                     .1528428                           .                          .161823                    .    .5291283    .3949061    .3564766    .2892449                 .               .3126245                     .                    .310833   23995.86      5584.093    168.8369          0               20420.22                 0                   19015.42                     0       4449.379    28957.62    34603.93    36669.17    23995.86     .9206033  
    gr95       .3479954              .                          .1913774                  .                       .                     .                   .3741815                         .                              .                       .                     .1913774                           .                                .                    .           .           .           .           .                 .               .3741894                     .                          .    2244726             0    23792.57          0                1905280                 0                          0                     0              0           0           0           0           0     .9771756  
    gr00       .3321936              .                          .1837077                  .                       .                     .                   .3623367                         .                              .                       .                     .1837077                           .                                .                    .           .           .           .           .                 .                .362348                     .                          .    3174151             0    21836.29          0                3046260                 0                          0                     0              0           0           0           0           0     .9903274  
    gr04       .3249303              .                          .1779993                  .                .1811283                     .                   .3516809                         .                       .3510273                       .                     .1779993                           .                         .1811283                    .           .           .           .           .                 .               .3519081                     .                   .3512517    12965.9             0    183.4253          0               12300.19                 0                   11910.26                     0       2921.799           0           0           0           0     .9937152  
    gr07       .3203529              .                           .163128                  .                .1661572                     .                   .3510577                         .                       .3503381                       .                      .163128                           .                         .1661572                    .     .489368    .3748956    .3719254    .3203362                 .               .3512937                     .                   .3505565   14852.08             0      243.96          0               14432.12                 0                   13983.35                     0       3270.303    19290.59    23007.67    23490.98    14850.95     .9761224  
    gr10       .3153971              .                          .1625559                  .                 .165671                     .                   .3467566                         .                       .3459368                       .                     .1625559                           .                          .165671                    .    .5208095    .3725927    .3611271     .315405                 .                .347043                     .                   .3462169   14507.41      5725.469    213.4243          0               14667.53                 0                    14126.9                     0       3280.727    17029.35    21627.64    22129.56    14507.23     .9595135  
    gr13       .3335077              .                          .1657944                  .                .1697111                     .                   .3794843                         .                       .3782227                       .                     .1657944                           .                         .1697111                    .    .5658458    .3934283    .3809656    .3335074                 .               .3799428                     .                    .378676   10580.17      5108.659    194.4134          0               11684.97                 0                   11199.63                     0       3059.824       11476    15275.68    15608.54    10579.86     .9829276  
    gt06        .488336       .3381135                          .3012694           .3472835                       .                     .                          .                         .                              .                       .                            .                           .                                .              .488336           .           .           .     .488336                 .                      .                     .                          .   21435.52      4349.386    715.8548    16909.1                      0                 0                          0                     0       1921.349           0           0           0    21435.52      .996502  
    gt11       .5269309              .                           .295409                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .5266109                 .                      .                     .                          .   22613.32             0    1167.052          0                      0                 0                          0                     0       495.5716           0           0           0    22541.92     .9874704  
    gt14       .4151325       .2466334                          .2238612           .2572598                       .                     .                          .                         .                              .                       .                            .                           .                                .             .4151325           .           .           .    .4149915                 .                      .                     .                          .   23966.23      5380.247      1153.6   19883.36                      0                 0                          0                     0       2509.892           0           0           0    23921.93      .997647  
    hu91       .2881823       .1309009                          .1557754           .1543539                       .                     .                          .                         .                              .                       .                            .                           .                                .             .2881823           .           .           .           .                 .                      .                     .                          .   203560.6      39817.58    1809.368   124838.4                      0                 0                          0                     0       39817.57           0           0           0           0      .992305  
    hu94       .3248849       .1418041                          .1712174           .1695816                       .                     .                          .                         .                              .                       .                            .                           .                                .             .3248849           .           .           .           .                 .                      .                     .                          .   313141.3      72122.45    3170.299   227031.8                      0                 0                          0                     0       72122.44           0           0           0           0     .9437778  
    hu05       .2899074              .                           .158415                  .                .1589902                     .                   .3296929                         .                       .3294303                       .                      .158415                           .                         .1589902             .2823514           .           .           .           .                 .               .3297305                     .                    .329469          .             .           .          .                      .                 .                          .                     .              .           .           .           .           .     .5177059  
    hu07        .268324              .                          .1481265                  .                .1485169                     .                   .3094781                         .                       .3094996                       .                     .1481265                           .                         .1485169             .2661909           .           .           .           .                 .               .3095286                     .                   .3095525          .             .           .          .                      .                 .                          .                     .              .           .           .           .           .     .6094623  
    hu09       .2821708              .                          .1556265                  .                .1562038                     .                   .3274297                         .                       .3278278                       .                     .1556265                           .                         .1562038             .2733641           .           .           .           .                 .               .3274819                     .                   .3278841          .             .           .          .                      .                 .                          .                     .              .           .           .           .           .     .2668281  
    hu12       .2850261              .                          .1574741                  .                .1580066                     .                   .3355525                         .                       .3356623                       .                     .1574741                           .                         .1580066             .2880057           .           .           .           .                 .               .3356251                     .                   .3357427          .             .           .          .                      .                 .                          .                     .              .           .           .           .           .      .497924  
    is04       .2557657              .                          .1394785                  .                .1418373                     .                   .3043263                         .                       .3026738                       .                     .1394785                           .                         .1418373                    .           .           .           .     .256634                 .               .3108644                     .                   .3082288    2605188             0    36531.98          0                2994957                 0                    2878146                     0       312817.3           0           0           0     2596774     .9878045  
    is07       .2781237              .                          .1587227                  .                .1614311                     .                   .3228292                         .                       .3212399                       .                     .1587227                           .                         .1614311                    .    .3814256    .3204746     .304092    .2790503                 .               .3256696                     .                   .3231851    3718089             0    48284.42          0                3763201                 0                    3617806                     0         452197     4627468     5063621     5214794     3705504     .9891316  
    is10       .2438957              .                          .1385523                  .                .1451291                     .                   .2788357                         .                       .2757482                       .                     .1385523                           .                         .1451291                    .    .4017136    .3222908    .2906106    .2444215                 .               .2803968                     .                   .2768488    3906905             0    61053.38          0                4771023                 0                    4494604                     0       486422.1     4737704     5359513     5665964     3895142     .9796832  
    in04       .4869401       .2196123                          .2828841           .2130223                       .                     .                          .                         .                              .                       .                            .                           .                                .             .4869401           .           .           .           .                 .                      .                     .                          .   23189.71      1853.846    452.2996   20535.16                      0                 0                          0                     0       1750.829           0           0           0           0     .9838299  
    in11       .4989102       .2209605                          .2628164           .2212669                       .                     .                          .                         .                              .                       .                            .                           .                                .             .4989102           .           .           .           .                 .                      .                     .                          .   57410.68       4114.06    2797.057   48647.95                      0                 0                          0                     0       3991.163           0           0           0           0     .9857522  
    ie87       .3245026              .                          .1798821                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .3260742                 .                      .                     .                          .   5691.831             0    9.521493          0                      0                 0                          0                     0              0           0           0           0    6114.596     .9925155  
    ie94       .3388104              .                          .1864333                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .           .                 .                      .                     .                          .   9320.392      780.1971    24.36633          0                      0                 0                          0                     0       779.9738           0           0           0           0     .9872674  
    ie95        .344657              .                          .1880705                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .           .                 .                      .                     .                          .   9893.024      852.1732    33.29613          0                      0                 0                          0                     0       851.9571           0           0           0           0      .975343  
    ie96       .3326297              .                          .1820277                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .           .                 .                      .                     .                          .   10492.35      951.3743    43.53223          0                      0                 0                          0                     0       951.1609           0           0           0           0     .9861896  
    ie04       .3251888              .                          .1811275                  .                .1861254                     .                   .3676108                         .                       .3658762                       .                     .1811275                           .                         .1861254                    .     .515931      .44122    .3549826    .3096685                 .               .3685792                     .                   .3668815   24984.19             0     321.705          0               23452.85                 0                   22774.23                     0         2040.5    26444.75    29647.28    35041.62    27787.72     .9908936  
    ie07       .3027684              .                          .1672984                  .                .1728122                     .                    .342986                         .                       .3410753                       .                     .1672984                           .                         .1728122                    .    .5166731    .4374898    .3402229    .2919099                 .               .3430223                     .                   .3411478   30384.12             0    235.3832          0               29175.31                 0                   28194.25                     0       2655.774    30787.85    34716.36    42270.57    33980.94     .9932675  
    ie10       .2933041              .                          .1668948                  .                 .176521                     .                   .3204964                         .                       .3181822                       .                     .1668948                           .                          .176521                    .    .5781953    .4908323    .3650865    .3038145                 .               .3205148                     .                   .3182483   25430.46             0    227.2058          0                22567.5                 0                   21600.08                     0       2494.443    25096.88    29003.52     37415.3    29048.58     .9927444  
    il79       .3038298              .                          .1713605                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .3038298                 .                      .                     .                          .   11887.94      1851.896    164.9667          0                      0                 0                          0                     0       139.5863           0           0           0    11887.94            1  
    il86        .309833              .                          .1749605                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .     .309833                 .                      .                     .                          .   9312.874             0    133.9697          0                      0                 0                          0                     0              0           0           0           0    9312.874     .9995421  
    il92       .3054622       .2739546                          .1944799            .289667                       .                     .                          .                         .                              .                       .                            .                           .                                .             .3054622           .           .           .    .3054622                 .                      .                     .                          .   28804.53      9294.428    556.5724   36371.11                      0                 0                          0                     0       4508.509           0           0           0    28804.53            1  
    il97       .3370563        .303246                          .1845629           .3211689                       .                     .                          .                         .                              .                       .                            .                           .                                .             .3370563           .           .           .    .3370563                 .                      .                     .                          .   49019.11      16273.95    727.3032   62624.08                      0                 0                          0                     0       7081.393           0           0           0    49019.11            1  
    il01       .3486283       .2250113                          .1864303           .2378342                       .                     .                          .                         .                              .                       .                            .                           .                                .             .3486283           .           .           .    .3495769                 .                      .                     .                          .   63107.65       17362.8    1272.165    54541.7                      0                 0                          0                     0       5451.342           0           0           0    63374.76     .9973136  
    il05       .3753501       .2459977                           .196034            .259695                       .                     .                          .                         .                              .                       .                            .                           .                                .             .3753501           .           .           .    .3766062                 .                      .                     .                          .   67179.45      19002.47    1748.042   58767.36                      0                 0                          0                     0       6792.218           0           0           0    67539.41     .9976282  
    il07       .3677286       .2358452                          .1956588           .2467447                       .                     .                          .                         .                              .                       .                            .                           .                                .             .3677286           .           .           .    .3677286                 .                      .                     .                          .   74266.77             0    1505.059   62841.61                      0                 0                          0                     0       7326.387           0           0           0    74266.76     .9975941  
    il10       .3835679       .2414847                          .2025755           .2578379                       .                     .                          .                         .                              .                       .                            .                           .                                .             .3835679    .5327202    .4631574    .4312501    .3835679                 .                      .                     .                          .   86988.69             0    1717.347   71283.41                      0                 0                          0                     0       8485.322    90679.16    103246.9    108349.6    86988.68     .9988526  
    il12       .3697023       .2228722                           .196134           .2376562                       .                     .                          .                         .                              .                       .                            .                           .                                .             .3697023           .           .           .    .3697023                 .                      .                     .                          .   95267.43             0    1843.034   75254.66                      0                 0                          0                     0       9635.294           0           0           0    95267.43     .9966098  
    it86       .3092952              .                          .1695939                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .           .                 .                      .                     .                          .   1.25e+07       1403019           0          0                      0                 0                          0                     0       137260.8           0           0           0           0     .9996504  
    it87       .3327299              .                          .2007612                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .           .                 .                      .                     .                          .   1.43e+07       2281623    32374.74          0                      0                 0                          0                     0       388408.6           0           0           0           0     .9975526  
    it89       .3033219              .                          .1892999                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .           .                 .                      .                     .                          .   1.74e+07       2995721    75291.85          0                      0                 0                          0                     0       438738.3           0           0           0           0       .99913  
    it91       .2910395              .                          .1837343                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .           .                 .                      .                     .                          .   1.97e+07       3524339    58326.25          0                      0                 0                          0                     0       448139.7           0           0           0           0     .9982009  
    it93       .3405781              .                          .2037939                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .           .                 .                      .                     .                          .   2.08e+07       4217836    65793.16          0                      0                 0                          0                     0       491813.6           0           0           0           0     .9969819  
    it95       .3369011       .1616898                          .1846411                  .                       .              .3642536                   .3606706                         .                              .                .1616898                     .1846411                           .                                .             .3369011           .           .           .           .          .3652001               .3606775                     .                          .   2.21e+07             0    214794.9   1.37e+07               1.76e+07          1.76e+07                          0                     0              0           0           0           0           0     .9955299  
    it98       .3421955       .1577514                          .1870636                  .                       .              .3732922                   .3683502                         .                              .                .1577514                     .1870636                           .                                .             .3421955           .           .           .           .          .3755492                .368358                     .                          .   2.54e+07             0    169367.8   1.40e+07               2.18e+07          2.18e+07                          0                     0              0           0           0           0           0     .9904941  
    it00       .3290766       .1582466                          .1806822                  .                       .              .3603591                   .3562506                         .                              .                .1582466                     .1806822                           .                                .             .3290766           .           .           .           .          .3621713               .3562606                     .                          .   2.68e+07             0    191332.6   1.53e+07               2.38e+07          2.38e+07                          0                     0              0           0           0           0           0     .9913632  
    it04       .3338652       .1603363                          .1812805                  .                       .              .3622348                   .3588108                         .                              .                .1603363                     .1812805                           .                                .             .3338652    .5027299    .4051245    .3978862    .3338652          .3639595               .3588188                     .                          .   15566.56             0    106.8745    9306.25               13344.09          13344.09                          0                     0              0    21364.26    25229.83    25468.86    15566.56      .998406  
    it08       .3219389       .1515082                          .1762642                  .                       .              .3497488                   .3457093                         .                              .                .1515082                     .1762642                           .                                .             .3219389    .4761657    .3828324     .375246    .3219388          .3510471               .3457171                     .                          .    17472.7             0    106.1832   10186.47               15043.16          15043.16                          0                     0              0    23347.29     27988.6     28251.5    17472.69     .9923446  
