    ccyy   dhi_quantiles      hmc_q      dhi_q   hmchous_q    prop4_q   prop4_scaled_q   hmc_medianized_predict_q   hmc_wor_pred_scaled_q   prop4_pred_scaled_q  
    at13               1          .   2267.125    4348.065          1                1                   .7136915                15290.81               .684812  
    at13               2          .   6332.745    4584.597          1                1                   .9028915                 19585.7              .3706512  
    at13               3          .   8362.104     3790.75          1                1                   .7882293                17154.16              .0095817  
    at13               4          .   9592.485    3883.254          1                1                   .6719095                14451.01              .0087964  
    at13               5          .    10341.8    4145.021          1                1                   .6186703                13155.99                     0  
    at13               6          .   11035.58    3783.926          1                1                   .7587395                16476.82                     0  
    at13               7          .    11559.3    3753.939          1                1                   .8419398                18400.78                     0  
    at13               8          .   12035.01    4154.074          1                1                   .8222963                17843.02                     0  
    at13               9          .   12673.22    3894.067          1                1                   .7322617                15838.04                     0  
    at13              10          .   13229.08    3828.574          1                1                   .6866603                14805.11                     0  
    at13              11          .   13726.43    3545.029          1                1                   .6570752                14198.46                     0  
    at13              12          .    14262.5    3870.861          1                1                   .7506358                 16267.3                     0  
    at13              13          .   14648.29    3792.619          1                1                   .7152769                15473.61                     0  
    at13              14          .   15103.71    3746.181          1                1                   .8624024                18874.07                     0  
    at13              15          .    15516.6    3433.435          1                1                   .8149276                17863.12                     0  
    at13              16          .    15813.8    4355.908          1                1                   .8945166                19453.06                     0  
    at13              17          .      16223    3892.342          1                1                   .8686046                18978.41                     0  
    at13              18          .   16510.55    3413.323          1                1                   .5441328                11632.14                     0  
    at13              19          .   16776.94    3991.101          1                1                   .8124827                17659.94                     0  
    at13              20          .   17143.73    4022.375          1                1                   .7902606                17139.94                     0  
    at13              21          .   17484.54    3954.908          1                1                   .8421962                18353.76                     0  
    at13              22          .   17849.56    3720.635          1                1                   .8732309                19130.17                     0  
    at13              23          .   18157.09    3462.056          1                1                   .7865826                17202.81                     0  
    at13              24          .   18463.57    3780.049          1                1                    .940111                20654.74                     0  
    at13              25          .   18776.34    3582.182          1                1                   .8752945                19214.16                     0  
    at13              26          .    19074.6    3552.022          1                1                   .8335871                 18261.6                     0  
    at13              27          .   19351.15    4043.296          1                1                   .7988209                17331.57                     0  
    at13              28          .   19622.42    3522.593          1                1                   .9202461                20265.07                     0  
    at13              29          .   19917.88    3610.038          1                1                   .9542009                   21024                     0  
    at13              30          .   20247.97     3490.18          1                1                   .7226301                15722.61                     0  
    at13              31          .   20517.83     3340.76          1                1                   1.050767                 23318.8                     0  
