    ccyy   conc_dhi_dhi   conc_dhi_hmc   conc_dhi_hmc_medianized_predict   conc_dhi_hmc_wor   conc_dhi_hmc_wor_pred   conc_dhi_inc_5_ours   conc_dhi_inc_5_ours_pred   conc_dhi_inc_5_ours_wor   conc_dhi_inc_5_ours_wor_pred   conc_dhi_tax_eff_ours   conc_dhi_tax_eff_ours_pred   conc_dhi_tax_eff_ours_wor   conc_dhi_tax_eff_ours_wor_pred   gini_dhi_scope_hmc   gini_inc1   gini_inc2   gini_inc3   gini_inc4   gini_inc_5_ours   gini_inc_5_ours_pred   gini_inc_5_ours_wor   gini_inc_5_ours_wor_pred   mean_dhi   mean_hchous   mean_hitp   mean_hmc   mean_hmc_pred_scaled   mean_hmc_scaled   mean_hmc_wor_pred_scaled   mean_hmc_wor_scaled   mean_hmchous   mean_inc1   mean_inc2   mean_inc3   mean_inc4   mean_scope   varlog_dhi   varlog_inc1   varlog_inc2   varlog_inc3   varlog_inc4   varlog_inc_5_ours   varlog_inc_5_ours_pred   varlog_inc_5_ours_wor   varlog_inc_5_ours_wor_pred  
    at00       .2562159              .                          .1486183                  .                .1528887                     .                   .2796035                         .                       .2786607                       .                     .1486183                           .                         .1528887                    .           .           .           .           .                 .               .2836466                     .                   .2830273   263713.9      12453.82    3418.961          0               219908.9                 0                   213963.4                     0       12453.43           0           0           0           0     .9076501     .2477573             .             .             .             .                   .                 .3394524                       .                     .3242313  
    at04       .2684039              .                          .1433537                  .                .1470627                     .                   .2959497                         .                       .2950462                       .                     .1433537                           .                         .1470627                    .    .4578143    .3368939    .3101777    .2686187                 .               .3000982                     .                   .2994454   22561.14      5805.177    181.0898          0               19101.79                 0                   18538.78                     0       2787.795    27525.01    33867.86    35750.75    22549.44     .9995477     .2875513      4.862065      .7994221      .3902259      .2879932                   .                 .3552471                       .                     .3530184  
    at07       .2842349              .                          .1577224                  .                       .                     .                   .3097856                         .                              .                       .                     .1577224                           .                                .                    .     .483887    .3677845    .3380315    .2844316                 .               .3127935                     .                          .   24575.44             0    238.8732          0               20063.98                 0                          0                     0              0    31037.16    36969.54    39148.21    24506.15     .9996731     .3990022      4.095367      .8699362      .5475757      .3990032                   .                 .3934748                       .                            .  
    at10       .2792102              .                          .1484567                  .                .1532059                     .                   .3059803                         .                       .3048788                       .                     .1484567                           .                         .1532059                    .           .           .           .    .2792113                 .               .3093186                     .                    .308443   27366.04      5921.444    263.4007          0               22967.74                 0                    22162.7                     0       3491.274           0           0           0    27313.22     .9991698      .375599             .             .             .      .3753323                   .                 .3981985                       .                     .4098207  
    at13       .2804496              .                          .1530809                  .                .1586269                     .                   .3082576                         .                       .3069123                       .                     .1530809                           .                         .1586269                    .     .498194    .3676159    .3341645    .2810524                 .               .3120291                     .                   .3109658   29111.97      5923.832    272.5468          0               25217.63                 0                   24290.49                     0       3756.719    35554.74    43479.55    46178.41    29078.79     .9996824     .3480865      4.972609      .8214203      .5001544      .3493415                   .                  .389773                       .                     .3870149  
    be85       .2264945              .                          .1302064                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .           .                 .                      .                     .                          .     395384             0    1300.301          0                      0                 0                          0                     0              0           0           0           0           0     .9981444     .1895359             .             .             .             .                   .                        .                       .                            .  
    be88        .232142              .                          .1309488                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .           .                 .                      .                     .                          .   432344.6             0    1369.518          0                      0                 0                          0                     0              0           0           0           0           0     .9960505     .2136673             .             .             .             .                   .                        .                       .                            .  
    be92       .2224754              .                          .1251936                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .2226235                 .                      .                     .                          .   515853.7       1726.52    2732.714          0                      0                 0                          0                     0       1726.097           0           0           0    514776.7     .9916937     .1815444             .             .             .      .1820742                   .                        .                       .                            .  
    be97       .2496077              .                           .144296                  .                .1440978                     .                    .269403                         .                       .2692062                       .                      .144296                           .                         .1440978                    .           .           .           .    .2496077                 .                .272362                     .                   .2724919   646403.4      109852.7    3086.913          0               520087.5                 0                   493377.2                     0       8280.255           0           0           0    646403.4     .9975922     .2677873             .             .             .      .2677873                   .                 .3101357                       .                     .3100072  
    br06       .5021761              .                          .2759863                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .5021751                 .                      .                     .                          .   10596.18             0    66.96161          0                      0                 0                          0                     0              0           0           0           0    10596.19     .9714159     .8747472             .             .             .      .8747435                   .                        .                       .                            .  
    br09       .4783285              .                          .2618841                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .4783275                 .                      .                     .                          .   13462.18             0    51.51075          0                      0                 0                          0                     0              0           0           0           0     13462.2     .9676905     .7997648             .             .             .      .7997625                   .                        .                       .                            .  
    br11       .4693674              .                          .2568955                  .                       .                     .                   .5287634                         .                              .                       .                     .2568955                           .                                .                    .           .           .           .     .469367                 .               .5331165                     .                          .          .             .           .          .                      .                 .                          .                     .              .           .           .           .           .     .9448823     .8089101             .             .             .      .8089095                   .                 1.124828                       .                            .  
    br13        .460147              .                          .2507457                  .                       .                     .                   .5150514                         .                              .                       .                     .2507457                           .                                .                    .           .           .           .    .4601468                 .               .5189608                     .                          .   19519.09             0     41.3748          0               17894.19                 0                          0                     0              0           0           0           0    19519.09     .9448287     .7377231             .             .             .       .737722                   .                 1.081772                       .                            .  
    ca71       .3151157              .                          .1786548                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .3172926                 .                      .                     .                          .   4330.802             0           0          0                      0                 0                          0                     0              0           0           0           0    4295.719     .9882671     .5220268             .             .             .      .5352672                   .                        .                       .                            .  
    ca75       .2880325              .                          .1623255                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .2902107                 .                      .                     .                          .   7433.257             0           0          0                      0                 0                          0                     0              0           0           0           0    7392.979     .9929141     .3893622             .             .             .      .4042193                   .                        .                       .                            .  
    ca81       .2830675              .                          .1601471                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .2859991                 .                      .                     .                          .   13848.72             0           0          0                      0                 0                          0                     0              0           0           0           0    13728.17     .9961444     .3526039             .             .             .      .3797416                   .                        .                       .                            .  
    ca87       .2821398              .                          .1632723                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .2849627                 .                      .                     .                          .   19785.42             0           0          0                      0                 0                          0                     0              0           0           0           0    19538.78     .9982343     .3160414             .             .             .       .344754                   .                        .                       .                            .  
    ca91         .28056              .                          .1561014                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .2843475                 .                      .                     .                          .   23927.44             0           0          0                      0                 0                          0                     0              0           0           0           0    23664.53     .9975114     .3051365             .             .             .      .3271787                   .                        .                       .                            .  
    ca94       .2835518              .                          .1582008                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .2872933                 .                      .                     .                          .   24793.41             0           0          0                      0                 0                          0                     0              0           0           0           0    24372.82     .9976541     .3112271             .             .             .      .3474539                   .                        .                       .                            .  
    ca97       .2911792              .                          .1625146                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .2961511                 .                      .                     .                          .   26064.89             0           0          0                      0                 0                          0                     0              0           0           0           0    25628.79     .9986725     .3996487             .             .             .      .4424238                   .                        .                       .                            .  
    ca98       .3109312              .                          .1722625                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .3123245                 .                      .                     .                          .   27416.64             0    87.59022          0                      0                 0                          0                     0              0           0           0           0    26865.94      .997718     .4301728             .             .             .       .452298                   .                        .                       .                            .  
    ca00       .3159964              .                          .1733902                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .3177643                 .                      .                     .                          .   29007.09             0    149.7799          0                      0                 0                          0                     0              0           0           0           0    28432.82     .9974259     .4092468             .             .             .      .4309207                   .                        .                       .                            .  
    ca04       .3190819              .                          .1772241                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .      .48013    .3990295    .3631638      .32128                 .                      .                     .                          .   33925.97             0    146.5004          0                      0                 0                          0                     0              0    38081.71    43155.89    45380.42    33186.99     .9984719     .4149117      1.998605      .8385125      .5735897      .4393767                   .                        .                       .                            .  
    ca07       .3177467              .                          .1745287                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .    .4770752    .3968613    .3613323    .3188173                 .                      .                     .                          .   39348.68             0    181.6757          0                      0                 0                          0                     0              0    43428.83     49224.3    51764.52    38457.95     .9993745     .3990252      1.859419      .7728031      .5448707       .420094                   .                        .                       .                            .  
    ca10       .3172654              .                           .170533                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .    .4834074    .4067698    .3588648    .3175303                 .                      .                     .                          .   42085.06             0    169.6618          0                      0                 0                          0                     0              0    45014.21    50797.02    54424.31    41259.66     .9990181     .4061388      2.059263       .884204      .5376476      .4187974                   .                        .                       .                            .  
    ca13       .3208294              .                          .1776607                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .    .4772426    .4003378    .3576802    .3208265                 .                      .                     .                          .   46155.26             0    180.6037          0                      0                 0                          0                     0              0     49861.7    56765.16    60237.28    45369.05     .9993991       .45987      2.286431      .9498194      .6047087      .4788743                   .                        .                       .                            .  
    cn02       .4152188       .3518681                          .2299367           .3492178                       .                     .                          .                         .                              .                       .                            .                           .                                .             .4152188           .           .           .           .                 .                      .                     .                          .   9213.396      582.0296    320.3727   6148.756                      0                 0                          0                     0       149.3766           0           0           0           0     .9988706     .5936992             .             .             .             .                   .                        .                       .                            .  
    co07       .5514781              .                          .3015288                  .                       .                     .                   .5864084                         .                              .                       .                     .3015288                           .                                .                    .           .           .           .    .5515708                 .               .5874445                     .                          .    6536154             0    361595.6          0                6301511                 0                          0                     0              0           0           0           0     6529464     .8888903     1.252235             .             .             .      1.251583                   .                 1.432115                       .                            .  
    cz92       .2057225              .                          .1145719                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .2071944                 .                      .                     .                          .   55501.32             0           0          0                      0                 0                          0                     0              0           0           0           0    54638.35     .9999313     .1344307             .             .             .      .1398505                   .                        .                       .                            .  
    cz96       .2563807              .                          .1430738                  .                       .                     .                   .2808568                         .                              .                       .                     .1430738                           .                                .                    .           .           .           .    .2563807                 .               .2849351                     .                          .   107160.5             0           0          0               97359.38                 0                          0                     0              0           0           0           0    107160.5     .9996461         .212             .             .             .          .212                   .                 .2836508                       .                            .  
    cz02        .255491              .                          .1480117                  .                       .                     .                   .2758187                         .                              .                       .                     .1480117                           .                                .                    .    .4752629    .3629814    .3307831    .2556057                 .               .2790199                     .                          .   155257.8             0    2450.519          0               141489.5                 0                          0                     0              0    193667.5    223957.8    235020.5    155185.3     .9999153     .2026164      2.204665       .698769       .359644      .2039974                   .                 .2605979                       .                            .  
    cz04        .266581              .                          .1522353                  .                .1563727                     .                   .2919281                         .                       .2908098                       .                     .1522353                           .                         .1563727                    .    .4788663    .3683709     .339484     .266581                 .               .2959823                     .                   .2951271   174319.9             0    2680.207          0               161768.5                 0                   155672.4                     0       30842.45    221430.9    256082.8    267903.7    174319.9            1     .2306195      2.322639      .6564311      .3905588      .2306195                   .                 .3267186                       .                     .3236476  
    cz07       .2516939              .                          .1455766                  .                .1491117                     .                   .2754678                         .                       .2745293                       .                     .1455766                           .                         .1491117                    .    .4579208    .3475452     .324702    .2516939                 .               .2800373                     .                   .2793943   218077.5      43028.82    4030.676          0               200952.4                 0                   194101.1                     0       38881.63    276979.8    319632.1    333808.8    218077.5     .9997165     .2182502      2.001482      .5472775      .3760226      .2182502                   .                 .2949345                       .                     .2880024  
    cz10         .25633              .                          .1461187                  .                 .150294                     .                   .2805664                         .                       .2794765                       .                     .1461186                           .                          .150294                    .     .459274    .3384139    .3196689      .25633                 .               .2849531                     .                   .2841728   245798.6       45813.7    5701.814          0               221878.1                 0                   213613.5                     0       44104.71    293532.4    345329.9    358760.3    245798.6     .9998538     .2224106      2.276162      .5453283      .3565895      .2224106                   .                 .3308917                       .                     .3184696  
    cz13       .2587139              .                          .1438131                  .                       .                     .                   .2875832                         .                              .                       .                     .1438131                           .                                .                    .    .4701374    .3435986    .3234764    .2587139                 .               .2929533                     .                          .   257817.8             0    6427.753          0               239016.2                 0                          0                     0              0    307207.5    362850.9    375197.5    257817.8            1     .2154142      2.356415      .6816555      .3510765      .2154142                   .                 .3100856                       .                            .  
    dk87       .2520936              .                          .1446948                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .2563185                 .                      .                     .                          .   117170.9      4532.239    194.5412          0                      0                 0                          0                     0       341.6166           0           0           0    116404.1     .9932477     .3701942             .             .             .      .3945804                   .                        .                       .                            .  
    dk92       .2370991              .                          .1345949                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .2395364                 .                      .                     .                          .   133124.5      4313.186    172.8314          0                      0                 0                          0                     0       325.1056           0           0           0      131778     .9946839     .3602641             .             .             .      .3723812                   .                        .                       .                            .  
    dk95       .2207273              .                          .1242586                  .                       .                     .                    .256574                         .                              .                       .                     .1242586                           .                                .                    .           .           .           .    .2232863                 .               .2692865                     .                          .     150255             0    701.9366          0               144562.6                 0                          0                     0              0           0           0           0    148415.3     .9985968      .190077             .             .             .      .2037606                   .                 .3038821                       .                            .  
    dk00       .2247808              .                          .1264744                  .                       .                     .                   .2699794                         .                              .                       .                     .1264744                           .                                .                    .    .4417824    .3274101     .272119    .2270365                 .               .2881283                     .                          .   178621.7             0    918.8016          0               186734.6                 0                          0                     0              0    211193.6      245448    268540.2    175867.1     .9983926     .1922816      6.855991      1.416963      .2889997      .2082715                   .                 .3775839                       .                            .  
    dk04       .2284362              .                          .1316505                  .                .1476021                     .                   .2693636                         .                       .2622389                       .                     .1316505                           .                         .1476021                    .    .4522499    .3313069    .2708351    .2291761                 .               .2848065                     .                   .2805988   203321.5      37729.47    1273.913          0               202027.4                 0                   187874.9                     0       19095.57    231115.5    271803.2    299698.8      201215     .9969199     .2044176      6.190109      1.172208      .2847647      .2123457                   .                 .3557627                       .                      .343172  
    dk07       .2391267              .                          .1346908                  .                .1196319                     .                    .290729                         .                       .2966391                       .                     .1346908                           .                         .1196319                    .    .4463652    .3300875    .2829599     .240498                 .               .3111128                     .                   .3196414   226296.3      31583.44    3624.343          0               242226.3                 0                   223492.5                     0       2380.596    269554.7    316187.6    340617.8    225488.9     .9961373     .2593662      6.870919      1.285567      .3412483      .2645574                   .                 .4273642                       .                     .4548122  
