    ccyy   conc_dhi_dhi   conc_dhi_hmc   conc_dhi_hmc_medianized_predict   conc_dhi_hmc_wor   conc_dhi_hmc_wor_pred   conc_dhi_inc_5_ours   conc_dhi_inc_5_ours_pred   conc_dhi_inc_5_ours_wor   conc_dhi_inc_5_ours_wor_pred   conc_dhi_tax_eff_ours   conc_dhi_tax_eff_ours_pred   conc_dhi_tax_eff_ours_wor   conc_dhi_tax_eff_ours_wor_pred   gini_dhi_scope_hmc   gini_inc1   gini_inc2   gini_inc3   gini_inc4   gini_inc_5_ours   gini_inc_5_ours_pred   gini_inc_5_ours_wor   gini_inc_5_ours_wor_pred   mean_dhi   mean_hchous   mean_hitp   mean_hmc   mean_hmc_pred_scaled   mean_hmc_scaled   mean_hmc_wor_pred_scaled   mean_hmc_wor_scaled   mean_hmchous   mean_inc1   mean_inc2   mean_inc3   mean_inc4   mean_scope   varlog_dhi   varlog_inc1   varlog_inc2   varlog_inc3   varlog_inc4   varlog_inc_5_ours   varlog_inc_5_ours_pred   varlog_inc_5_ours_wor   varlog_inc_5_ours_wor_pred  
    au81       .2806993              .                          .1591397                  .                       .                     .                   .2949694                         .                              .                       .                     .1591397                           .                                .                    .           .           .           .    .2812441                 .               .2960189                     .                          .   9810.939             0     13.3462          0               7532.853                 0                          0                     0              0           0           0           0    9756.727     .9983251     .3726687             .             .             .      .3809644                   .                 .3895567                       .                            .  
    au85       .2915426              .                          .1594945                  .                       .                     .                   .3102219                         .                              .                       .                     .1594945                           .                                .                    .           .           .           .    .2936599                 .               .3116831                     .                          .    13353.7             0     34.9305          0               10601.64                 0                          0                     0              0           0           0           0    13281.35     .9979807     .3987153             .             .             .      .4047365                   .                 .4145997                       .                            .  
    au89       .3024854              .                           .166863                  .                .1677064                     .                   .3203451                         .                       .3199278                       .                      .166863                           .                         .1677064                    .           .           .           .    .3028251                 .               .3215968                     .                   .3213405   18798.42      6057.038    52.16582          0               15277.81                 0                   14450.24                     0       2363.814           0           0           0    18764.26     .9979368     .4034372             .             .             .      .4047595                   .                 .4166541                       .                     .4296852  
    au95       .3043028              .                          .1723444                  .                 .180235                     .                   .3221964                         .                       .3209125                       .                     .1723444                           .                          .180235                    .           .           .           .    .3049238                 .               .3236113                     .                   .3224852   21207.11      1416.435    119.8809          0               18118.63                 0                    17248.9                     0       1416.407           0           0           0    21097.89     .9904961     .3934931             .             .             .      .3940854                   .                 .4086775                       .                     .4009189  
    au01       .3141239              .                          .1810065                  .                .1887213                     .                   .3337507                         .                        .332529                       .                     .1810065                           .                         .1887213                    .           .           .           .    .3146903                 .               .3354125                     .                   .3344102   27418.53      1820.453    188.1917          0               23650.13                 0                   22521.33                     0       1820.434           0           0           0       27386     .9914727     .4087126             .             .             .      .4101203                   .                 .4236727                       .                     .4403692  
    au03       .3098915              .                          .1780138                  .                .1845215                     .                   .3306555                         .                       .3295614                       .                     .1780138                           .                         .1845215                    .    .4835178    .4137664    .3647899    .3105161                 .               .3324428                     .                   .3315674   29554.82      2059.311    219.0015          0               26304.22                 0                   25130.51                     0       2059.293    33524.25    36530.58    38699.15    29495.79     .9912635     .4193283      2.052717      .9970759      .5624912      .4207237                   .                 .4432635                       .                      .439039  
    au08       .3332253              .                          .1793815                  .                .1868847                     .                   .3520674                         .                       .3510468                       .                     .1793815                           .                         .1868847                    .    .4886345    .4241046    .3827727    .3332824                 .               .3531884                     .                   .3523103   47415.62      10360.25    761.3362          0               37979.45                 0                   36185.54                     0       2975.538    52442.39    57042.71     59977.3    47412.06     .9964684     .4223786      2.101648      .9714255        .55898       .422765                   .                 .4552041                       .                     .4578659  
    au10       .3308726       .1968332                          .1850162           .2160486                .1925381              .3469453                   .3483146                  .3445866                       .3472873                .1968332                     .1850162                    .2160486                         .1925381             .3308726    .4927183    .4193896    .3720584    .3273597          .3485223               .3493402               .346414                    .348439   49668.35       13018.7    798.0413    36222.3               39560.77          39657.45                   37583.07              37802.38       4000.719    53160.88    58420.54     61824.4    49892.57     .5433912     .4388444      2.548992      1.243988      .5511557       .428733            .4517499                 .4675606                .4549931                     .4482994  
    at87       .2272546              .                          .1291032                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .           .                 .                      .                     .                          .   172301.5             0           0          0                      0                 0                          0                     0              0           0           0           0           0            1     .1869338             .             .             .             .                   .                        .                       .                            .  
    at97       .2655513              .                          .1437541                  .                       .                     .                   .2926343                         .                              .                       .                     .1437541                           .                                .                    .           .           .           .           .                 .               .2968715                     .                          .   241983.7             0    3184.322          0               202032.2                 0                          0                     0              0           0           0           0           0     .9010766     .2859122             .             .             .             .                   .                 .3670377                       .                            .  
