    ccyy   dhi_quantiles      hmc_q      dhi_q   hmchous_q    prop4_q   prop4_scaled_q   hmc_medianized_predict_q   hmc_wor_pred_scaled_q   prop4_pred_scaled_q  
    at13               1          .   2267.125    4348.065          1                1                    .481858                 9701.03              .4614079  
    at13               2          .   6332.745    4584.597          1                1                   .7943943                16673.65              .2792681  
    at13               3          .   8362.104     3790.75          1                1                   .6949551                14644.44                     0  
    at13               4          .   9592.485    3883.254          1                1                   .6054384                12605.13                     0  
    at13               5          .    10341.8    4145.021          1                1                   .5602978                11520.12                     0  
    at13               6          .   11035.58    3783.926          1                1                   .7183447                15172.71                     0  
    at13               7          .    11559.3    3753.939          1                1                   .7948047                16901.66                     0  
    at13               8          .   12035.01    4154.074          1                1                   .7955358                16812.73                     0  
    at13               9          .   12673.22    3894.067          1                1                   .7248254                15289.58                     0  
    at13              10          .   13229.08    3828.574          1                1                    .690864                14542.39                     0  
    at13              11          .   13726.43    3545.029          1                1                   .6600705                13923.93                     0  
    at13              12          .    14262.5    3870.861          1                1                   .7452049                15754.42                     0  
    at13              13          .   14648.29    3792.619          1                1                   .6969665                14689.22                     0  
    at13              14          .   15103.71    3746.181          1                1                   .8649871                18483.45                     0  
    at13              15          .    15516.6    3433.435          1                1                   .8366188                17927.27                     0  
    at13              16          .    15813.8    4355.908          1                1                   .8698159                18431.55                     0  
    at13              17          .      16223    3892.342          1                1                   .8489033                18082.92                     0  
    at13              18          .   16510.55    3413.323          1                1                    .591995                 12426.3                     0  
    at13              19          .   16776.94    3991.101          1                1                   .8159315                17314.74                     0  
    at13              20          .   17143.73    4022.375          1                1                   .7903791                16731.34                     0  
    at13              21          .   17484.54    3954.908          1                1                    .850066                18092.61                     0  
    at13              22          .   17849.56    3720.635          1                1                   .8719414                18646.71                     0  
    at13              23          .   18157.09    3462.056          1                1                   .8335418                17850.47                     0  
    at13              24          .   18463.57    3780.049          1                1                   .9569958                20545.56                     0  
    at13              25          .   18776.34    3582.182          1                1                   .8649235                18525.21                     0  
    at13              26          .    19074.6    3552.022          1                1                   .8464471                18117.26                     0  
    at13              27          .   19351.15    4043.296          1                1                   .8104628                 17177.9                     0  
    at13              28          .   19622.42    3522.593          1                1                   .9029514                19396.88                     0  
    at13              29          .   19917.88    3610.038          1                1                   .9452004                20324.83                     0  
    at13              30          .   20247.97     3490.18          1                1                   .7485691                15930.41                     0  
    at13              31          .   20517.83     3340.76          1                1                   1.076312                23346.96                     0  
    at13              32          .   20744.04    3656.827          1                1                   .9703413                20878.41                     0  
    at13              33          .   20980.97     3880.96          1                1                   1.057752                22786.92                     0  
    at13              34          .   21241.58     3308.25          1                1                   .9103455                19619.76                     0  
    at13              35          .   21507.07    3579.655          1                1                   .9843429                 21213.9                     0  
    at13              36          .   21785.78    3416.375          1                1                   .9787378                21130.73                     0  
