    ccyy   conc_dhi_dhi   conc_dhi_hmc   conc_dhi_hmc_medianized_predict   conc_dhi_hmc_wor   conc_dhi_hmc_wor_pred   conc_dhi_inc_5_ours   conc_dhi_inc_5_ours_pred   conc_dhi_inc_5_ours_wor   conc_dhi_inc_5_ours_wor_pred   conc_dhi_tax_eff_ours   conc_dhi_tax_eff_ours_pred   conc_dhi_tax_eff_ours_wor   conc_dhi_tax_eff_ours_wor_pred   gini_dhi_scope_hmc   gini_inc1   gini_inc2   gini_inc3   gini_inc4   gini_inc_5_ours   gini_inc_5_ours_pred   gini_inc_5_ours_wor   gini_inc_5_ours_wor_pred   mean_dhi   mean_hchous   mean_hitp   mean_hmc   mean_hmc_pred_scaled   mean_hmc_scaled   mean_hmc_wor_pred_scaled   mean_hmc_wor_scaled   mean_hmchous   mean_inc1   mean_inc2   mean_inc3   mean_inc4   mean_scope   varlog_dhi   varlog_inc1   varlog_inc2   varlog_inc3   varlog_inc4   varlog_inc_5_ours   varlog_inc_5_ours_pred   varlog_inc_5_ours_wor   varlog_inc_5_ours_wor_pred  
    au81              .              .                                 .                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .           .                 .                      .                     .                          .          .             .           .          .                      .                 .                          .                     .              .           .           .           .           .            0            .             .             .             .             .                   .                        .                       .                            .  
    au85              .              .                                 .                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .           .                 .                      .                     .                          .          .             .           .          .                      .                 .                          .                     .              .           .           .           .           .            0            .             .             .             .             .                   .                        .                       .                            .  
    au89       .3017817              .                          .1783833                  .                .1800424                     .                   .3180963                         .                       .3176044                       .                     .1783833                           .                         .1800424                    .           .           .           .    .3021271                 .               .3200412                     .                   .3195807   18845.35      6117.478    52.15847          0                15369.7                 0                   14541.52                     0       2387.499           0           0           0    18810.85     .9880087     .3985514             .             .             .      .3999006                   .                  .428042                       .                     .4249078  
    au95       .3043028              .                          .1400752                  .                .1464424                     .                   .3261813                         .                       .3250475                       .                     .1400752                           .                         .1464424                    .           .           .           .    .3049238                 .               .3288621                     .                   .3275101   21207.11      1416.435    119.8809          0               17838.05                 0                   16968.33                     0       1416.407           0           0           0    21097.89     .9904961     .3934931             .             .             .      .3940854                   .                 .4210637                       .                     .4183455  
    au01       .3141239              .                          .1469887                  .                .1530777                     .                   .3384164                         .                       .3374081                       .                     .1469887                           .                         .1530777                    .           .           .           .    .3146903                 .               .3413634                     .                   .3401314   27418.53      1820.453    188.1917          0               23356.96                 0                   22228.17                     0       1820.434           0           0           0       27386     .9914727     .4087126             .             .             .      .4101203                   .                 .4536321                       .                     .4498089  
    au03       .3098915              .                          .1460394                  .                 .151142                     .                   .3351971                         .                       .3343008                       .                     .1460394                           .                          .151142                    .    .4835178    .4137664    .3647899    .3105161                 .               .3384722                     .                   .3373405   29554.82      2059.311    219.0015          0               25869.01                 0                    24695.3                     0       2059.293    33524.25    36530.58    38699.15    29495.79     .9912635     .4193283      2.052717      .9970759      .5624912      .4207237                   .                 .4563284                       .                     .4533968  
    au08       .3332253              .                          .1767622                  .                .1841873                     .                   .3522455                         .                       .3512334                       .                     .1767622                           .                         .1841873                    .    .4886345    .4241046    .3827727    .3332824                 .               .3534714                     .                   .3525822   47415.62      10360.25    761.3362          0               37727.14                 0                   35933.23                     0       2975.538    52442.39    57042.71     59977.3    47412.06     .9964684     .4223786      2.101648      .9714255        .55898       .422765                   .                 .4543929                       .                     .4520024  
    au10       .3308726       .1968332                          .1820088           .2160486                .1894153              .3469453                   .3485647                  .3445866                       .3475493                .1968332                     .1820088                    .2160486                         .1894153             .3308726    .4927183    .4193896    .3720584    .3273597          .3485223               .3496938               .346414                   .3487786   49668.35       13018.7    798.0413    36222.3               39343.28          39657.45                   37365.58              37802.38       4000.719    53160.88    58420.54     61824.4    49892.57     .5433912     .4388444      2.548992      1.243988      .5511557       .428733            .4517499                 .4732935                .4549931                     .4669996  
    at87              .              .                                 .                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .           .                 .                      .                     .                          .          .             .           .          .                      .                 .                          .                     .              .           .           .           .           .            0            .             .             .             .             .                   .                        .                       .                            .  
    at97              .              .                                 .                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .           .                 .                      .                     .                          .          .             .           .          .                      .                 .                          .                     .              .           .           .           .           .            0            .             .             .             .             .                   .                        .                       .                            .  
