    ccyy   conc_dhi_dhi   conc_dhi_hmc   conc_dhi_hmc_medianized_predict   conc_dhi_hmc_wor   conc_dhi_hmc_wor_pred   conc_dhi_inc_5_ours   conc_dhi_inc_5_ours_pred   conc_dhi_inc_5_ours_wor   conc_dhi_inc_5_ours_wor_pred   conc_dhi_tax_eff_ours   conc_dhi_tax_eff_ours_pred   conc_dhi_tax_eff_ours_wor   conc_dhi_tax_eff_ours_wor_pred   gini_dhi_scope_hmc   gini_inc1   gini_inc2   gini_inc3   gini_inc4   gini_inc_5_ours   gini_inc_5_ours_pred   gini_inc_5_ours_wor   gini_inc_5_ours_wor_pred   mean_dhi   mean_hchous   mean_hitp   mean_hmc   mean_hmc_pred_scaled   mean_hmc_scaled   mean_hmc_wor_pred_scaled   mean_hmc_wor_scaled   mean_hmchous   mean_inc1   mean_inc2   mean_inc3   mean_inc4   mean_scope   varlog_dhi   varlog_inc1   varlog_inc2   varlog_inc3   varlog_inc4   varlog_inc_5_ours   varlog_inc_5_ours_pred   varlog_inc_5_ours_wor   varlog_inc_5_ours_wor_pred  
    be92       .2224754              .                          .1272863                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .2226235                 .                      .                     .                          .   515853.7       1726.52    2732.714          0                      0                 0                          0                     0       1726.097           0           0           0    514776.7     .9916937     .1815444             .             .             .      .1820742                   .                        .                       .                            .  
    be97       .2496077              .                          .1449195                  .                 .144753                     .                   .2694754                         .                        .269257                       .                     .1449195                           .                          .144753                    .           .           .           .    .2496077                 .               .2724255                     .                    .272501   646403.4      109852.7    3086.913          0               524301.3                 0                   497057.3                     0       8280.255           0           0           0    646403.4     .9975922     .2677873             .             .             .      .2677873                   .                 .3039258                       .                     .3228942  
    br06       .5021862              .                          .2761398                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .5021852                 .                      .                     .                          .   10595.71      249.2792    66.85338          0                      0                 0                          0                     0       248.8355           0           0           0    10595.72     .9712804       .87476             .             .             .      .8747564                   .                        .                       .                            .  
    br09        .478296              .                          .2619964                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .4782951                 .                      .                     .                          .   13454.27      332.7675    51.15363          0                      0                 0                          0                     0       332.3161           0           0           0    13454.29     .9658524     .7995998             .             .             .      .7995974                   .                        .                       .                            .  
    br11       .4693231              .                           .258327                  .                       .                     .                     .52728                         .                              .                       .                      .258327                           .                                .                    .           .           .           .    .4693226                 .               .5314918                     .                          .          .             .           .          .                      .                 .                          .                     .              .           .           .           .           .     .9444996     .8087239             .             .             .      .8087233                   .                 1.133718                       .                            .  
    br13       .4601099              .                          .2520335                  .                       .                     .                   .5138102                         .                              .                       .                     .2520335                           .                                .                    .           .           .           .    .4601097                 .               .5176653                     .                          .   19513.43      579.3281    41.39846          0               17665.72                 0                          0                     0       578.8707           0           0           0    19513.43     .9442888     .7375639             .             .             .      .7375628                   .                 1.082103                       .                            .  
    ca71       .3151157              .                          .1781096                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .3172926                 .                      .                     .                          .   4330.802             0           0          0                      0                 0                          0                     0              0           0           0           0    4295.719     .9882671     .5220268             .             .             .      .5352672                   .                        .                       .                            .  
    ca75       .2880325              .                          .1630342                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .2902107                 .                      .                     .                          .   7433.257             0           0          0                      0                 0                          0                     0              0           0           0           0    7392.979     .9929141     .3893622             .             .             .      .4042193                   .                        .                       .                            .  
    ca81       .2830675              .                          .1554314                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .2859991                 .                      .                     .                          .   13848.72             0           0          0                      0                 0                          0                     0              0           0           0           0    13728.17     .9961444     .3526039             .             .             .      .3797416                   .                        .                       .                            .  
    ca87       .2821398              .                          .1570618                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .2849627                 .                      .                     .                          .   19785.42             0           0          0                      0                 0                          0                     0              0           0           0           0    19538.78     .9982343     .3160414             .             .             .       .344754                   .                        .                       .                            .  
    ca91         .28056              .                          .1557288                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .2843475                 .                      .                     .                          .   23927.44             0           0          0                      0                 0                          0                     0              0           0           0           0    23664.53     .9975114     .3051365             .             .             .      .3271787                   .                        .                       .                            .  
    ca94       .2835518              .                          .1584192                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .2872933                 .                      .                     .                          .   24793.41             0           0          0                      0                 0                          0                     0              0           0           0           0    24372.82     .9976541     .3112271             .             .             .      .3474539                   .                        .                       .                            .  
    ca97       .2911792              .                             .1587                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .2961511                 .                      .                     .                          .   26064.89             0           0          0                      0                 0                          0                     0              0           0           0           0    25628.79     .9986725     .3996487             .             .             .      .4424238                   .                        .                       .                            .  
    ca98       .3109312              .                          .1733744                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .3123245                 .                      .                     .                          .   27416.64             0    87.59022          0                      0                 0                          0                     0              0           0           0           0    26865.94      .997718     .4301728             .             .             .       .452298                   .                        .                       .                            .  
    ca00       .3159964              .                          .1746516                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .3177643                 .                      .                     .                          .   29007.09             0    149.7799          0                      0                 0                          0                     0              0           0           0           0    28432.82     .9974259     .4092468             .             .             .      .4309207                   .                        .                       .                            .  
    ca04       .3190819              .                          .1785228                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .      .48013    .3990295    .3631638      .32128                 .                      .                     .                          .   33925.97             0    146.5004          0                      0                 0                          0                     0              0    38081.71    43155.89    45380.42    33186.99     .9984719     .4149117      1.998605      .8385125      .5735897      .4393767                   .                        .                       .                            .  
    ca07       .3177467              .                          .1747974                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .    .4770752    .3968613    .3613323    .3188173                 .                      .                     .                          .   39348.68             0    181.6757          0                      0                 0                          0                     0              0    43428.83     49224.3    51764.52    38457.95     .9993745     .3990252      1.859419      .7728031      .5448707       .420094                   .                        .                       .                            .  
    ca10       .3172654              .                          .1740572                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .    .4834074    .4067698    .3588648    .3175303                 .                      .                     .                          .   42085.06             0    169.6618          0                      0                 0                          0                     0              0    45014.21    50797.02    54424.31    41259.66     .9990181     .4061388      2.059263       .884204      .5376476      .4187974                   .                        .                       .                            .  
    ca13       .3208294              .                          .1759058                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .    .4772426    .4003378    .3576802    .3208265                 .                      .                     .                          .   46155.26             0    180.6037          0                      0                 0                          0                     0              0     49861.7    56765.16    60237.28    45369.05     .9993991       .45987      2.286431      .9498194      .6047087      .4788743                   .                        .                       .                            .  
    cn02       .4152188       .3518681                          .2307155           .3492178                       .                     .                          .                         .                              .                       .                            .                           .                                .             .4152188           .           .           .           .                 .                      .                     .                          .   9213.396      582.0296    320.3727   6148.756                      0                 0                          0                     0       149.3766           0           0           0           0     .9988706     .5936992             .             .             .             .                   .                        .                       .                            .  
    co07       .5514754              .                          .3526595                  .                       .                     .                    .578212                         .                              .                       .                     .3526595                           .                                .                    .           .           .           .     .551568                 .                .579389                     .                          .    6535803             0    361608.6          0                6091709                 0                          0                     0       439059.2           0           0           0     6529113     .8888583     1.252201             .             .             .      1.251549                   .                  1.29957                       .                            .  
    cz92       .2057225              .                          .1145573                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .2071944                 .                      .                     .                          .   55501.32             0           0          0                      0                 0                          0                     0              0           0           0           0    54638.35     .9999313     .1344307             .             .             .      .1398505                   .                        .                       .                            .  
    cz96       .2563807              .                          .1422573                  .                       .                     .                   .2813008                         .                              .                       .                     .1422573                           .                                .                    .           .           .           .    .2563807                 .               .2854831                     .                          .   107160.5             0           0          0                98226.8                 0                          0                     0              0           0           0           0    107160.5     .9996461         .212             .             .             .          .212                   .                 .2870626                       .                            .  
    cz02        .255491              .                          .1419934                  .                       .                     .                   .2770711                         .                              .                       .                     .1419934                           .                                .                    .    .4752629    .3629814    .3307831    .2556057                 .               .2802561                     .                          .   155257.8             0    2450.519          0                 142122                 0                          0                     0              0    193667.5    223957.8    235020.5    155185.3     .9999153     .2026164      2.204665       .698769       .359644      .2039974                   .                 .2561013                       .                            .  
    cz04        .266581              .                          .1534045                  .                .1577381                     .                   .2918366                         .                       .2906296                       .                     .1534045                           .                         .1577381                    .    .4788663    .3683709     .339484     .266581                 .               .2958879                     .                   .2949456   174319.9             0    2680.207          0               162652.8                 0                   156311.5                     0       30842.45    221430.9    256082.8    267903.7    174319.9            1     .2306195      2.322639      .6564311      .3905588      .2306195                   .                  .329876                       .                     .3334152  
    cz07       .2516939              .                          .1394092                  .                .1428599                     .                   .2771243                         .                       .2761444                       .                     .1394092                           .                         .1428599                    .    .4579208    .3475452     .324702    .2516939                 .               .2823124                     .                    .281489   218077.5      43028.82    4030.676          0               202742.2                 0                     195562                     0       38881.63    276979.8    319632.1    333808.8    218077.5     .9997165     .2182502      2.001482      .5472775      .3760226      .2182502                   .                 .2936383                       .                     .2913517  
    cz10         .25633              .                          .1331729                  .                .1369987                     .                   .2836001                         .                       .2825091                       .                     .1331729                           .                         .1369987                    .     .459274    .3384139    .3196689      .25633                 .               .2884966                     .                   .2875775   245798.6       45813.7    5701.814          0               223130.8                 0                   214490.4                     0       44104.71    293532.4    345329.9    358760.3    245798.6     .9998538     .2224106      2.276162      .5453283      .3565895      .2224106                   .                  .329374                       .                     .3322704  
    cz13       .2587313              .                          .1284222                  .                .1321418                     .                   .2918304                         .                         .29062                       .                     .1284222                           .                         .1321418                    .    .4701174    .3436319    .3234977    .2587313                 .               .2985504                     .                   .2975942   257867.2      49681.03    6428.209          0                 241149                 0                   232838.3                     0       46675.68    307294.2      362929    375280.6    257867.2     .9992692     .2154581      2.356944      .6819993      .3511485      .2154581                   .                 .3362858                       .                     .3328034  
    dk87       .2520936              .                          .1415527                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .2563185                 .                      .                     .                          .   117170.9      4532.239    194.5412          0                      0                 0                          0                     0       341.6166           0           0           0    116404.1     .9932477     .3701942             .             .             .      .3945804                   .                        .                       .                            .  
    dk92       .2370991              .                          .1334605                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .2395364                 .                      .                     .                          .   133124.5      4313.186    172.8314          0                      0                 0                          0                     0       325.1056           0           0           0      131778     .9946839     .3602641             .             .             .      .3723812                   .                        .                       .                            .  
    dk95       .2207273              .                          .1243047                  .                       .                     .                   .2572052                         .                              .                       .                     .1243047                           .                                .                    .           .           .           .    .2232863                 .               .2703575                     .                          .     150255             0    701.9366          0               146460.5                 0                          0                     0              0           0           0           0    148415.3     .9985968      .190077             .             .             .      .2037606                   .                 .3067909                       .                            .  
    dk00       .2247808              .                           .127714                  .                       .                     .                   .2702106                         .                              .                       .                      .127714                           .                                .                    .    .4417824    .3274101     .272119    .2270365                 .               .2888799                     .                          .   178621.7             0    918.8016          0               189018.3                 0                          0                     0              0    211193.6      245448    268540.2    175867.1     .9983926     .1922816      6.855991      1.416963      .2889997      .2082715                   .                 .3777925                       .                            .  
    dk04       .2284362              .                          .1418635                  .                .1606263                     .                   .2656799                         .                       .2569352                       .                     .1418635                           .                         .1606263                    .    .4522499    .3313069    .2708351    .2291761                 .                .284099                     .                   .2773797   203321.5      37729.47    1273.913          0               204477.6                 0                   188540.7                     0       19095.57    231115.5    271803.2    299698.8      201215     .9969199     .2044176      6.190109      1.172208      .2847647      .2123457                   .                 .3642987                       .                       .34726  
    dk07       .2391267              .                          .1342247                  .                .1194206                     .                   .2918687                         .                       .2978746                       .                     .1342247                           .                         .1194206                    .    .4463652    .3300875    .2829599     .240498                 .               .3126383                     .                   .3213043   226296.3      31583.44    3624.343          0               245054.3                 0                   226442.7                     0       2380.596    269554.7    316187.6    340617.8    225488.9     .9961373     .2593662      6.870919      1.285567      .3412483      .2645574                   .                 .4272535                       .                     .4649895  
