    ccyy   dhi_quantiles      hmc_q      dhi_q   hmchous_q   hmc_medianized_predict_q   hmc_wor_pred_scaled_q  
    at04               1          .    2701.08    3159.835                   .7621124                12360.88  
    at04               2          .    5560.05    2860.565                    .753088                12270.99  
    at04               3          .   7117.359    2942.329                   .7644354                12447.55  
    at04               4          .    8103.91    2880.849                   .7742115                12628.11  
    at04               5          .   8969.109    2683.529                   .7365075                12025.43  
    at04               6          .   9497.584    3085.451                   .7673968                12467.36  
    at04               7          .   9956.538    2483.807                   .7452289                12217.76  
    at04               8          .   10245.01    2443.695                   .7469315                12255.55  
    at04               9          .    10626.4    2953.908                   .8220521                13431.08  
    at04              10          .   10951.39    2769.046                   .8003733                13099.95  
    at04              11          .   11273.62    2592.858                    .764814                12529.41  
    at04              12          .   11607.33    2627.549                    .803822                13189.49  
    at04              13          .   11900.91      2417.4                   .8179194                13476.07  
    at04              14          .   12140.97    2612.471                   .8036642                13190.04  
    at04              15          .   12424.12    2640.049                   .8079357                13257.19  
    at04              16          .   12667.54     2757.51                   .8087479                13245.76  
    at04              17          .   12953.52     2566.84                   .8513317                14015.64  
    at04              18          .   13245.98    2591.186                   .8545369                14065.24  
    at04              19          .   13466.17    2612.254                   .8078863                13262.34  
    at04              20          .   13712.75    2555.058                   .8982025                 14820.3  
    at04              21          .   13932.88    2794.645                   .8836442                14519.49  
    at04              22          .   14129.01    2799.581                    .879985                 14455.8  
    at04              23          .   14343.74    2788.105                   .9062841                14908.34  
    at04              24          .    14558.1    2669.027                   .9008462                14840.97  
    at04              25          .   14818.08     2151.24                   .8872336                14719.69  
    at04              26          .   15050.64    2661.167                   .9011772                14848.33  
    at04              27          .   15283.17    2565.651                   .9661052                15980.07  
    at04              28          .   15498.77    2802.357                    .941073                15500.63  
    at04              29          .   15731.49    2415.751                   .9118611                 15084.1  
    at04              30          .   15948.84    2940.439                   .9185405                15085.24  
    at04              31          .   16169.85    2402.358                   .9781879                16222.07  
    at04              32          .   16394.81     2590.34                   .9311578                15376.68  
    at04              33          .   16576.74    2705.927                   .9384158                15475.95  
    at04              34          .   16781.32    2734.463                   .9641303                15909.87  
