    ccyy   dhi_quantiles      hmc_q      dhi_q   hmchous_q    prop4_q   prop4_scaled_q   hmc_medianized_predict_q   hmc_wor_pred_scaled_q   prop4_pred_scaled_q  
    at13               1          .   2267.125    4348.065          1                1                    .481858                 9717.27              .4614079  
    at13               2          .   6332.745    4584.597          1                1                   .7943943                16657.59              .2792681  
    at13               3          .   8362.104     3790.75          1                1                   .6949551                14626.74                     0  
    at13               4          .   9592.485    3883.254          1                1                   .6054384                12599.35                     0  
    at13               5          .    10341.8    4145.021          1                1                   .5602978                 11523.9                     0  
    at13               6          .   11035.58    3783.926          1                1                   .7183447                 15152.2                     0  
    at13               7          .    11559.3    3753.939          1                1                   .7948047                16871.78                     0  
    at13               8          .   12035.01    4154.074          1                1                   .7955358                 16789.4                     0  
    at13               9          .   12673.22    3894.067          1                1                   .7248254                15270.14                     0  
    at13              10          .   13229.08    3828.574          1                1                    .690864                 14525.8                     0  
    at13              11          .   13726.43    3545.029          1                1                   .6600705                13906.21                     0  
    at13              12          .    14262.5    3870.861          1                1                   .7452049                15732.23                     0  
    at13              13          .   14648.29    3792.619          1                1                   .6969665                14671.32                     0  
    at13              14          .   15103.71    3746.181          1                1                   .8649871                18445.31                     0  
    at13              15          .    15516.6    3433.435          1                1                   .8366188                17887.23                     0  
    at13              16          .    15813.8    4355.908          1                1                   .8698159                18402.96                     0  
    at13              17          .      16223    3892.342          1                1                   .8489033                18049.07                     0  
    at13              18          .   16510.55    3413.323          1                1                    .591995                12414.28                     0  
    at13              19          .   16776.94    3991.101          1                1                   .8159315                17286.35                     0  
    at13              20          .   17143.73    4022.375          1                1                   .7903791                16706.43                     0  
    at13              21          .   17484.54    3954.908          1                1                    .850066                18059.66                     0  
    at13              22          .   17849.56    3720.635          1                1                   .8719414                18607.34                     0  
    at13              23          .   18157.09    3462.056          1                1                   .8335418                17811.27                     0  
    at13              24          .   18463.57    3780.049          1                1                   .9569958                20497.32                     0  
    at13              25          .   18776.34    3582.182          1                1                   .8649235                18484.36                     0  
    at13              26          .    19074.6    3552.022          1                1                   .8464471                18078.05                     0  
    at13              27          .   19351.15    4043.296          1                1                   .8104628                17151.01                     0  
    at13              28          .   19622.42    3522.593          1                1                   .9029514                19350.63                     0  
    at13              29          .   19917.88    3610.038          1                1                   .9452004                20275.14                     0  
    at13              30          .   20247.97     3490.18          1                1                   .7485691                15901.51                     0  
    at13              31          .   20517.83     3340.76          1                1                   1.076312                23277.61                     0  
    at13              32          .   20744.04    3656.827          1                1                   .9703413                20826.58                     0  
    at13              33          .   20980.97     3880.96          1                1                   1.057752                22728.67                     0  
    at13              34          .   21241.58     3308.25          1                1                   .9103455                19569.11                     0  
    at13              35          .   21507.07    3579.655          1                1                   .9843429                21159.17                     0  
    at13              36          .   21785.78    3416.375          1                1                   .9787378                21073.95                     0  
    at13              37          .   22060.79    3393.176          1                1                   .9816997                   21146                     0  
