   ccyy   dhi_quantiles      hmc_q      dhi_q   hmchous_q   hmc_medianized_predict_q   hmc_wor_pred_scaled_q  
    de00               1          .   5819.085    6598.319                   .7140431                19224.46  
    de00               2          .   9751.734    5924.907                   .7381399                19486.82  
    de00               3          .   11812.89    6270.178                   .7674409                20058.39  
    de00               4          .   13150.72    6275.075                   .7584316                19562.31  
    de00               5          .   14292.55    6880.514                   .7920787                20393.44  
    de00               6          .   15384.08      5935.5                   .7680975                19932.27  
    de00               7          .   16159.42    6411.877                   .7888116                20460.23  
    de00               8          .   16931.53    6454.818                   .7802075                20194.62  
    de00               9          .   17594.57    7054.576                     .81238                20803.58  
    de00              10          .   18350.29    6571.226                   .7903264                20332.78  
    de00              11          .   19111.05     6362.74                   .8016647                20737.27  
    de00              12          .   19783.45    6001.942                   .7948623                 20643.7  
    de00              13          .   20282.69    6135.278                   .8052466                20916.94  
    de00              14          .   20748.06    6297.822                   .8178306                21229.07  
    de00              15          .   21173.55    6767.365                   .8395779                21666.71  
    de00              16          .   21622.09    6742.544                   .8484387                 22005.3  
    de00              17          .   22095.37    6260.275                   .8436908                21962.37  
    de00              18          .   22529.97    5737.836                   .8357889                21920.04  
    de00              19          .   22990.87    5650.553                   .8379526                 21959.2  
    de00              20          .   23422.27    5611.298                   .8425756                22139.87  
    de00              21          .   23775.36    6065.453                   .8613216                22481.24  
    de00              22          .   24119.92    5720.681                   .8630583                22628.41  
    de00              23          .   24500.96    6693.226                   .9059062                23592.65  
    de00              24          .   24892.76    7252.074                   .9101269                23473.97  
    de00              25          .   25290.98    5469.579                   .8804796                23180.45  
    de00              26          .   25652.76    5981.975                   .8960222                23506.43  
    de00              27          .   25964.65    6017.477                   .9207487                24213.92  
    de00              28          .   26296.36    6190.685                   .9003957                23583.03  
    de00              29          .   26674.44    6319.964                   .9221299                24065.01  
    de00              30          .   27065.71    5661.828                   .9121441                24115.54  
    de00              31          .   27435.37    7169.416                   .9747964                25419.55  
    de00              32          .   27698.22    5299.298                   .9168773                24401.09  
    de00              33          .   27925.01    6077.567                    .941959                24818.85  
    de00              34          .   28184.59    7498.589                   .9824234                25481.81  
    de00              35          .   28560.58    6010.862                   .9499182                24941.37  
    de00              36          .    28909.7    6088.981                   .9548588                25103.14  
    de00              37          .   29198.04    6122.033                    .980891                25993.01  
    de00              38          .   29481.84     5907.05                   .9767801                25848.64  
    de00              39          .    29823.1     6313.78                   .9855286                25957.18  
    de00              40          .   30133.74    6404.105                   1.015354                26870.97  
    de00              41          .   30462.59    5847.505                   1.013515                27055.39  
    de00              42          .   30839.72    5348.704                   .9827136                26100.76  
    de00              43          .   31191.94    7069.125                   1.058603                27918.46  
    de00              44          .   31542.08    5912.942                   1.006202                26681.12  
    de00              45          .   31908.15    5618.625                   .9805832                25994.29  
    de00              46          .   32241.79    14435.11                   1.109638                26620.65  
    de00              47          .   32544.22    5395.299                   .9980091                26648.48  
    de00              48          .   32870.45    6466.841                   1.039371                27534.79  
    de00              49          .   33232.23    10430.23                   1.064007                26729.35  
    de00              50          .    33571.3    5824.194                   1.044193                27795.48  
    de00              51          .   33891.74    7159.185                   1.077762                   28364  
    de00              52          .   34294.32    7258.268                   1.079654                28318.25  
    de00              53          .   34638.41    5873.285                     1.0578                28139.46  
    de00              54          .   35031.91    7164.368                   1.083473                28483.73  
    de00              55          .   35424.31    6234.399                    1.09114                 29093.2  
    de00              56          .   35776.21    6161.965                   1.103354                29482.42  
    de00              57          .   36160.32    6203.943                   1.115134                29824.28  
    de00              58          .   36578.02    6559.975                   1.130261                30153.45  
    de00              59          .   36988.07    5827.471                   1.091038                29010.52  
    de00              60          .   37422.11    6853.683                    1.10777                29251.21  
    de00              61          .   37800.76    5742.277                   1.097328                29295.16  
    de00              62          .   38225.64    7053.222                   1.147644                30432.65  
    de00              63          .    38694.6    7375.801                   1.200675                 31929.3  
    de00              64          .   39119.65    6638.808                   1.155343                30829.47  
    de00              65          .   39595.22    6504.191                   1.165257                31068.13  
    de00              66          .   40071.15    6769.988                    1.18804                31683.86  
    de00              67          .   40514.81    6366.925                    1.18434                31697.99  
    de00              68          .   40955.99    6079.886                   1.136716                30351.69  
    de00              69          .   41490.63    7602.933                   1.215066                32173.22  
    de00              70          .   42018.45    5920.121                   1.124832                30120.63  
    de00              71          .   42507.09    6221.735                   1.202672                32184.87  
    de00              72          .   43027.43    6311.565                    1.19665                31963.63  
    de00              73          .   43639.35    7289.056                   1.203226                31911.33  
    de00              74          .   44213.68    6815.835                    1.26179                33841.57  
    de00              75          .    44869.1    6267.877                   1.261024                33984.89  
    de00              76          .   45495.16    7275.784                   1.282894                34302.98  
    de00              77          .    46133.3    7523.143                     1.2573                33388.61  
    de00              78          .   46726.09    6249.715                   1.269655                34270.29  
    de00              79          .   47390.91    5436.142                   1.266104                34248.74  
    de00              80          .   48075.36    6615.758                   1.252463                33529.07  
    de00              81          .   48757.28    6986.437                    1.34587                36242.65  
    de00              82          .   49430.85    12399.92                   1.389176                35497.69  
    de00              83          .   50210.55        6605                   1.308607                35168.13  
    de00              84          .   51149.82    7639.925                   1.414428                38096.58  
    de00              85          .   52065.29    6643.159                   1.329821                35836.89  
    de00              86          .   53141.67    7951.224                   1.413563                37812.89  
    de00              87          .   54234.59    7112.247                   1.393609                37299.92  
    de00              88          .   55629.82    7619.119                   1.435598                38514.44  
    de00              89          .   57065.34    8592.277                   1.470524                39227.92  
    de00              90          .   58492.64    6294.733                   1.410952                37912.18  
    de00              91          .    59997.8    7433.365                   1.501029                40491.22  
    de00              92          .   61865.82    6733.781                     1.4342                38243.51  
    de00              93          .   63980.32    7419.051                   1.564186                 42360.5  
    de00              94          .   66346.01    7351.942                   1.577074                 42670.8  
    de00              95          .   69064.36    10374.86                   1.684901                44847.89  
    de00              96          .   72735.38    7771.161                   1.648329                44189.09  
    de00              97          .    77750.3    8007.369                   1.687624                45578.36  
    de00              98          .   84984.85    7067.305                   1.773455                48303.19  
    de00              99          .   97078.52    9635.423                   2.010095                54445.09  
    de00             100          .   144098.4    9085.676                   2.473952                68514.46  
    de04               1          .   3015.107     3397.34                   .6918042                10263.52  
    de04               2          .   5361.605    3345.726                    .737152                10452.46  
    de04               3          .   6491.798     3315.24                   .7549738                10597.21  
    de04               4          .   7185.201    3090.118                   .7459346                10485.92  
    de04               5          .     7649.2    3511.996                   .7590766                10549.57  
    de04               6          .   8065.953    3389.156                   .7771111                10864.36  
    de04               7          .   8467.885    3797.732                     .79721                11178.05  
    de04               8          .   8866.847    3495.835                   .7816851                10872.72  
    de04               9          .   9209.533    3455.395                   .7857959                10933.03  
    de04              10          .   9596.264    3280.326                   .7774989                 10864.2  
    de04              11          .   9923.617    3417.745                   .7850718                10946.32  
    de04              12          .   10176.72    3774.151                   .7949542                10957.32  
    de04              13          .   10428.93    3470.203                   .7981822                11109.47  
    de04              14          .   10740.35     4104.01                   .8248132                11318.23  
    de04              15          .   10997.81    3847.745                    .819601                11307.05  
    de04              16          .   11292.63    3368.865                   .7972674                11115.36  
    de04              17          .   11535.43    3580.884                   .8222843                11475.76  
    de04              18          .   11755.56    3542.066                   .8382676                11708.62  
    de04              19          .   12017.38    3489.281                   .8486392                11877.51  
    de04              20          .   12277.13    3503.648                   .8611659                12084.25  
    de04              21          .   12536.72    3286.456                   .8472534                 11922.9  
    de04              22          .   12751.23    3000.093                   .8307765                11701.17  
    de04              23          .   12954.58    3203.249                   .8531778                 11991.5  
    de04              24          .   13179.21    3278.565                   .8950201                12687.07  
    de04              25          .   13377.28    3226.241                   .8555417                12038.98  
    de04              26          .    13569.2    3464.919                   .8961871                12627.54  
    de04              27          .   13746.88    3836.307                   .9164493                12822.96  
    de04              28          .   13935.75    3545.272                   .9097811                12765.55  
    de04              29          .   14130.99    3686.817                   .9124895                12778.49  
    de04              30          .   14349.13    3261.781                   .9163342                 12986.1  
    de04              31          .   14542.34    3514.537                   .9303017                13101.67  
    de04              32          .    14751.1     3315.99                   .9347806                13149.24  
    de04              33          .   14940.59    3702.721                   .9529217                13417.85  
    de04              34          .   15151.79    3415.059                   .9501896                13416.28  
    de04              35          .   15359.35    3051.599                   .9481845                13523.54  
    de04              36          .    15556.2    3664.812                   .9564985                13437.77  
    de04              37          .   15783.52    3460.573                   .9838945                13996.09  
    de04              38          .   15966.17    3287.744                   .9385011                13272.99  
    de04              39          .    16185.7    2976.664                   .9673887                13716.07  
    de04              40          .   16387.43    3438.482                   .9705327                13767.06  
    de04              41          .   16560.12    2927.318                   .9491472                13542.05  
    de04              42          .   16763.94    4041.433                   1.013585                14225.25  
    de04              43          .   16977.58    3892.992                   1.016185                14257.82  
    de04              44          .   17134.52    3128.406                   .9682202                13656.63  
    de04              45          .   17277.71    3481.516                   1.023565                14582.45  
    de04              46          .   17474.77    3313.826                   1.026191                14673.16  
    de04              47          .   17661.02    4273.164                   1.062578                14885.53  
    de04              48          .      17841    3373.391                   1.044772                14887.16  
    de04              49          .   18022.32     3324.24                   1.024566                14653.92  
    de04              50          .    18177.9    4054.956                   1.049728                14773.59  
    de04              51          .   18382.71    3808.558                   1.074096                 15252.3  
    de04              52          .   18598.35    4355.699                   1.099492                15488.53  
    de04              53          .   18772.83    3744.013                   1.084581                15396.76  
    de04              54          .   18937.59    3164.551                   1.001687                14188.29  
    de04              55          .   19154.83    3568.816                    1.05987                15085.01  
    de04              56          .   19343.27    3547.729                   1.087157                15469.35  
    de04              57          .   19570.57    3387.902                   1.052836                15030.92  
    de04              58          .   19785.53    3085.461                   1.102184                15863.17  
    de04              59          .   19941.88    3278.678                   1.092157                15534.24  
    de04              60          .   20190.17    3588.975                    1.11354                15830.49  
    de04              61          .   20422.22    3740.649                   1.107479                15688.64  
