    ccyy   conc_dhi_dhi   conc_dhi_hmc   conc_dhi_hmc_medianized_predict   conc_dhi_hmc_wor   conc_dhi_hmc_wor_pred   conc_dhi_inc_5_ours   conc_dhi_inc_5_ours_pred   conc_dhi_inc_5_ours_wor   conc_dhi_inc_5_ours_wor_pred   conc_dhi_tax_eff_ours   conc_dhi_tax_eff_ours_pred   conc_dhi_tax_eff_ours_wor   conc_dhi_tax_eff_ours_wor_pred   gini_dhi_scope_hmc   gini_inc1   gini_inc2   gini_inc3   gini_inc4   gini_inc_5_ours   gini_inc_5_ours_pred   gini_inc_5_ours_wor   gini_inc_5_ours_wor_pred   mean_dhi   mean_hchous   mean_hitp   mean_hmc   mean_hmc_pred_scaled   mean_hmc_scaled   mean_hmc_wor_pred_scaled   mean_hmc_wor_scaled   mean_hmchous   mean_inc1   mean_inc2   mean_inc3   mean_inc4   mean_scope   varlog_dhi   varlog_inc1   varlog_inc2   varlog_inc3   varlog_inc4   varlog_inc_5_ours   varlog_inc_5_ours_pred   varlog_inc_5_ours_wor   varlog_inc_5_ours_wor_pred  
    at13       .2804496              .                          .1627833                  .                .1715347                     .                    .305794                         .                       .3174325                       .                     .1627833                           .                         .1715347                    .     .498194    .3676159    .3341645    .2810524                 .               .3150038                     .                    .341325   29111.97      5923.832    272.5468          0               24938.75                 0                   34502.59                     0       3756.719    35554.74    43479.55    46178.41    29078.79     .9996824     .3480865      4.972609      .8214203      .5001544      .3493415                   .                 .4090211                       .                     .5250214  
    cz13       .2587313              .                          .1509467                  .                .1564917                     .                   .2856838                         .                       .3014986                       .                     .1509467                           .                         .1564917                    .    .4701174    .3436319    .3234977    .2587313                 .                .298951                     .                   .3379914   257867.2      49681.03    6428.209          0               238152.2                 0                   341279.6                     0       46675.68    307294.2      362929    375280.6    257867.2     .9992692     .2154581      2.356944      .6819993      .3511485      .2154581                   .                 .3723253                       .                     .4974415  
    dk13              .              .                                 .                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .           .                 .                      .                     .                          .          .             .           .          .                      .                 .                          .                     .              .           .           .           .           .            0            .             .             .             .             .                   .                        .                       .                            .  
    ee13       .3508322              .                           .200866                  .                .2045484                     .                   .3986268                         .                       .4259696                       .                      .200866                           .                         .2045484                    .    .5290836    .4220587    .4103938    .3514928                 .               .4137716                     .                   .4630436   9759.141       1731.51    71.26691          0               9781.267                 0                   13486.73                     0       1066.085    11323.79     13014.3    13623.88    9733.896     .9289116     .5387384      3.379266      .8266745      .7429628      .5445955                   .                 .7946312                       .                     .8801838  
    fi13              .              .                                 .                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .           .                 .                      .                     .                          .          .             .           .          .                      .                 .                          .                     .              .           .           .           .           .            0            .             .             .             .             .                   .                        .                       .                            .  
    fr10       .2859335       .1831056                          .1838027           .2190077                .1947822              .3037727                   .3035245                  .2976213                       .3099939                .1831056                     .1838027                    .2190077                         .1947822             .2859335    .4984899    .3824221    .3498489    .2859335          .3083552               .3096327              .3045025                   .3261001   24756.43      7114.379    932.8526   20539.84               20413.98          20539.84                   27848.05              19825.46       2494.914     31093.8    37321.72    39379.88    24756.43     .9097843     .3109716      3.034487      1.070013      .4714454      .3109716             .384836                 .3856527                .3661886                     .4319173  
    de13       .2892449              .                          .1630384                  .                 .175139                     .                   .3100444                         .                       .3157878                       .                     .1630384                           .                          .175139                    .    .5291283    .3949061    .3564766    .2892449                 .                .315625                     .                   .3286335   23995.86      5584.093    168.8369          0               20075.91                 0                   25098.25                     0       4449.379    28957.62    34603.93    36669.17    23995.86     .9206033      .287527      4.582183      .9566039      .4567949       .287527                   .                 .3855404                       .                     .4442319  
    gr13       .3335077              .                          .1803879                  .                .1873079                     .                   .3754308                         .                       .4050487                       .                     .1803879                           .                         .1873079                    .    .5658458    .3934283    .3809656    .3335074                 .               .3864688                     .                   .4406952   10580.17      5108.659    194.4134          0               11673.42                 0                   17159.15                     0       3059.824       11476    15275.68    15608.54    10579.86     .9829276     .4354347      1.344059      .5840673      .5571648      .4354178                   .                 .6979871                       .                     .8135909  
    is10              .              .                                 .                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .           .                 .                      .                     .                          .          .             .           .          .                      .                 .                          .                     .              .           .           .           .           .            0            .             .             .             .             .                   .                        .                       .                            .  
    ie10              .              .                                 .                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .           .                 .                      .                     .                          .          .             .           .          .                      .                 .                          .                     .              .           .           .           .           .            0            .             .             .             .             .                   .                        .                       .                            .  
