"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CAN","Canada","P31CP042","Imputed rentals for housing","C","Current prices","1990","1990","CAD","Canadian Dollar","6","Millions",,,52709,,
"CAN","Canada","P31CP042","Imputed rentals for housing","C","Current prices","1991","1991","CAD","Canadian Dollar","6","Millions",,,56509,,
"CAN","Canada","P31CP042","Imputed rentals for housing","C","Current prices","1992","1992","CAD","Canadian Dollar","6","Millions",,,59950,,
"CAN","Canada","P31CP042","Imputed rentals for housing","C","Current prices","1993","1993","CAD","Canadian Dollar","6","Millions",,,62758,,
"CAN","Canada","P31CP042","Imputed rentals for housing","C","Current prices","1994","1994","CAD","Canadian Dollar","6","Millions",,,66503,,
"CAN","Canada","P31CP042","Imputed rentals for housing","C","Current prices","1995","1995","CAD","Canadian Dollar","6","Millions",,,69448,,
"CAN","Canada","P31CP042","Imputed rentals for housing","C","Current prices","1996","1996","CAD","Canadian Dollar","6","Millions",,,71761,,
"CAN","Canada","P31CP042","Imputed rentals for housing","C","Current prices","1997","1997","CAD","Canadian Dollar","6","Millions",,,74081,,
"CAN","Canada","P31CP042","Imputed rentals for housing","C","Current prices","1998","1998","CAD","Canadian Dollar","6","Millions",,,76750,,
"CAN","Canada","P31CP042","Imputed rentals for housing","C","Current prices","1999","1999","CAD","Canadian Dollar","6","Millions",,,79345,,
"CAN","Canada","P31CP042","Imputed rentals for housing","C","Current prices","2000","2000","CAD","Canadian Dollar","6","Millions",,,82586,,
"CAN","Canada","P31CP042","Imputed rentals for housing","C","Current prices","2001","2001","CAD","Canadian Dollar","6","Millions",,,86014,,
"CAN","Canada","P31CP042","Imputed rentals for housing","C","Current prices","2002","2002","CAD","Canadian Dollar","6","Millions",,,90313,,
"CAN","Canada","P31CP042","Imputed rentals for housing","C","Current prices","2003","2003","CAD","Canadian Dollar","6","Millions",,,94459,,
"CAN","Canada","P31CP042","Imputed rentals for housing","C","Current prices","2004","2004","CAD","Canadian Dollar","6","Millions",,,99112,,
"CAN","Canada","P31CP042","Imputed rentals for housing","C","Current prices","2005","2005","CAD","Canadian Dollar","6","Millions",,,103783,,
"CAN","Canada","P31CP042","Imputed rentals for housing","C","Current prices","2006","2006","CAD","Canadian Dollar","6","Millions",,,109824,,
"CAN","Canada","P31CP042","Imputed rentals for housing","C","Current prices","2007","2007","CAD","Canadian Dollar","6","Millions",,,117266,,
"CAN","Canada","P31CP042","Imputed rentals for housing","C","Current prices","2008","2008","CAD","Canadian Dollar","6","Millions",,,124573,,
"CAN","Canada","P31CP042","Imputed rentals for housing","C","Current prices","2009","2009","CAD","Canadian Dollar","6","Millions",,,130690,,
"CAN","Canada","P31CP042","Imputed rentals for housing","C","Current prices","2010","2010","CAD","Canadian Dollar","6","Millions",,,136591,,
"CAN","Canada","P31CP042","Imputed rentals for housing","C","Current prices","2011","2011","CAD","Canadian Dollar","6","Millions",,,142730,,
"CAN","Canada","P31CP042","Imputed rentals for housing","C","Current prices","2012","2012","CAD","Canadian Dollar","6","Millions",,,149431,,
"CAN","Canada","P31CP042","Imputed rentals for housing","C","Current prices","2013","2013","CAD","Canadian Dollar","6","Millions",,,156876,,
"CZE","Czech Republic","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","1995","1995","CZK","Czech Koruna","6","Millions",,,769509,,
"CZE","Czech Republic","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","1996","1996","CZK","Czech Koruna","6","Millions",,,891967,,
"CZE","Czech Republic","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","1997","1997","CZK","Czech Koruna","6","Millions",,,997383,,
"CZE","Czech Republic","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","1998","1998","CZK","Czech Koruna","6","Millions",,,1075053,,
"CZE","Czech Republic","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","1999","1999","CZK","Czech Koruna","6","Millions",,,1132860,,
"CZE","Czech Republic","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","2000","2000","CZK","Czech Koruna","6","Millions",,,1191096,,
"CZE","Czech Republic","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","2001","2001","CZK","Czech Koruna","6","Millions",,,1270126,,
"CZE","Czech Republic","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","2002","2002","CZK","Czech Koruna","6","Millions",,,1325396,,
"CZE","Czech Republic","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","2003","2003","CZK","Czech Koruna","6","Millions",,,1390394,,
"CZE","Czech Republic","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","2004","2004","CZK","Czech Koruna","6","Millions",,,1481541,,
"CZE","Czech Republic","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","2005","2005","CZK","Czech Koruna","6","Millions",,,1544679,,
"CZE","Czech Republic","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","2006","2006","CZK","Czech Koruna","6","Millions",,,1631011,,
"CZE","Czech Republic","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","2007","2007","CZK","Czech Koruna","6","Millions",,,1749455,,
"CZE","Czech Republic","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","2008","2008","CZK","Czech Koruna","6","Millions",,,1887029,,
"CZE","Czech Republic","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","2009","2009","CZK","Czech Koruna","6","Millions",,,1890858,,
"CZE","Czech Republic","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","2010","2010","CZK","Czech Koruna","6","Millions",,,1919942,,
"CZE","Czech Republic","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","2011","2011","CZK","Czech Koruna","6","Millions",,,1951963,,
"CZE","Czech Republic","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","2012","2012","CZK","Czech Koruna","6","Millions",,,1970389,,
"CZE","Czech Republic","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","2013","2013","CZK","Czech Koruna","6","Millions",,,1996648,,
"CZE","Czech Republic","P31DC","Final consumption expenditure of households on the territory","C","Current prices","1995","1995","CZK","Czech Koruna","6","Millions",,,800439,,
"CZE","Czech Republic","P31DC","Final consumption expenditure of households on the territory","C","Current prices","1996","1996","CZK","Czech Koruna","6","Millions",,,933185,,
"CZE","Czech Republic","P31DC","Final consumption expenditure of households on the territory","C","Current prices","1997","1997","CZK","Czech Koruna","6","Millions",,,1044259,,
"CZE","Czech Republic","P31DC","Final consumption expenditure of households on the territory","C","Current prices","1998","1998","CZK","Czech Koruna","6","Millions",,,1132180,,
"CZE","Czech Republic","P31DC","Final consumption expenditure of households on the territory","C","Current prices","1999","1999","CZK","Czech Koruna","6","Millions",,,1187161,,
"CZE","Czech Republic","P31DC","Final consumption expenditure of households on the territory","C","Current prices","2000","2000","CZK","Czech Koruna","6","Millions",,,1248378,,
"CZE","Czech Republic","P31DC","Final consumption expenditure of households on the territory","C","Current prices","2001","2001","CZK","Czech Koruna","6","Millions",,,1330349,,
"CZE","Czech Republic","P31DC","Final consumption expenditure of households on the territory","C","Current prices","2002","2002","CZK","Czech Koruna","6","Millions",,,1372314,,
"CZE","Czech Republic","P31DC","Final consumption expenditure of households on the territory","C","Current prices","2003","2003","CZK","Czech Koruna","6","Millions",,,1436102,,
"CZE","Czech Republic","P31DC","Final consumption expenditure of households on the territory","C","Current prices","2004","2004","CZK","Czech Koruna","6","Millions",,,1531994,,
"CZE","Czech Republic","P31DC","Final consumption expenditure of households on the territory","C","Current prices","2005","2005","CZK","Czech Koruna","6","Millions",,,1618217,,
"CZE","Czech Republic","P31DC","Final consumption expenditure of households on the territory","C","Current prices","2006","2006","CZK","Czech Koruna","6","Millions",,,1721137,,
"CZE","Czech Republic","P31DC","Final consumption expenditure of households on the territory","C","Current prices","2007","2007","CZK","Czech Koruna","6","Millions",,,1838289,,
"CZE","Czech Republic","P31DC","Final consumption expenditure of households on the territory","C","Current prices","2008","2008","CZK","Czech Koruna","6","Millions",,,1964007,,
"CZE","Czech Republic","P31DC","Final consumption expenditure of households on the territory","C","Current prices","2009","2009","CZK","Czech Koruna","6","Millions",,,1977197,,
"CZE","Czech Republic","P31DC","Final consumption expenditure of households on the territory","C","Current prices","2010","2010","CZK","Czech Koruna","6","Millions",,,2006035,,
"CZE","Czech Republic","P31DC","Final consumption expenditure of households on the territory","C","Current prices","2011","2011","CZK","Czech Koruna","6","Millions",,,2040933,,
"CZE","Czech Republic","P31DC","Final consumption expenditure of households on the territory","C","Current prices","2012","2012","CZK","Czech Koruna","6","Millions",,,2059184,,
"CZE","Czech Republic","P31DC","Final consumption expenditure of households on the territory","C","Current prices","2013","2013","CZK","Czech Koruna","6","Millions",,,2082442,,
"CZE","Czech Republic","P31CP042","Imputed rentals for housing","C","Current prices","1995","1995","CZK","Czech Koruna","6","Millions",,,77723,,
"CZE","Czech Republic","P31CP042","Imputed rentals for housing","C","Current prices","1996","1996","CZK","Czech Koruna","6","Millions",,,87336,,
"CZE","Czech Republic","P31CP042","Imputed rentals for housing","C","Current prices","1997","1997","CZK","Czech Koruna","6","Millions",,,99868,,
"CZE","Czech Republic","P31CP042","Imputed rentals for housing","C","Current prices","1998","1998","CZK","Czech Koruna","6","Millions",,,114381,,
"CZE","Czech Republic","P31CP042","Imputed rentals for housing","C","Current prices","1999","1999","CZK","Czech Koruna","6","Millions",,,124379,,
"CZE","Czech Republic","P31CP042","Imputed rentals for housing","C","Current prices","2000","2000","CZK","Czech Koruna","6","Millions",,,134325,,
"CZE","Czech Republic","P31CP042","Imputed rentals for housing","C","Current prices","2001","2001","CZK","Czech Koruna","6","Millions",,,141669,,
"CZE","Czech Republic","P31CP042","Imputed rentals for housing","C","Current prices","2002","2002","CZK","Czech Koruna","6","Millions",,,153649,,
"CZE","Czech Republic","P31CP042","Imputed rentals for housing","C","Current prices","2003","2003","CZK","Czech Koruna","6","Millions",,,165127,,
"CZE","Czech Republic","P31CP042","Imputed rentals for housing","C","Current prices","2004","2004","CZK","Czech Koruna","6","Millions",,,177915,,
"CZE","Czech Republic","P31CP042","Imputed rentals for housing","C","Current prices","2005","2005","CZK","Czech Koruna","6","Millions",,,187492,,
"CZE","Czech Republic","P31CP042","Imputed rentals for housing","C","Current prices","2006","2006","CZK","Czech Koruna","6","Millions",,,199505,,
"CZE","Czech Republic","P31CP042","Imputed rentals for housing","C","Current prices","2007","2007","CZK","Czech Koruna","6","Millions",,,216160,,
"CZE","Czech Republic","P31CP042","Imputed rentals for housing","C","Current prices","2008","2008","CZK","Czech Koruna","6","Millions",,,238568,,
"CZE","Czech Republic","P31CP042","Imputed rentals for housing","C","Current prices","2009","2009","CZK","Czech Koruna","6","Millions",,,260405,,
"CZE","Czech Republic","P31CP042","Imputed rentals for housing","C","Current prices","2010","2010","CZK","Czech Koruna","6","Millions",,,269358,,
"CZE","Czech Republic","P31CP042","Imputed rentals for housing","C","Current prices","2011","2011","CZK","Czech Koruna","6","Millions",,,274875,,
"CZE","Czech Republic","P31CP042","Imputed rentals for housing","C","Current prices","2012","2012","CZK","Czech Koruna","6","Millions",,,275534,,
"CZE","Czech Republic","P31CP042","Imputed rentals for housing","C","Current prices","2013","2013","CZK","Czech Koruna","6","Millions",,,275685,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","1973","1973","DKK","Danish Krone","6","Millions",,,95750,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","1974","1974","DKK","Danish Krone","6","Millions",,,107852,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","1975","1975","DKK","Danish Krone","6","Millions",,,122936,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","1976","1976","DKK","Danish Krone","6","Millions",,,145432,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","1977","1977","DKK","Danish Krone","6","Millions",,,162272,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","1978","1978","DKK","Danish Krone","6","Millions",,,177978,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","1979","1979","DKK","Danish Krone","6","Millions",,,196850,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","1980","1980","DKK","Danish Krone","6","Millions",,,211649,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","1981","1981","DKK","Danish Krone","6","Millions",,,233797,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","1982","1982","DKK","Danish Krone","6","Millions",,,261230,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","1983","1983","DKK","Danish Krone","6","Millions",,,284010,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","1984","1984","DKK","Danish Krone","6","Millions",,,314222,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","1985","1985","DKK","Danish Krone","6","Millions",,,340404,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","1986","1986","DKK","Danish Krone","6","Millions",,,367752,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","1987","1987","DKK","Danish Krone","6","Millions",,,376354,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","1988","1988","DKK","Danish Krone","6","Millions",,,384193,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","1989","1989","DKK","Danish Krone","6","Millions",,,403755,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","1990","1990","DKK","Danish Krone","6","Millions",,,413739,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","1991","1991","DKK","Danish Krone","6","Millions",,,431932,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","1992","1992","DKK","Danish Krone","6","Millions",,,448059,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","1993","1993","DKK","Danish Krone","6","Millions",,,448380,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","1994","1994","DKK","Danish Krone","6","Millions",,,490668,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","1995","1995","DKK","Danish Krone","6","Millions",,,508529,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","1996","1996","DKK","Danish Krone","6","Millions",,,529465,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","1997","1997","DKK","Danish Krone","6","Millions",,,554981,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","1998","1998","DKK","Danish Krone","6","Millions",,,575990,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","1999","1999","DKK","Danish Krone","6","Millions",,,586113,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","2000","2000","DKK","Danish Krone","6","Millions",,,604098,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","2001","2001","DKK","Danish Krone","6","Millions",,,619151,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","2002","2002","DKK","Danish Krone","6","Millions",,,640438,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","2003","2003","DKK","Danish Krone","6","Millions",,,656735,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","2004","2004","DKK","Danish Krone","6","Millions",,,696726,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","2005","2005","DKK","Danish Krone","6","Millions",,,735184,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","2006","2006","DKK","Danish Krone","6","Millions",,,773237,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","2007","2007","DKK","Danish Krone","6","Millions",,,800874,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","2008","2008","DKK","Danish Krone","6","Millions",,,828120,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","2009","2009","DKK","Danish Krone","6","Millions",,,807917,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","2010","2010","DKK","Danish Krone","6","Millions",,,834283,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","2011","2011","DKK","Danish Krone","6","Millions",,,855735,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","2012","2012","DKK","Danish Krone","6","Millions",,,879669,,
"DNK","Denmark","P31NC","Final consumption expend. of res. households on the territory and abroad","C","Current prices","2013","2013","DKK","Danish Krone","6","Millions",,,890590,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","1973","1973","DKK","Danish Krone","6","Millions",,,97316,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","1974","1974","DKK","Danish Krone","6","Millions",,,109927,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","1975","1975","DKK","Danish Krone","6","Millions",,,124986,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","1976","1976","DKK","Danish Krone","6","Millions",,,147518,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","1977","1977","DKK","Danish Krone","6","Millions",,,164304,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","1978","1978","DKK","Danish Krone","6","Millions",,,180078,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","1979","1979","DKK","Danish Krone","6","Millions",,,198414,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","1980","1980","DKK","Danish Krone","6","Millions",,,213151,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","1981","1981","DKK","Danish Krone","6","Millions",,,237008,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","1982","1982","DKK","Danish Krone","6","Millions",,,264821,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","1983","1983","DKK","Danish Krone","6","Millions",,,288688,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","1984","1984","DKK","Danish Krone","6","Millions",,,319569,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","1985","1985","DKK","Danish Krone","6","Millions",,,344691,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","1986","1986","DKK","Danish Krone","6","Millions",,,369523,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","1987","1987","DKK","Danish Krone","6","Millions",,,377998,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","1988","1988","DKK","Danish Krone","6","Millions",,,386082,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","1989","1989","DKK","Danish Krone","6","Millions",,,405611,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","1990","1990","DKK","Danish Krone","6","Millions",,,417897,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","1991","1991","DKK","Danish Krone","6","Millions",,,438413,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","1992","1992","DKK","Danish Krone","6","Millions",,,454654,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","1993","1993","DKK","Danish Krone","6","Millions",,,453844,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","1994","1994","DKK","Danish Krone","6","Millions",,,495540,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","1995","1995","DKK","Danish Krone","6","Millions",,,512515,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","1996","1996","DKK","Danish Krone","6","Millions",,,533147,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","1997","1997","DKK","Danish Krone","6","Millions",,,557374,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","1998","1998","DKK","Danish Krone","6","Millions",,,577673,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","1999","1999","DKK","Danish Krone","6","Millions",,,588802,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","2000","2000","DKK","Danish Krone","6","Millions",,,608317,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","2001","2001","DKK","Danish Krone","6","Millions",,,624745,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","2002","2002","DKK","Danish Krone","6","Millions",,,645276,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","2003","2003","DKK","Danish Krone","6","Millions",,,660424,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","2004","2004","DKK","Danish Krone","6","Millions",,,700291,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","2005","2005","DKK","Danish Krone","6","Millions",,,740161,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","2006","2006","DKK","Danish Krone","6","Millions",,,779007,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","2007","2007","DKK","Danish Krone","6","Millions",,,804438,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","2008","2008","DKK","Danish Krone","6","Millions",,,829150,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","2009","2009","DKK","Danish Krone","6","Millions",,,805081,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","2010","2010","DKK","Danish Krone","6","Millions",,,832657,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","2011","2011","DKK","Danish Krone","6","Millions",,,856125,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","2012","2012","DKK","Danish Krone","6","Millions",,,879638,,
"DNK","Denmark","P31DC","Final consumption expenditure of households on the territory","C","Current prices","2013","2013","DKK","Danish Krone","6","Millions",,,893068,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","1973","1973","DKK","Danish Krone","6","Millions",,,7077,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","1974","1974","DKK","Danish Krone","6","Millions",,,8461,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","1975","1975","DKK","Danish Krone","6","Millions",,,9786,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","1976","1976","DKK","Danish Krone","6","Millions",,,11832,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","1977","1977","DKK","Danish Krone","6","Millions",,,13808,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","1978","1978","DKK","Danish Krone","6","Millions",,,15576,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","1979","1979","DKK","Danish Krone","6","Millions",,,17369,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","1980","1980","DKK","Danish Krone","6","Millions",,,19133,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","1981","1981","DKK","Danish Krone","6","Millions",,,21187,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","1982","1982","DKK","Danish Krone","6","Millions",,,23547,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","1983","1983","DKK","Danish Krone","6","Millions",,,26405,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","1984","1984","DKK","Danish Krone","6","Millions",,,27845,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","1985","1985","DKK","Danish Krone","6","Millions",,,30026,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","1986","1986","DKK","Danish Krone","6","Millions",,,32030,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","1987","1987","DKK","Danish Krone","6","Millions",,,35283,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","1988","1988","DKK","Danish Krone","6","Millions",,,37855,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","1989","1989","DKK","Danish Krone","6","Millions",,,40637,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","1990","1990","DKK","Danish Krone","6","Millions",,,43459,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","1991","1991","DKK","Danish Krone","6","Millions",,,46002,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","1992","1992","DKK","Danish Krone","6","Millions",,,48279,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","1993","1993","DKK","Danish Krone","6","Millions",,,50747,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","1994","1994","DKK","Danish Krone","6","Millions",,,52601,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","1995","1995","DKK","Danish Krone","6","Millions",,,54244,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","1996","1996","DKK","Danish Krone","6","Millions",,,55608,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","1997","1997","DKK","Danish Krone","6","Millions",,,57542,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","1998","1998","DKK","Danish Krone","6","Millions",,,59308,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","1999","1999","DKK","Danish Krone","6","Millions",,,60718,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","2000","2000","DKK","Danish Krone","6","Millions",,,63201,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","2001","2001","DKK","Danish Krone","6","Millions",,,66133,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","2002","2002","DKK","Danish Krone","6","Millions",,,69413,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","2003","2003","DKK","Danish Krone","6","Millions",,,72258,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","2004","2004","DKK","Danish Krone","6","Millions",,,75192,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","2005","2005","DKK","Danish Krone","6","Millions",,,77998,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","2006","2006","DKK","Danish Krone","6","Millions",,,81465,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","2007","2007","DKK","Danish Krone","6","Millions",,,84953,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","2008","2008","DKK","Danish Krone","6","Millions",,,87699,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","2009","2009","DKK","Danish Krone","6","Millions",,,91305,,
"DNK","Denmark","P31CP042","Imputed rentals for housing","C","Current prices","2010","2010","DKK","Danish Krone","6","Millions",,,98749,,
