"LOCATION","Country","TRANSACT","Transaction","SECTOR","Sector","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ITA","Italy","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,944917.55,,
"ITA","Italy","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,964246.99,,
"ITA","Italy","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,945050.81,,
"ITA","Italy","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,970153.05,,
"ITA","Italy","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,998377.2,,
"ITA","Italy","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,985066.62,,
"ITA","Italy","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,971969.13,,
"ITA","Italy","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,581399.09,,
"ITA","Italy","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,611247.35,,
"ITA","Italy","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,645244.28,,
"ITA","Italy","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,679167.37,,
"ITA","Italy","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,709500.14,,
"ITA","Italy","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,750485.2,,
"ITA","Italy","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,774938.22,,
"ITA","Italy","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,797758.65,,
"ITA","Italy","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,827517.39,,
"ITA","Italy","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,855845.51,,
"ITA","Italy","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,885372,,
"ITA","Italy","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,921508.94,,
"ITA","Italy","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,953415.4,,
"ITA","Italy","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,972390.67,,
"ITA","Italy","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,953739.89,,
"ITA","Italy","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,978931.9,,
"ITA","Italy","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,1007196,,
"ITA","Italy","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,993724.97,,
"ITA","Italy","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,980879.89,,
"ITA","Italy","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,730485,,
"ITA","Italy","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,770137.8,,
"ITA","Italy","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,788418.2,,
"ITA","Italy","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,795817,,
"ITA","Italy","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,818397.9,,
"ITA","Italy","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,853597.4,,
"ITA","Italy","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,895068.3,,
"ITA","Italy","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,930076.6,,
"ITA","Italy","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,961873.8,,
"ITA","Italy","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,999100.7,,
"ITA","Italy","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,1027099.9,,
"ITA","Italy","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,1065441.1,,
"ITA","Italy","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,1105075.1,,
"ITA","Italy","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,1125254.7,,
"ITA","Italy","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,1099071.4,,
"ITA","Italy","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,1097976.5,,
"ITA","Italy","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,1126300.6,,
"ITA","Italy","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,1095744.3,,
"ITA","Italy","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,1100096.5,,
"ITA","Italy","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,581399.09,,
"ITA","Italy","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,611247.35,,
"ITA","Italy","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,645244.28,,
"ITA","Italy","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,679167.37,,
"ITA","Italy","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,709500.14,,
"ITA","Italy","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,750485.2,,
"ITA","Italy","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,774938.22,,
"ITA","Italy","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,797758.65,,
"ITA","Italy","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,827517.39,,
"ITA","Italy","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,855845.51,,
"ITA","Italy","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,885372,,
"ITA","Italy","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,921508.94,,
"ITA","Italy","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,953415.4,,
"ITA","Italy","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,972390.67,,
"ITA","Italy","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,953739.89,,
"ITA","Italy","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,978931.9,,
"ITA","Italy","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,1007196,,
"ITA","Italy","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,993724.97,,
"ITA","Italy","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,980879.89,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","1994","1994","JPY","Yen","6","Millions",,,263785800,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","1995","1995","JPY","Yen","6","Millions",,,269293900,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","1996","1996","JPY","Yen","6","Millions",,,275002200,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","1997","1997","JPY","Yen","6","Millions",,,280139600,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","1998","1998","JPY","Yen","6","Millions",,,277869000,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","1999","1999","JPY","Yen","6","Millions",,,278763000,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2000","2000","JPY","Yen","6","Millions",,,280997900,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2001","2001","JPY","Yen","6","Millions",,,283294000,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2002","2002","JPY","Yen","6","Millions",,,282778200,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2003","2003","JPY","Yen","6","Millions",,,281447300,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2004","2004","JPY","Yen","6","Millions",,,283526000,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2005","2005","JPY","Yen","6","Millions",,,285671500,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2006","2006","JPY","Yen","6","Millions",,,288421800,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2007","2007","JPY","Yen","6","Millions",,,290123300,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2008","2008","JPY","Yen","6","Millions",,,289102000,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2009","2009","JPY","Yen","6","Millions",,,280474000,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2010","2010","JPY","Yen","6","Millions",,,282864600,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2011","2011","JPY","Yen","6","Millions",,,279649700,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2012","2012","JPY","Yen","6","Millions",,,283172900,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2013","2013","JPY","Yen","6","Millions",,,289446000,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","1994","1994","JPY","Yen","6","Millions",,,322354300,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","1995","1995","JPY","Yen","6","Millions",,,326858200,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","1996","1996","JPY","Yen","6","Millions",,,327582200,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","1997","1997","JPY","Yen","6","Millions",,,335864700,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","1998","1998","JPY","Yen","6","Millions",,,338035200,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","1999","1999","JPY","Yen","6","Millions",,,334420600,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2000","2000","JPY","Yen","6","Millions",,,331136200,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2001","2001","JPY","Yen","6","Millions",,,322042700,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2002","2002","JPY","Yen","6","Millions",,,320079100,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2003","2003","JPY","Yen","6","Millions",,,315677800,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2004","2004","JPY","Yen","6","Millions",,,316678400,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2005","2005","JPY","Yen","6","Millions",,,317479100,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2006","2006","JPY","Yen","6","Millions",,,317430300,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2007","2007","JPY","Yen","6","Millions",,,319437100,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2008","2008","JPY","Yen","6","Millions",,,318409300,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2009","2009","JPY","Yen","6","Millions",,,314859300,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2010","2010","JPY","Yen","6","Millions",,,315036100,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2011","2011","JPY","Yen","6","Millions",,,312197600,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2012","2012","JPY","Yen","6","Millions",,,311567000,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2013","2013","JPY","Yen","6","Millions",,,310692800,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","1994","1994","JPY","Yen","6","Millions",,,263785800,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","1995","1995","JPY","Yen","6","Millions",,,269293900,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","1996","1996","JPY","Yen","6","Millions",,,275002200,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","1997","1997","JPY","Yen","6","Millions",,,280139600,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","1998","1998","JPY","Yen","6","Millions",,,277869000,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","1999","1999","JPY","Yen","6","Millions",,,278763000,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2000","2000","JPY","Yen","6","Millions",,,280997900,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2001","2001","JPY","Yen","6","Millions",,,283294000,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2002","2002","JPY","Yen","6","Millions",,,282778200,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2003","2003","JPY","Yen","6","Millions",,,281447300,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2004","2004","JPY","Yen","6","Millions",,,283526000,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2005","2005","JPY","Yen","6","Millions",,,285671500,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2006","2006","JPY","Yen","6","Millions",,,288421800,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2007","2007","JPY","Yen","6","Millions",,,290123300,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2008","2008","JPY","Yen","6","Millions",,,289102000,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2009","2009","JPY","Yen","6","Millions",,,280474000,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2010","2010","JPY","Yen","6","Millions",,,282864600,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2011","2011","JPY","Yen","6","Millions",,,279649700,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2012","2012","JPY","Yen","6","Millions",,,283172900,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2013","2013","JPY","Yen","6","Millions",,,289446000,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1994","1994","JPY","Yen","6","Millions",,,268441600,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1995","1995","JPY","Yen","6","Millions",,,274165000,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1996","1996","JPY","Yen","6","Millions",,,280007700,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1997","1997","JPY","Yen","6","Millions",,,285192000,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1998","1998","JPY","Yen","6","Millions",,,283489600,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1999","1999","JPY","Yen","6","Millions",,,284793700,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2000","2000","JPY","Yen","6","Millions",,,286588700,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2001","2001","JPY","Yen","6","Millions",,,288932600,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2002","2002","JPY","Yen","6","Millions",,,288263700,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2003","2003","JPY","Yen","6","Millions",,,287150100,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2004","2004","JPY","Yen","6","Millions",,,289275100,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2005","2005","JPY","Yen","6","Millions",,,291543300,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2006","2006","JPY","Yen","6","Millions",,,294443800,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2007","2007","JPY","Yen","6","Millions",,,296034500,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2008","2008","JPY","Yen","6","Millions",,,294952400,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2009","2009","JPY","Yen","6","Millions",,,286312800,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2010","2010","JPY","Yen","6","Millions",,,288956500,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2011","2011","JPY","Yen","6","Millions",,,286254900,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2012","2012","JPY","Yen","6","Millions",,,290241600,,
"JPN","Japan","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2013","2013","JPY","Yen","6","Millions",,,296672600,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1994","1994","JPY","Yen","6","Millions",,,330816900,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1995","1995","JPY","Yen","6","Millions",,,335880400,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1996","1996","JPY","Yen","6","Millions",,,337361400,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1997","1997","JPY","Yen","6","Millions",,,345361400,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1998","1998","JPY","Yen","6","Millions",,,347411800,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1999","1999","JPY","Yen","6","Millions",,,343429500,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2000","2000","JPY","Yen","6","Millions",,,339462900,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2001","2001","JPY","Yen","6","Millions",,,330000000,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2002","2002","JPY","Yen","6","Millions",,,328200600,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2003","2003","JPY","Yen","6","Millions",,,323944500,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2004","2004","JPY","Yen","6","Millions",,,325162700,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2005","2005","JPY","Yen","6","Millions",,,325703900,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2006","2006","JPY","Yen","6","Millions",,,326004900,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2007","2007","JPY","Yen","6","Millions",,,328094200,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2008","2008","JPY","Yen","6","Millions",,,326556900,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2009","2009","JPY","Yen","6","Millions",,,322383200,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2010","2010","JPY","Yen","6","Millions",,,323422000,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2011","2011","JPY","Yen","6","Millions",,,320966100,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2012","2012","JPY","Yen","6","Millions",,,321082500,,
"JPN","Japan","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2013","2013","JPY","Yen","6","Millions",,,320353200,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1994","1994","JPY","Yen","6","Millions",,,268441600,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1995","1995","JPY","Yen","6","Millions",,,274165000,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1996","1996","JPY","Yen","6","Millions",,,280007700,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1997","1997","JPY","Yen","6","Millions",,,285192000,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1998","1998","JPY","Yen","6","Millions",,,283489600,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1999","1999","JPY","Yen","6","Millions",,,284793700,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2000","2000","JPY","Yen","6","Millions",,,286588700,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2001","2001","JPY","Yen","6","Millions",,,288932600,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2002","2002","JPY","Yen","6","Millions",,,288263700,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2003","2003","JPY","Yen","6","Millions",,,287150100,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2004","2004","JPY","Yen","6","Millions",,,289275100,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2005","2005","JPY","Yen","6","Millions",,,291543300,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2006","2006","JPY","Yen","6","Millions",,,294443800,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2007","2007","JPY","Yen","6","Millions",,,296034500,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2008","2008","JPY","Yen","6","Millions",,,294952400,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2009","2009","JPY","Yen","6","Millions",,,286312800,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2010","2010","JPY","Yen","6","Millions",,,288956500,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2011","2011","JPY","Yen","6","Millions",,,286254900,,
"JPN","Japan","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2012","2012","JPY","Yen","6","Millions",,,290241600,,
