"LOCATION","Country","TRANSACT","Transaction","SECTOR","Sector","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"EST","Estonia","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,4833.7,,
"EST","Estonia","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,5420.3,,
"EST","Estonia","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,6182.4,,
"EST","Estonia","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,7386.9,,
"EST","Estonia","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,8670.1,,
"EST","Estonia","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,8930.6,,
"EST","Estonia","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,7551.2,,
"EST","Estonia","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,7688.8,,
"EST","Estonia","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,8427.3,,
"EST","Estonia","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,9139.8,,
"EST","Estonia","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,9746.3,,
"RUS","Russia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2011","2011","RUB","Russian Ruble","6","Millions",,,29963595.8,,
"RUS","Russia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2012","2012","RUB","Russian Ruble","6","Millions",,,34333600.2,,
"RUS","Russia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2013","2013","RUB","Russian Ruble","6","Millions",,,38068395.9,,
"RUS","Russia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2011","2011","RUB","Russian Ruble","6","Millions",,,32460335.91,,
"RUS","Russia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2012","2012","RUB","Russian Ruble","6","Millions",,,36792609.64,,
"RUS","Russia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2013","2013","RUB","Russian Ruble","6","Millions",,,40847774.52,,
"RUS","Russia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2011","2011","RUB","Russian Ruble","6","Millions",,,29963595.8,,
"RUS","Russia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2012","2012","RUB","Russian Ruble","6","Millions",,,34333600.2,,
"RUS","Russia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2013","2013","RUB","Russian Ruble","6","Millions",,,38068395.9,,
"RUS","Russia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2011","2011","RUB","Russian Ruble","6","Millions",,,30188928.2,,
"RUS","Russia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2012","2012","RUB","Russian Ruble","6","Millions",,,34581046.9,,
"RUS","Russia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2013","2013","RUB","Russian Ruble","6","Millions",,,38325592.6,,
"RUS","Russia","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2011","2011","RUB","Russian Ruble","6","Millions",,,32764261.61,,
"RUS","Russia","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2012","2012","RUB","Russian Ruble","6","Millions",,,37130563.83,,
"RUS","Russia","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2013","2013","RUB","Russian Ruble","6","Millions",,,41206277.94,,
"RUS","Russia","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2011","2011","RUB","Russian Ruble","6","Millions",,,30188928.2,,
"RUS","Russia","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2012","2012","RUB","Russian Ruble","6","Millions",,,34581046.9,,
"RUS","Russia","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2013","2013","RUB","Russian Ruble","6","Millions",,,38325592.6,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,6095.3872,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,6972.134,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,7787.9576,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,8573.8496,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,9718.7852,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,10504.5416,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,11591.7063,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,12777.1163,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,13905.8498,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,14742.9502,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,15420.6529,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,15972.9378,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,17674.0124,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,19141.654,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,19481.6995,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,19979.5759,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,20337.9439,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,20129.0706,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,19459.9415,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,6859.6357,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,7883.177,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,9030.6264,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,9812.181,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,10754.8103,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,12065.7964,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,13475.5365,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,14800.7297,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,15680.9719,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,16799.5757,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,17943.1999,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,18953.9876,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,20829.6724,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,22579.6319,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,22663.3094,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,22849.7662,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,23300.0909,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,22755.5258,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,22477.128,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,6095.3872,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,6972.134,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,7787.9576,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,8573.8496,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,9718.7852,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,10504.5416,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,11591.7063,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,12777.1163,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,13905.8498,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,14742.9502,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,15420.6529,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,15972.9378,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,17674.0124,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,19141.654,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,19481.6995,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,19979.5759,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,20337.9439,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,20129.0706,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,19459.9415,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,6224.6477,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,7117.8681,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,7950.1153,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,8749.6799,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,9911.6603,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,10706.584,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,11791.1603,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,12989.5364,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,14139.8469,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,14991.6261,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,15658.8985,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,16229.0066,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,17973.1754,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,19433.3333,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,19779.3654,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,20316.4558,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,20667.759,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,20435.943,,
"SVN","Slovenia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,19765.7484,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,6983.4328,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,8028.5851,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,9199.172,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,9997.2789,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,10963.3587,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,12333.9362,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,13783.2221,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,15155.3531,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,16049.4009,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,17136.0138,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,18353.6999,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,19372.7074,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,21073.3719,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,22841.77,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,22940.7217,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,23174.6013,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,23598.816,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,23003.622,,
"SVN","Slovenia","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,22795.9267,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,6224.6477,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,7117.8681,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,7950.1153,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,8749.6799,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,9911.6603,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,10706.584,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,11791.1603,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,12989.5364,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,14139.8469,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,14991.6261,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,15658.8985,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,16229.0066,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,17973.1754,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,19433.3333,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,19779.3654,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,20316.4558,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,20667.759,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,20435.943,,
"SVN","Slovenia","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,19765.7484,,
"ZAF","South Africa","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2008","2008","ZAR","Rand","6","Millions",,,1421795,,
"ZAF","South Africa","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2009","2009","ZAR","Rand","6","Millions",,,1492269,,
"ZAF","South Africa","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2010","2010","ZAR","Rand","6","Millions",,,1621836,,
"ZAF","South Africa","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2011","2011","ZAR","Rand","6","Millions",,,1796841,,
"ZAF","South Africa","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2012","2012","ZAR","Rand","6","Millions",,,1974588,,
"ZAF","South Africa","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2013","2013","ZAR","Rand","6","Millions",,,2143324,,
"ZAF","South Africa","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2008","2008","ZAR","Rand","6","Millions",,,1335804,,
"ZAF","South Africa","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2009","2009","ZAR","Rand","6","Millions",,,1450903,,
"ZAF","South Africa","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2010","2010","ZAR","Rand","6","Millions",,,1592937,,
"ZAF","South Africa","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2011","2011","ZAR","Rand","6","Millions",,,1768907,,
"ZAF","South Africa","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2012","2012","ZAR","Rand","6","Millions",,,1929367,,
"ZAF","South Africa","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2013","2013","ZAR","Rand","6","Millions",,,2100763,,
"ZAF","South Africa","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2008","2008","ZAR","Rand","6","Millions",,,1421795,,
"ZAF","South Africa","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2009","2009","ZAR","Rand","6","Millions",,,1492269,,
"ZAF","South Africa","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2010","2010","ZAR","Rand","6","Millions",,,1621836,,
"ZAF","South Africa","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2011","2011","ZAR","Rand","6","Millions",,,1796841,,
"ZAF","South Africa","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2012","2012","ZAR","Rand","6","Millions",,,1974588,,
"ZAF","South Africa","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2013","2013","ZAR","Rand","6","Millions",,,2143324,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,2646.979,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,3163.962,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,3585.296,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,3800.552,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,4061.743,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,4271.99,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,4585.317,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,5143.503,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,5834.425,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,6795.877,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,8182.037,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,10782.737,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,13309.75,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,13893.178,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,11205.783,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,11248.709,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,12284.931,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,13065.127,,
