"GOV","Level of government","TAX","Tax revenue","VAR","Indicator","COU","Country","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","JPN","Japan","1982","1982","JPY","Yen","9","Billions",,,621,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","JPN","Japan","1983","1983","JPY","Yen","9","Billions",,,615,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","JPN","Japan","1984","1984","JPY","Yen","9","Billions",,,653,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","JPN","Japan","1985","1985","JPY","Yen","9","Billions",,,678,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","JPN","Japan","1986","1986","JPY","Yen","9","Billions",,,722,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","JPN","Japan","1987","1987","JPY","Yen","9","Billions",,,790,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","JPN","Japan","1988","1988","JPY","Yen","9","Billions",,,854,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","JPN","Japan","1989","1989","JPY","Yen","9","Billions",,,241.6,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","JPN","Japan","1990","1990","JPY","Yen","9","Billions",,,302.9,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","JPN","Japan","1991","1991","JPY","Yen","9","Billions",,,290.3,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","JPN","Japan","1992","1992","JPY","Yen","9","Billions",,,274.8,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","JPN","Japan","1993","1993","JPY","Yen","9","Billions",,,264.2,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","JPN","Japan","1994","1994","JPY","Yen","9","Billions",,,255.3,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","JPN","Japan","1995","1995","JPY","Yen","9","Billions",,,251.5,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","JPN","Japan","1996","1996","JPY","Yen","9","Billions",,,251.4,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","JPN","Japan","1997","1997","JPY","Yen","9","Billions",,,244.7,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","JPN","Japan","1998","1998","JPY","Yen","9","Billions",,,227.4,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","JPN","Japan","1999","1999","JPY","Yen","9","Billions",,,214.7,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","JPN","Japan","2000","2000","JPY","Yen","9","Billions",,,116.4,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","JPN","Japan","2001","2001","JPY","Yen","9","Billions",,,104.1,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","JPN","Japan","2002","2002","JPY","Yen","9","Billions",,,99.6,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","JPN","Japan","2003","2003","JPY","Yen","9","Billions",,,94.5,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","JPN","Japan","2004","2004","JPY","Yen","9","Billions",,,88.1,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","JPN","Japan","2005","2005","JPY","Yen","9","Billions",,,86.5,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","JPN","Japan","2006","2006","JPY","Yen","9","Billions",,,86.8,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","JPN","Japan","2007","2007","JPY","Yen","9","Billions",,,85,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","JPN","Japan","2008","2008","JPY","Yen","9","Billions",,,83.5,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","JPN","Japan","2009","2009","JPY","Yen","9","Billions",,,81.2,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","JPN","Japan","2010","2010","JPY","Yen","9","Billions",,,76.9,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","JPN","Japan","2011","2011","JPY","Yen","9","Billions",,,71.5,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","JPN","Japan","2012","2012","JPY","Yen","9","Billions",,,72.5,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","JPN","Japan","2013","2013","JPY","Yen","9","Billions",,,71.4,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","JPN","Japan","2014","2014","JPY","Yen","9","Billions",,,70.3,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","JPN","Japan","2015","2015","JPY","Yen","9","Billions",,,70.281,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","JPN","Japan","2016","2016","JPY","Yen","9","Billions",,,68.223,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","1972","1972","KRW","Won","9","Billions",,,27.04,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","1973","1973","KRW","Won","9","Billions",,,37.02,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","1974","1974","KRW","Won","9","Billions",,,41.83,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","1975","1975","KRW","Won","9","Billions",,,57.99,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","1976","1976","KRW","Won","9","Billions",,,84.16,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","1977","1977","KRW","Won","9","Billions",,,82.59,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","1978","1978","KRW","Won","9","Billions",,,41.16,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","1979","1979","KRW","Won","9","Billions",,,57.34,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","1980","1980","KRW","Won","9","Billions",,,90.38,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","1981","1981","KRW","Won","9","Billions",,,120.06,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","1982","1982","KRW","Won","9","Billions",,,205.86,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","1983","1983","KRW","Won","9","Billions",,,257.14,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","1984","1984","KRW","Won","9","Billions",,,319.14,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","1985","1985","KRW","Won","9","Billions",,,356.47,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","1986","1986","KRW","Won","9","Billions",,,308,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","1987","1987","KRW","Won","9","Billions",,,486.12,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","1988","1988","KRW","Won","9","Billions",,,514.58,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","1989","1989","KRW","Won","9","Billions",,,433.88,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","1990","1990","KRW","Won","9","Billions",,,443.74,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","1991","1991","KRW","Won","9","Billions",,,555.17,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","1992","1992","KRW","Won","9","Billions",,,691.66,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","1993","1993","KRW","Won","9","Billions",,,760.51,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","1994","1994","KRW","Won","9","Billions",,,964.33,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","1995","1995","KRW","Won","9","Billions",,,1173.73,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","1996","1996","KRW","Won","9","Billions",,,1436.29,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","1997","1997","KRW","Won","9","Billions",,,1654.486,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","1998","1998","KRW","Won","9","Billions",,,1917.25,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","1999","1999","KRW","Won","9","Billions",,,2253,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","2000","2000","KRW","Won","9","Billions",,,2720,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","2001","2001","KRW","Won","9","Billions",,,2869,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","2002","2002","KRW","Won","9","Billions",,,1963,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","2003","2003","KRW","Won","9","Billions",,,1742,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","2004","2004","KRW","Won","9","Billions",,,1650,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","2005","2005","KRW","Won","9","Billions",,,1533,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","2006","2006","KRW","Won","9","Billions",,,1662,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","2007","2007","KRW","Won","9","Billions",,,1902,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","2008","2008","KRW","Won","9","Billions",,,2180,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","2009","2009","KRW","Won","9","Billions",,,2316,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","2010","2010","KRW","Won","9","Billions",,,2387,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","2011","2011","KRW","Won","9","Billions",,,2364,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","2012","2012","KRW","Won","9","Billions",,,2399,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","2013","2013","KRW","Won","9","Billions",,,2192,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","2014","2014","KRW","Won","9","Billions",,,2198,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","2015","2015","KRW","Won","9","Billions",,,2328,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","KOR","Korea","2016","2016","KRW","Won","9","Billions",,,2219,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","1965","1965","EUR","Euro","9","Billions",,,0.002181,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","1966","1966","EUR","Euro","9","Billions",,,0.002231,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","1967","1967","EUR","Euro","9","Billions",,,0.002256,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","1968","1968","EUR","Euro","9","Billions",,,0.002479,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","1969","1969","EUR","Euro","9","Billions",,,0.002702,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","1970","1970","EUR","Euro","9","Billions",,,0.001683,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","1971","1971","EUR","Euro","9","Billions",,,0.001832,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","1972","1972","EUR","Euro","9","Billions",,,0.002104,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","1973","1973","EUR","Euro","9","Billions",,,0.002352,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","1974","1974","EUR","Euro","9","Billions",,,0.002624,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","1975","1975","EUR","Euro","9","Billions",,,0.003144,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","1976","1976","EUR","Euro","9","Billions",,,0.003614,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","1977","1977","EUR","Euro","9","Billions",,,0.004258,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","1978","1978","EUR","Euro","9","Billions",,,0.004728,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","1979","1979","EUR","Euro","9","Billions",,,0.005272,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","1980","1980","EUR","Euro","9","Billions",,,0.005619,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","1981","1981","EUR","Euro","9","Billions",,,0.006312,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","1982","1982","EUR","Euro","9","Billions",,,0.007079,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","1983","1983","EUR","Euro","9","Billions",,,0.00807,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","1984","1984","EUR","Euro","9","Billions",,,0.011977,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","1985","1985","EUR","Euro","9","Billions",,,0.014028,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","1986","1986","EUR","Euro","9","Billions",,,0.015965,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","1987","1987","EUR","Euro","9","Billions",,,0.017037,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","1988","1988","EUR","Euro","9","Billions",,,0.019193,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","1989","1989","EUR","Euro","9","Billions",,,0.020387,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","1990","1990","EUR","Euro","9","Billions",,,0.022219,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","1991","1991","EUR","Euro","9","Billions",,,0.02106,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","1992","1992","EUR","Euro","9","Billions",,,0.020772,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","1993","1993","EUR","Euro","9","Billions",,,0.023226,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","1994","1994","EUR","Euro","9","Billions",,,0.027405,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","1995","1995","EUR","Euro","9","Billions",,,0.028889,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","1996","1996","EUR","Euro","9","Billions",,,0.030035,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","1997","1997","EUR","Euro","9","Billions",,,0.032946,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","1998","1998","EUR","Euro","9","Billions",,,0.034679,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","1999","1999","EUR","Euro","9","Billions",,,0.037073,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","2000","2000","EUR","Euro","9","Billions",,,0.03889,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","2001","2001","EUR","Euro","9","Billions",,,0.040725,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","2002","2002","EUR","Euro","9","Billions",,,0.046373,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","2003","2003","EUR","Euro","9","Billions",,,0.05208,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","2004","2004","EUR","Euro","9","Billions",,,0.050053,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","2005","2005","EUR","Euro","9","Billions",,,0.055623,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","2006","2006","EUR","Euro","9","Billions",,,0.057291,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","2007","2007","EUR","Euro","9","Billions",,,0.059708,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","2008","2008","EUR","Euro","9","Billions",,,0.065943,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","2009","2009","EUR","Euro","9","Billions",,,0.069173,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","2010","2010","EUR","Euro","9","Billions",,,0.069057,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","2011","2011","EUR","Euro","9","Billions",,,0.068798,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","2012","2012","EUR","Euro","9","Billions",,,0.070665,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","2013","2013","EUR","Euro","9","Billions",,,0.06985,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","2014","2014","EUR","Euro","9","Billions",,,0.068191,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","2015","2015","EUR","Euro","9","Billions",,,0.069435,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","LUX","Luxembourg","2016","2016","EUR","Euro","9","Billions",,,0.071149,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","MEX","Mexico","1980","1980","MXN","Mexican Peso","9","Billions",,,0.008,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","MEX","Mexico","1981","1981","MXN","Mexican Peso","9","Billions",,,0.011,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","MEX","Mexico","1982","1982","MXN","Mexican Peso","9","Billions",,,0.016,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","MEX","Mexico","1983","1983","MXN","Mexican Peso","9","Billions",,,0.027,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","MEX","Mexico","1984","1984","MXN","Mexican Peso","9","Billions",,,0.046,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","MEX","Mexico","1985","1985","MXN","Mexican Peso","9","Billions",,,0.068,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","MEX","Mexico","1986","1986","MXN","Mexican Peso","9","Billions",,,0.135,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","MEX","Mexico","1987","1987","MXN","Mexican Peso","9","Billions",,,0.355,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","MEX","Mexico","1988","1988","MXN","Mexican Peso","9","Billions",,,0.795,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","MEX","Mexico","1989","1989","MXN","Mexican Peso","9","Billions",,,1.34,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","MEX","Mexico","1990","1990","MXN","Mexican Peso","9","Billions",,,0.132,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","MEX","Mexico","1991","1991","MXN","Mexican Peso","9","Billions",,,0.132,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","MEX","Mexico","1992","1992","MXN","Mexican Peso","9","Billions",,,0.139,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","MEX","Mexico","1993","1993","MXN","Mexican Peso","9","Billions",,,0.179,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","MEX","Mexico","1994","1994","MXN","Mexican Peso","9","Billions",,,0.165,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","MEX","Mexico","1995","1995","MXN","Mexican Peso","9","Billions",,,0.578,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","MEX","Mexico","1996","1996","MXN","Mexican Peso","9","Billions",,,0.904,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","MEX","Mexico","1997","1997","MXN","Mexican Peso","9","Billions",,,1.018,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","MEX","Mexico","1998","1998","MXN","Mexican Peso","9","Billions",,,1.482021,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","MEX","Mexico","1999","1999","MXN","Mexican Peso","9","Billions",,,1.35578,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","MEX","Mexico","2000","2000","MXN","Mexican Peso","9","Billions",,,1.04244,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","MEX","Mexico","2001","2001","MXN","Mexican Peso","9","Billions",,,1.096759,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","MEX","Mexico","2002","2002","MXN","Mexican Peso","9","Billions",,,1.161685,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","MEX","Mexico","2003","2003","MXN","Mexican Peso","9","Billions",,,1.208958,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","MEX","Mexico","2004","2004","MXN","Mexican Peso","9","Billions",,,1.355027,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","MEX","Mexico","2005","2005","MXN","Mexican Peso","9","Billions",,,1.578291,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","MEX","Mexico","2006","2006","MXN","Mexican Peso","9","Billions",,,1.795667,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","MEX","Mexico","2007","2007","MXN","Mexican Peso","9","Billions",,,2.145663,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","MEX","Mexico","2008","2008","MXN","Mexican Peso","9","Billions",,,20.09707,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","MEX","Mexico","2009","2009","MXN","Mexican Peso","9","Billions",,,18.460665,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","MEX","Mexico","2010","2010","MXN","Mexican Peso","9","Billions",,,10.958171,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","MEX","Mexico","2011","2011","MXN","Mexican Peso","9","Billions",,,-5.609646,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","MEX","Mexico","2012","2012","MXN","Mexican Peso","9","Billions",,,7.169366,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","MEX","Mexico","2013","2013","MXN","Mexican Peso","9","Billions",,,-0.966602,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","MEX","Mexico","2014","2014","MXN","Mexican Peso","9","Billions",,,-7.417357,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","MEX","Mexico","2015","2015","MXN","Mexican Peso","9","Billions",,,1.762508,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","NLD","Netherlands","1965","1965","EUR","Euro","9","Billions",,,0.015882,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","NLD","Netherlands","1966","1966","EUR","Euro","9","Billions",,,0.016336,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","NLD","Netherlands","1967","1967","EUR","Euro","9","Billions",,,0.01679,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","NLD","Netherlands","1968","1968","EUR","Euro","9","Billions",,,0.019513,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","NLD","Netherlands","1969","1969","EUR","Euro","9","Billions",,,0.020874,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","NLD","Netherlands","1970","1970","EUR","Euro","9","Billions",,,0.022689,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","NLD","Netherlands","1971","1971","EUR","Euro","9","Billions",,,0.021781,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","NLD","Netherlands","1972","1972","EUR","Euro","9","Billions",,,0.065798,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","NLD","Netherlands","1973","1973","EUR","Euro","9","Billions",,,0.081227,,
"NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","NLD","Netherlands","1974","1974","EUR","Euro","9","Billions",,,0.089395,,
