"GOV","Level of government","TAX","Tax revenue","VAR","Indicator","COU","Country","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CAN","Canada","1986","1986","CAD","Canadian Dollar","9","Billions",,,11.041,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CAN","Canada","1987","1987","CAD","Canadian Dollar","9","Billions",,,12.973,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CAN","Canada","1988","1988","CAD","Canadian Dollar","9","Billions",,,13.278444,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CAN","Canada","1989","1989","CAD","Canadian Dollar","9","Billions",,,13.950089,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CAN","Canada","1990","1990","CAD","Canadian Dollar","9","Billions",,,14.472541,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CAN","Canada","1991","1991","CAD","Canadian Dollar","9","Billions",,,17.034282,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CAN","Canada","1992","1992","CAD","Canadian Dollar","9","Billions",,,16.847688,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CAN","Canada","1993","1993","CAD","Canadian Dollar","9","Billions",,,16.387208,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CAN","Canada","1994","1994","CAD","Canadian Dollar","9","Billions",,,15.485101,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CAN","Canada","1995","1995","CAD","Canadian Dollar","9","Billions",,,16.305801,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CAN","Canada","1996","1996","CAD","Canadian Dollar","9","Billions",,,16.665495,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CAN","Canada","1997","1997","CAD","Canadian Dollar","9","Billions",,,17.2729,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CAN","Canada","1998","1998","CAD","Canadian Dollar","9","Billions",,,18.0865,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CAN","Canada","1999","1999","CAD","Canadian Dollar","9","Billions",,,18.201218,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CAN","Canada","2000","2000","CAD","Canadian Dollar","9","Billions",,,18.416579,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CAN","Canada","2001","2001","CAD","Canadian Dollar","9","Billions",,,19.219251,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CAN","Canada","2002","2002","CAD","Canadian Dollar","9","Billions",,,21.387057,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CAN","Canada","2003","2003","CAD","Canadian Dollar","9","Billions",,,22.659479,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CAN","Canada","2004","2004","CAD","Canadian Dollar","9","Billions",,,23.353902,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CAN","Canada","2005","2005","CAD","Canadian Dollar","9","Billions",,,22.952189,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CAN","Canada","2006","2006","CAD","Canadian Dollar","9","Billions",,,22.628732,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CAN","Canada","2007","2007","CAD","Canadian Dollar","9","Billions",,,22.759335,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CAN","Canada","2008","2008","CAD","Canadian Dollar","9","Billions",,,21.248059,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CAN","Canada","2009","2009","CAD","Canadian Dollar","9","Billions",,,21.692953,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CAN","Canada","2010","2010","CAD","Canadian Dollar","9","Billions",,,23.280559,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CAN","Canada","2011","2011","CAD","Canadian Dollar","9","Billions",,,23.672199,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CAN","Canada","2012","2012","CAD","Canadian Dollar","9","Billions",,,23.660314,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CAN","Canada","2013","2013","CAD","Canadian Dollar","9","Billions",,,24.470283,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CAN","Canada","2014","2014","CAD","Canadian Dollar","9","Billions",,,25.583786,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CAN","Canada","2015","2015","CAD","Canadian Dollar","9","Billions",,,26.368441,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CAN","Canada","2016","2016","CAD","Canadian Dollar","9","Billions",,,27.026516,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","1993","1993","CZK","Czech Koruna","9","Billions",,,39.983,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","1994","1994","CZK","Czech Koruna","9","Billions",,,46.416,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","1995","1995","CZK","Czech Koruna","9","Billions",,,53.78,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","1996","1996","CZK","Czech Koruna","9","Billions",,,58.077,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","1997","1997","CZK","Czech Koruna","9","Billions",,,60.946,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","1998","1998","CZK","Czech Koruna","9","Billions",,,64.391,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","1999","1999","CZK","Czech Koruna","9","Billions",,,71.42,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","2000","2000","CZK","Czech Koruna","9","Billions",,,71.404,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","2001","2001","CZK","Czech Koruna","9","Billions",,,76.793,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","2002","2002","CZK","Czech Koruna","9","Billions",,,79.694,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","2003","2003","CZK","Czech Koruna","9","Billions",,,87.675,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","2004","2004","CZK","Czech Koruna","9","Billions",,,99.285,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","2005","2005","CZK","Czech Koruna","9","Billions",,,110.534,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","2006","2006","CZK","Czech Koruna","9","Billions",,,119.905567,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","2007","2007","CZK","Czech Koruna","9","Billions",,,133.492372,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","2008","2008","CZK","Czech Koruna","9","Billions",,,136.049742,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","2009","2009","CZK","Czech Koruna","9","Billions",,,137.203447,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","2010","2010","CZK","Czech Koruna","9","Billions",,,138.401286,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","2011","2011","CZK","Czech Koruna","9","Billions",,,149.757481,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","2012","2012","CZK","Czech Koruna","9","Billions",,,151.718535,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","2013","2013","CZK","Czech Koruna","9","Billions",,,149.760006,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","2014","2014","CZK","Czech Koruna","9","Billions",,,124.869928,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","2015","2015","CZK","Czech Koruna","9","Billions",,,153.785073,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","2016","2016","CZK","Czech Koruna","9","Billions",,,158.401245,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","1965","1965","DKK","Danish Krone","9","Billions",,,5.466,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","1966","1966","DKK","Danish Krone","9","Billions",,,6.5392,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","1967","1967","DKK","Danish Krone","9","Billions",,,6.6144,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","1968","1968","DKK","Danish Krone","9","Billions",,,6.8791,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","1969","1969","DKK","Danish Krone","9","Billions",,,7.5798,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","1970","1970","DKK","Danish Krone","9","Billions",,,7.7041,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","1971","1971","DKK","Danish Krone","9","Billions",,,8.002997,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","1972","1972","DKK","Danish Krone","9","Billions",,,8.733531,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","1973","1973","DKK","Danish Krone","9","Billions",,,10.181572,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","1974","1974","DKK","Danish Krone","9","Billions",,,9.824943,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","1975","1975","DKK","Danish Krone","9","Billions",,,11.816619,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","1976","1976","DKK","Danish Krone","9","Billions",,,14.624556,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","1977","1977","DKK","Danish Krone","9","Billions",,,16.616503,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","1978","1978","DKK","Danish Krone","9","Billions",,,17.953966,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","1979","1979","DKK","Danish Krone","9","Billions",,,20.239873,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","1980","1980","DKK","Danish Krone","9","Billions",,,20.303956,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","1981","1981","DKK","Danish Krone","9","Billions",,,21.265065,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","1982","1982","DKK","Danish Krone","9","Billions",,,23.782165,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","1983","1983","DKK","Danish Krone","9","Billions",,,28.507233,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","1984","1984","DKK","Danish Krone","9","Billions",,,31.940432,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","1985","1985","DKK","Danish Krone","9","Billions",,,34.807866,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","1986","1986","DKK","Danish Krone","9","Billions",,,45.136196,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","1987","1987","DKK","Danish Krone","9","Billions",,,45.089958,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","1988","1988","DKK","Danish Krone","9","Billions",,,41.467441,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","1989","1989","DKK","Danish Krone","9","Billions",,,38.854515,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","1990","1990","DKK","Danish Krone","9","Billions",,,38.099368,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","1991","1991","DKK","Danish Krone","9","Billions",,,38.882687,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","1992","1992","DKK","Danish Krone","9","Billions",,,39.543998,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","1993","1993","DKK","Danish Krone","9","Billions",,,40.057874,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","1994","1994","DKK","Danish Krone","9","Billions",,,47.318453,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","1995","1995","DKK","Danish Krone","9","Billions",,,51.666204,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","1996","1996","DKK","Danish Krone","9","Billions",,,55.948885,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","1997","1997","DKK","Danish Krone","9","Billions",,,58.477608,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","1998","1998","DKK","Danish Krone","9","Billions",,,68.335334,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","1999","1999","DKK","Danish Krone","9","Billions",,,70.774377,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","2000","2000","DKK","Danish Krone","9","Billions",,,68.764515,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","2001","2001","DKK","Danish Krone","9","Billions",,,70.20171,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","2002","2002","DKK","Danish Krone","9","Billions",,,73.925633,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","2003","2003","DKK","Danish Krone","9","Billions",,,72.12654,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","2004","2004","DKK","Danish Krone","9","Billions",,,76.477487,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","2005","2005","DKK","Danish Krone","9","Billions",,,78.532784,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","2006","2006","DKK","Danish Krone","9","Billions",,,79.398668,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","2007","2007","DKK","Danish Krone","9","Billions",,,82.580868,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","2008","2008","DKK","Danish Krone","9","Billions",,,74.938313,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","2009","2009","DKK","Danish Krone","9","Billions",,,68.457125,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","2010","2010","DKK","Danish Krone","9","Billions",,,73.715006,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","2011","2011","DKK","Danish Krone","9","Billions",,,75.036815,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","2012","2012","DKK","Danish Krone","9","Billions",,,78.445532,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","2013","2013","DKK","Danish Krone","9","Billions",,,80.479656,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","2014","2014","DKK","Danish Krone","9","Billions",,,78.363068,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","2015","2015","DKK","Danish Krone","9","Billions",,,80.220422,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","DNK","Denmark","2016","2016","DKK","Danish Krone","9","Billions",,,82.271893,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","1965","1965","EUR","Euro","9","Billions",,,0.182988,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","1966","1966","EUR","Euro","9","Billions",,,0.219822,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","1967","1967","EUR","Euro","9","Billions",,,0.240341,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","1968","1968","EUR","Euro","9","Billions",,,0.257832,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","1969","1969","EUR","Euro","9","Billions",,,0.333348,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","1970","1970","EUR","Euro","9","Billions",,,0.366145,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","1971","1971","EUR","Euro","9","Billions",,,0.400287,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","1972","1972","EUR","Euro","9","Billions",,,0.464871,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","1973","1973","EUR","Euro","9","Billions",,,0.545938,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","1974","1974","EUR","Euro","9","Billions",,,0.59219,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","1975","1975","EUR","Euro","9","Billions",,,0.7592,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","1976","1976","EUR","Euro","9","Billions",,,0.943871,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","1977","1977","EUR","Euro","9","Billions",,,1.102976,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","1978","1978","EUR","Euro","9","Billions",,,1.208598,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","1979","1979","EUR","Euro","9","Billions",,,1.429597,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","1980","1980","EUR","Euro","9","Billions",,,1.614556,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","1981","1981","EUR","Euro","9","Billions",,,1.833776,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","1982","1982","EUR","Euro","9","Billions",,,2.092709,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","1983","1983","EUR","Euro","9","Billions",,,2.30082,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","1984","1984","EUR","Euro","9","Billions",,,2.535734,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","1985","1985","EUR","Euro","9","Billions",,,2.736888,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","1986","1986","EUR","Euro","9","Billions",,,2.927772,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","1987","1987","EUR","Euro","9","Billions",,,2.781438,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","1988","1988","EUR","Euro","9","Billions",,,3.478068,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","1989","1989","EUR","Euro","9","Billions",,,3.604599,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","1990","1990","EUR","Euro","9","Billions",,,3.810722,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","1991","1991","EUR","Euro","9","Billions",,,3.690522,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","1992","1992","EUR","Euro","9","Billions",,,3.808696,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","1993","1993","EUR","Euro","9","Billions",,,3.886951,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","1994","1994","EUR","Euro","9","Billions",,,4.169769,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","1995","1995","EUR","Euro","9","Billions",,,4.352872,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","1996","1996","EUR","Euro","9","Billions",,,4.535423,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","1997","1997","EUR","Euro","9","Billions",,,5.079174,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","1998","1998","EUR","Euro","9","Billions",,,5.361629,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","1999","1999","EUR","Euro","9","Billions",,,5.728094,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","2000","2000","EUR","Euro","9","Billions",,,5.613373,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","2001","2001","EUR","Euro","9","Billions",,,5.671297,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","2002","2002","EUR","Euro","9","Billions",,,5.9767,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","2003","2003","EUR","Euro","9","Billions",,,6.202,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","2004","2004","EUR","Euro","9","Billions",,,5.977,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","2005","2005","EUR","Euro","9","Billions",,,5.965,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","2006","2006","EUR","Euro","9","Billions",,,6.097,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","2007","2007","EUR","Euro","9","Billions",,,6.013,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","2008","2008","EUR","Euro","9","Billions",,,6.15,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","2009","2009","EUR","Euro","9","Billions",,,5.888,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","2010","2010","EUR","Euro","9","Billions",,,6.286,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","2011","2011","EUR","Euro","9","Billions",,,7.319,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","2012","2012","EUR","Euro","9","Billions",,,7.514,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","2013","2013","EUR","Euro","9","Billions",,,7.511,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","2014","2014","EUR","Euro","9","Billions",,,7.431,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","2015","2015","EUR","Euro","9","Billions",,,7.678,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FIN","Finland","2016","2016","EUR","Euro","9","Billions",,,8.195,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FRA","France","1965","1965","EUR","Euro","9","Billions",,,2.774572,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FRA","France","1966","1966","EUR","Euro","9","Billions",,,2.710544,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FRA","France","1967","1967","EUR","Euro","9","Billions",,,3.128254,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FRA","France","1968","1968","EUR","Euro","9","Billions",,,2.837076,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FRA","France","1969","1969","EUR","Euro","9","Billions",,,3.201429,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FRA","France","1970","1970","EUR","Euro","9","Billions",,,3.623256,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FRA","France","1971","1971","EUR","Euro","9","Billions",,,3.786224,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FRA","France","1972","1972","EUR","Euro","9","Billions",,,4.21552,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FRA","France","1973","1973","EUR","Euro","9","Billions",,,4.785832,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FRA","France","1974","1974","EUR","Euro","9","Billions",,,5.007645,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FRA","France","1975","1975","EUR","Euro","9","Billions",,,5.400811,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FRA","France","1976","1976","EUR","Euro","9","Billions",,,5.844743,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FRA","France","1977","1977","EUR","Euro","9","Billions",,,6.932467,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FRA","France","1978","1978","EUR","Euro","9","Billions",,,8.327985,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FRA","France","1979","1979","EUR","Euro","9","Billions",,,10.36013,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FRA","France","1980","1980","EUR","Euro","9","Billions",,,11.012765,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FRA","France","1981","1981","EUR","Euro","9","Billions",,,11.464623,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FRA","France","1982","1982","EUR","Euro","9","Billions",,,13.123116,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FRA","France","1983","1983","EUR","Euro","9","Billions",,,14.791366,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FRA","France","1984","1984","EUR","Euro","9","Billions",,,16.929311,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FRA","France","1985","1985","EUR","Euro","9","Billions",,,19.702054,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FRA","France","1986","1986","EUR","Euro","9","Billions",,,21.447138,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FRA","France","1987","1987","EUR","Euro","9","Billions",,,22.648741,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FRA","France","1988","1988","EUR","Euro","9","Billions",,,23.912086,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FRA","France","1989","1989","EUR","Euro","9","Billions",,,25.021305,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FRA","France","1990","1990","EUR","Euro","9","Billions",,,26.834228,,
"NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","FRA","France","1991","1991","EUR","Euro","9","Billions",,,26.641228,,
