"LOCATION","Country","TRANSACT","Transaction","ACTIVITY","Function","SECTOR","Sector","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ISR","Israel","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2010","2010","ILS","New Israeli Sheqel","6","Millions",,,91228.5472,,
"ISR","Israel","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2011","2011","ILS","New Israeli Sheqel","6","Millions",,,96645.563,,
"ISR","Israel","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2012","2012","ILS","New Israeli Sheqel","6","Millions",,,103564.9544,,
"ISR","Israel","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2013","2013","ILS","New Israeli Sheqel","6","Millions",,,110282.9873,,
"ISR","Israel","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2014","2014","ILS","New Israeli Sheqel","6","Millions",,,114560.9614,,
"ISR","Israel","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2015","2015","ILS","New Israeli Sheqel","6","Millions",,,119433.4558,,
"ISR","Israel","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2016","2016","ILS","New Israeli Sheqel","6","Millions",,,124368.614,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1970","1970","KRW","Won","6","Millions",,,200600,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1971","1971","KRW","Won","6","Millions",,,243600,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1972","1972","KRW","Won","6","Millions",,,297600,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1973","1973","KRW","Won","6","Millions",,,322500,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1974","1974","KRW","Won","6","Millions",,,431500,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1975","1975","KRW","Won","6","Millions",,,629800,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1976","1976","KRW","Won","6","Millions",,,984200,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1977","1977","KRW","Won","6","Millions",,,1276300,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1978","1978","KRW","Won","6","Millions",,,1613900,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1979","1979","KRW","Won","6","Millions",,,2074200,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1980","1980","KRW","Won","6","Millions",,,2777800,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1981","1981","KRW","Won","6","Millions",,,3457000,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1982","1982","KRW","Won","6","Millions",,,4176300,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1983","1983","KRW","Won","6","Millions",,,4696400,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1984","1984","KRW","Won","6","Millions",,,5086100,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1985","1985","KRW","Won","6","Millions",,,5749500,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1986","1986","KRW","Won","6","Millions",,,6428900,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1987","1987","KRW","Won","6","Millions",,,7387900,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1988","1988","KRW","Won","6","Millions",,,8640000,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1989","1989","KRW","Won","6","Millions",,,10665400,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1990","1990","KRW","Won","6","Millions",,,12902000,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1991","1991","KRW","Won","6","Millions",,,15722100,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1992","1992","KRW","Won","6","Millions",,,18497100,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1993","1993","KRW","Won","6","Millions",,,20874600,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1994","1994","KRW","Won","6","Millions",,,23921800,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1995","1995","KRW","Won","6","Millions",,,27279600,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1996","1996","KRW","Won","6","Millions",,,31140900,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1997","1997","KRW","Won","6","Millions",,,33933000,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1998","1998","KRW","Won","6","Millions",,,35019200,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1999","1999","KRW","Won","6","Millions",,,36523800,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2000","2000","KRW","Won","6","Millions",,,38882300,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2001","2001","KRW","Won","6","Millions",,,42984900,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2002","2002","KRW","Won","6","Millions",,,47245900,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2003","2003","KRW","Won","6","Millions",,,51900900,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2004","2004","KRW","Won","6","Millions",,,56956700,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2005","2005","KRW","Won","6","Millions",,,62462500,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2006","2006","KRW","Won","6","Millions",,,66232400,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2007","2007","KRW","Won","6","Millions",,,70949400,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2008","2008","KRW","Won","6","Millions",,,76250600,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2009","2009","KRW","Won","6","Millions",,,80323100,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2010","2010","KRW","Won","6","Millions",,,81105800,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2011","2011","KRW","Won","6","Millions",,,84563700,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2012","2012","KRW","Won","6","Millions",,,88769200,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2013","2013","KRW","Won","6","Millions",,,94205100,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2014","2014","KRW","Won","6","Millions",,,99643500,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2015","2015","KRW","Won","6","Millions",,,104576400,,
"KOR","Korea","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2016","2016","KRW","Won","6","Millions",,,109355200,,
"NLD","Netherlands","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,32391,,
"NLD","Netherlands","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,32621,,
"NLD","Netherlands","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,33951,,
"NLD","Netherlands","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,35703,,
"NLD","Netherlands","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,37602,,
"NLD","Netherlands","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,39780,,
"NLD","Netherlands","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,42557,,
"NLD","Netherlands","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,45415,,
"NLD","Netherlands","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,47808,,
"NLD","Netherlands","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,48700,,
"NLD","Netherlands","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,49463,,
"NLD","Netherlands","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,50498,,
"NLD","Netherlands","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,52561,,
"NLD","Netherlands","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,55456,,
"NLD","Netherlands","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,58579,,
"NLD","Netherlands","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,60116,,
"NLD","Netherlands","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,59718,,
"NLD","Netherlands","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,60113,,
"NLD","Netherlands","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,60193,,
"NLD","Netherlands","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2014","2014","EUR","Euro","6","Millions",,,60423,,
"NLD","Netherlands","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2015","2015","EUR","Euro","6","Millions",,,59651,,
"NLD","Netherlands","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2016","2016","EUR","Euro","6","Millions",,,60974,"P","Provisional value"
"POL","Poland","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1995","1995","PLN","Zloty","6","Millions",,,38695,,
"POL","Poland","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1996","1996","PLN","Zloty","6","Millions",,,47856,,
"POL","Poland","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1997","1997","PLN","Zloty","6","Millions",,,58221,,
"POL","Poland","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1998","1998","PLN","Zloty","6","Millions",,,65036,,
"POL","Poland","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1999","1999","PLN","Zloty","6","Millions",,,73184,,
"POL","Poland","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2000","2000","PLN","Zloty","6","Millions",,,81503,,
"POL","Poland","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2001","2001","PLN","Zloty","6","Millions",,,90900,,
"POL","Poland","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2002","2002","PLN","Zloty","6","Millions",,,94867,,
"POL","Poland","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2003","2003","PLN","Zloty","6","Millions",,,98297,,
"POL","Poland","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2004","2004","PLN","Zloty","6","Millions",,,102052,,
"POL","Poland","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2005","2005","PLN","Zloty","6","Millions",,,108305,,
"POL","Poland","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2006","2006","PLN","Zloty","6","Millions",,,114246,,
"POL","Poland","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2007","2007","PLN","Zloty","6","Millions",,,124154,,
"POL","Poland","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2008","2008","PLN","Zloty","6","Millions",,,139140,,
"POL","Poland","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2009","2009","PLN","Zloty","6","Millions",,,150615,,
"POL","Poland","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2010","2010","PLN","Zloty","6","Millions",,,158931,,
"POL","Poland","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2011","2011","PLN","Zloty","6","Millions",,,164912,,
"POL","Poland","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2012","2012","PLN","Zloty","6","Millions",,,168003,,
"POL","Poland","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2013","2013","PLN","Zloty","6","Millions",,,171814,,
"POL","Poland","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2014","2014","PLN","Zloty","6","Millions",,,178730.7,,
"POL","Poland","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2015","2015","PLN","Zloty","6","Millions",,,184226.8,,
"POL","Poland","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2016","2016","PLN","Zloty","6","Millions",,,190789,,
"ISL","Iceland","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2013","2013","ISK","Iceland Krona","6","Millions",,,256168.89,,
"ISL","Iceland","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2014","2014","ISK","Iceland Krona","6","Millions",,,275652.33,,
"ISL","Iceland","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2015","2015","ISK","Iceland Krona","6","Millions",,,307150.29,,
"ISL","Iceland","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2016","2016","ISK","Iceland Krona","6","Millions",,,331665.53,,
"JPN","Japan","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2005","2005","JPY","Yen","6","Millions",,,31575600,,
"JPN","Japan","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2006","2006","JPY","Yen","6","Millions",,,31550300,,
"JPN","Japan","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2007","2007","JPY","Yen","6","Millions",,,31676600,,
"JPN","Japan","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2008","2008","JPY","Yen","6","Millions",,,31052600,,
"JPN","Japan","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2009","2009","JPY","Yen","6","Millions",,,30293500,,
"JPN","Japan","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2010","2010","JPY","Yen","6","Millions",,,29556000,,
"JPN","Japan","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2011","2011","JPY","Yen","6","Millions",,,29594300,,
"JPN","Japan","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2012","2012","JPY","Yen","6","Millions",,,29071400,,
"JPN","Japan","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2013","2013","JPY","Yen","6","Millions",,,28337600,,
"JPN","Japan","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2014","2014","JPY","Yen","6","Millions",,,29280100,,
"JPN","Japan","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2015","2015","JPY","Yen","6","Millions",,,29405800,,
"JPN","Japan","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2016","2016","JPY","Yen","6","Millions",,,29351200,,
"LUX","Luxembourg","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,1531.5,,
"LUX","Luxembourg","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,1590.25,,
"LUX","Luxembourg","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,1692.66,,
"LUX","Luxembourg","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,1734.97,,
"LUX","Luxembourg","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,1815.63,,
"LUX","Luxembourg","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,1933.8,,
"LUX","Luxembourg","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,2080.23,,
"LUX","Luxembourg","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,2234.43,,
"LUX","Luxembourg","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,2393.06,,
"LUX","Luxembourg","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,2548.52,,
"LUX","Luxembourg","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,2714.03,,
"LUX","Luxembourg","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,2852.25,,
"LUX","Luxembourg","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,3001.47,,
"LUX","Luxembourg","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,3155.41,,
"LUX","Luxembourg","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,3389.96,,
"LUX","Luxembourg","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,3595.5,,
"LUX","Luxembourg","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,3787.94,,
"LUX","Luxembourg","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,3996.77,,
"LUX","Luxembourg","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,4176.56,,
"LUX","Luxembourg","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2014","2014","EUR","Euro","6","Millions",,,4338.02,"P","Provisional value"
"LUX","Luxembourg","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2015","2015","EUR","Euro","6","Millions",,,4545.73,"P","Provisional value"
"LUX","Luxembourg","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2016","2016","EUR","Euro","6","Millions",,,4632.41,"P","Provisional value"
"LUX","Luxembourg","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2017","2017","EUR","Euro","6","Millions",,,5019.16,"P","Provisional value"
"PRT","Portugal","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,11092.9,,
"PRT","Portugal","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,11935.09,,
"PRT","Portugal","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,12975.81,,
"PRT","Portugal","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,14524.76,,
"PRT","Portugal","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,15896.88,,
"PRT","Portugal","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,17642.57,,
"PRT","Portugal","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,18822.11,,
"PRT","Portugal","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,20177.99,,
"PRT","Portugal","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,20913.7,,
"PRT","Portugal","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,21745.9,,
"PRT","Portugal","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,23044.1,,
"PRT","Portugal","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,22916.15,,
"PRT","Portugal","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,23006.77,,
"PRT","Portugal","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,23491.13,,
"PRT","Portugal","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,24607.87,,
"PRT","Portugal","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,24610.5,,
"PRT","Portugal","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,22614.15,,
"PRT","Portugal","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,19688.06,,
"PRT","Portugal","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,21316.94,,
"PRT","Portugal","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2014","2014","EUR","Euro","6","Millions",,,20514.96,"E","Estimated value"
"PRT","Portugal","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2015","2015","EUR","Euro","6","Millions",,,20348.69,"E","Estimated value"
"PRT","Portugal","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2016","2016","EUR","Euro","6","Millions",,,20880.91,"E","Estimated value"
"RUS","Russia","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2011","2011","RUB","Russian Ruble","6","Millions",,,5312597,,
"RUS","Russia","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2012","2012","RUB","Russian Ruble","6","Millions",,,6270572.7,,
"RUS","Russia","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2013","2013","RUB","Russian Ruble","6","Millions",,,7202177.5,,
"RUS","Russia","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2014","2014","RUB","Russian Ruble","6","Millions",,,7858843.5,,
"RUS","Russia","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2015","2015","RUB","Russian Ruble","6","Millions",,,8006331.9,,
"GBR","United Kingdom","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1995","1995","GBP","Pound Sterling","6","Millions",,,78230,,
"GBR","United Kingdom","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1996","1996","GBP","Pound Sterling","6","Millions",,,82453,,
"GBR","United Kingdom","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1997","1997","GBP","Pound Sterling","6","Millions",,,84175,,
"GBR","United Kingdom","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1998","1998","GBP","Pound Sterling","6","Millions",,,85940,,
"GBR","United Kingdom","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","1999","1999","GBP","Pound Sterling","6","Millions",,,89871,,
"GBR","United Kingdom","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2000","2000","GBP","Pound Sterling","6","Millions",,,95289,,
"GBR","United Kingdom","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2001","2001","GBP","Pound Sterling","6","Millions",,,103831,,
"GBR","United Kingdom","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2002","2002","GBP","Pound Sterling","6","Millions",,,111104,,
"GBR","United Kingdom","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2003","2003","GBP","Pound Sterling","6","Millions",,,122074,,
"GBR","United Kingdom","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2004","2004","GBP","Pound Sterling","6","Millions",,,133566,,
"GBR","United Kingdom","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2005","2005","GBP","Pound Sterling","6","Millions",,,143734,,
"GBR","United Kingdom","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2006","2006","GBP","Pound Sterling","6","Millions",,,151664,,
"GBR","United Kingdom","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2007","2007","GBP","Pound Sterling","6","Millions",,,156251,,
"GBR","United Kingdom","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2008","2008","GBP","Pound Sterling","6","Millions",,,160352,,
